--------------------  GAPlot_input  --------------------

inc_size= [1591, 417, 324, 246]
inc_facility = ['札幌市', '釧路市', '旭川市', '函館市']
inc_blocks = [['夕張市', '岩見沢市', '美唄市', '三笠市', '南幌町', '由仁町', '長沼町', '栗山町', '月形町', '札幌市', '江別市', '千歳市', '恵庭市', '北広島市', '石狩市', '当別町', '新篠津村', '小樽市', '寿都町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村', '室蘭市', '苫小牧市', '登別市', '伊達市', '豊浦町', '壮瞥町', '白老町', '厚真町', '洞爺湖町', '安平町', 'むかわ町', '日高町', '平取町', '新冠町', '浦河町', '様似町', '新ひだか町'], ['島牧村', '黒松内町', '函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '八雲町', '長万部町', '江差町', '上ノ国町', '厚沢部町', '乙部町', '今金町', 'せたな町'], ['芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町', '旭川市', '士別市', '名寄市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '南富良野町', '占冠村', '和寒町', '剣淵町', '下川町', '美深町', '音威子府村', '幌加内町', '留萌市', '増毛町', '小平町', '苫前町', '羽幌町', '初山別村', '紋別市', '置戸町', '佐呂間町', '遠軽町', '湧別町', '滝上町', '興部町', '西興部村', '雄武町', '新得町', '清水町'], ['えりも町', '北見市', '網走市', '美幌町', '津別町', '清里町', '斜里町', '小清水町', '訓子府町', '大空町', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '陸別町', '浦幌町', '釧路市', '釧路町', '厚岸町', '浜中町', '標茶町', '弟子屈町', '鶴居村', '白糖町', '根室市', '別海町', '中標津町', '標津町', '羅臼町']]

trans_size=[20, 5]
trans_facility = ['稚内市', '猿払村']
trans_blocks = [['猿払村', '浜頓別町', '中頓別町', '枝幸町'], ['中川町', '遠別町', '天塩町', '稚内市', '豊富町', '幌延町']]

arrows = [[['旭川市'], ['稚内市', '猿払村']]]

----------------------  実行情報  ----------------------
実行時間＝166秒
個体数＝300
合計世代数＝113
------------------------  前提  ------------------------

waste=kanen

ごみ量16位以内：
札幌市 (349353), 函館市 (66649), 旭川市 (64890), 苫小牧市 (42288), 釧路市 (38335), 帯広市 (35291), 千歳市 (25770), 小樽市 (25049), 江別市 (24906), 北見市 (20809), 室蘭市 (20448), 岩見沢市 (12638), 登別市 (11426), 北広島市 (10822), 石狩市 (9341), 音更町 (7531)

焼却施設数: 4
中継施設数: 2

輸送単価＝ 300 円/t/km

---------------------  コスト情報  ---------------------

TC_direct: {'札幌市': 445636.3723200001, '釧路市': 400073.66583000007, '旭川市': 91495.19448, '函館市': 37565.28993}
IC_inc: {'札幌市': 203617.5544187614, '釧路市': 66181.12920921772, '旭川市': 55077.59753759122, '函館市': 45190.25558468947}
OC_inc: {'札幌市': 85258.72049296246, '釧路市': 52279.07019117943, '旭川市': 56804.94765693356, '函館市': 56503.77419685738}

TC_indirect: {'稚内市': 10854.438654000001, '猿払村': 5564.83155}
IC_trans: {'稚内市': 880.8192236645581, '猿払村': 305.6481039817605}
OC_trans: {'稚内市': 45309.74354674154, '猿払村': 13440.468622088543}

==============================
Total cost: 1672039.5215486686
==============================

----------------------  輸送情報  ----------------------

direct 札幌市(1591/1591) t/day → receive from: 夕張市, 岩見沢市, 美唄市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 札幌市, 江別市, 千歳市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村, 小樽市, 寿都町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村, 室蘭市, 苫小牧市, 登別市, 伊達市, 豊浦町, 壮瞥町, 白老町, 厚真町, 洞爺湖町, 安平町, むかわ町, 日高町, 平取町, 新冠町, 浦河町, 様似町, 新ひだか町
direct 釧路市(417/417) t/day → receive from: えりも町, 北見市, 網走市, 美幌町, 津別町, 清里町, 斜里町, 小清水町, 訓子府町, 大空町, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 陸別町, 浦幌町, 釧路市, 釧路町, 厚岸町, 浜中町, 標茶町, 弟子屈町, 鶴居村, 白糖町, 根室市, 別海町, 中標津町, 標津町, 羅臼町
direct 旭川市(298/324) t/day → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 南富良野町, 占冠村, 和寒町, 剣淵町, 下川町, 美深町, 音威子府村, 幌加内町, 留萌市, 増毛町, 小平町, 苫前町, 羽幌町, 初山別村, 紋別市, 置戸町, 佐呂間町, 遠軽町, 湧別町, 滝上町, 興部町, 西興部村, 雄武町, 新得町, 清水町
indirect 旭川市(25/324) t/day → receive from: 中継施設＝ 稚内市(7247) → receive from: 中川町, 遠別町, 天塩町, 稚内市, 豊富町, 幌延町
                                                    　　　猿払村(1997) → receive from: 猿払村, 浜頓別町, 中頓別町, 枝幸町
47: neval=243{'avg': 1682751.2011913417, 'max': 2583796.6056267945, 'min': 1678728.0898583687} best=1672039.5215486686
48: neval=228{'avg': 1682078.0349765792, 'max': 2303906.2096759295, 'min': 1678728.0898583687} best=1672039.5215486686
49: neval=236{'avg': 1678728.0898583687, 'max': 1678728.0898583687, 'min': 1678728.0898583687} best=1672039.5215486686
50: neval=229{'avg': 1679026.8890473482, 'max': 1768367.8465521918, 'min': 1678728.0898583687} best=1672039.5215486686
51: neval=254{'avg': 1679791.148217359, 'max': 1997645.5975555237, 'min': 1678728.0898583687} best=1672039.5215486686
52: neval=240{'avg': 1679528.0604422616, 'max': 1938784.9699554117, 'min': 1672039.5215486686} best=1672039.5215486686
53: neval=244{'avg': 1678572.0232644756, 'max': 1678728.0898583687, 'min': 1672039.5215486686} best=1672039.5215486686
54: neval=239{'avg': 1678872.7351482431, 'max': 1969598.7042795923, 'min': 1672039.5215486686} best=1672039.5215486686
55: neval=240{'avg': 1681353.7362611222, 'max': 2346046.868418768, 'min': 1672039.5215486686} best=1672039.5215486686
56: neval=233{'avg': 1675593.111734359, 'max': 1760293.9337795505, 'min': 1672039.5215486686} best=1672039.5215486686
57: neval=236{'avg': 1677012.6069160036, 'max': 2809471.011335172, 'min': 1672039.5215486686} best=1672039.5215486686
58: neval=230{'avg': 1672797.6463901158, 'max': 1828306.4410295347, 'min': 1672039.5215486686} best=1672039.5215486686
59: neval=219{'avg': 1672482.9356687034, 'max': 1805063.7575592303, 'min': 1672039.5215486686} best=1672039.5215486686
60: neval=243{'avg': 1675815.9025512578, 'max': 2480045.4769911943, 'min': 1672039.5215486686} best=1672039.5215486686
61: neval=233{'avg': 1675325.6956102178, 'max': 2153312.522665372, 'min': 1672039.5215486686} best=1672039.5215486686
62: neval=226{'avg': 1677411.0834198983, 'max': 2652296.617024918, 'min': 1672039.5215486686} best=1672039.5215486686
63: neval=253{'avg': 1672039.5215486682, 'max': 1672039.5215486686, 'min': 1672039.5215486686} best=1672039.5215486686
64: neval=228{'avg': 1672797.4984343778, 'max': 1899432.5872615583, 'min': 1672039.5215486686} best=1672039.5215486686
65: neval=249{'avg': 1673193.4547220247, 'max': 1845129.497552161, 'min': 1672039.5215486686} best=1672039.5215486686
66: neval=254{'avg': 1675426.507882843, 'max': 2269537.050513574, 'min': 1672039.5215486686} best=1672039.5215486686
67: neval=241{'avg': 1672039.5215486682, 'max': 1672039.5215486686, 'min': 1672039.5215486686} best=1672039.5215486686
68: neval=238{'avg': 1674748.4023433295, 'max': 2239453.9937592614, 'min': 1672039.5215486686} best=1672039.5215486686
69: neval=238{'avg': 1672039.5215486682, 'max': 1672039.5215486686, 'min': 1672039.5215486686} best=1672039.5215486686
70: neval=238{'avg': 1672039.5215486682, 'max': 1672039.5215486686, 'min': 1672039.5215486686} best=1672039.5215486686
71: neval=245{'avg': 1672474.2935588772, 'max': 1802471.1246113025, 'min': 1672039.5215486686} best=1672039.5215486686
72: neval=222{'avg': 1675739.7738568627, 'max': 2287357.1446293676, 'min': 1672039.5215486686} best=1672039.5215486686
73: neval=214{'avg': 1679593.3977844894, 'max': 2505572.110450424, 'min': 1672039.5215486686} best=1672039.5215486686
74: neval=257{'avg': 1672830.2521889976, 'max': 1754531.075903024, 'min': 1672039.5215486686} best=1672039.5215486686
75: neval=243{'avg': 1673166.5635794248, 'max': 1837201.651386819, 'min': 1672039.5215486686} best=1672039.5215486686
76: neval=243{'avg': 1672989.4504882905, 'max': 1866450.368200109, 'min': 1672039.5215486686} best=1672039.5215486686
77: neval=225{'avg': 1672039.5215486682, 'max': 1672039.5215486686, 'min': 1672039.5215486686} best=1672039.5215486686
78: neval=227{'avg': 1672039.5215486682, 'max': 1672039.5215486686, 'min': 1672039.5215486686} best=1672039.5215486686
79: neval=238{'avg': 1673516.6373844044, 'max': 2017323.1720345225, 'min': 1672039.5215486686} best=1672039.5215486686
80: neval=245{'avg': 1674368.3751672741, 'max': 2314560.498784058, 'min': 1672039.5215486686} best=1672039.5215486686
81: neval=246{'avg': 1675418.6818887456, 'max': 2212001.0429918393, 'min': 1672039.5215486686} best=1672039.5215486686
82: neval=245{'avg': 1672387.085905825, 'max': 1776308.8286957412, 'min': 1672039.5215486686} best=1672039.5215486686
83: neval=246{'avg': 1672798.8319356272, 'max': 1848970.1452414508, 'min': 1672039.5215486686} best=1672039.5215486686
84: neval=241{'avg': 1672039.5215486682, 'max': 1672039.5215486686, 'min': 1672039.5215486686} best=1672039.5215486686
85: neval=239{'avg': 1672039.5215486682, 'max': 1672039.5215486686, 'min': 1672039.5215486686} best=1672039.5215486686
86: neval=236{'avg': 1672039.5215486682, 'max': 1672039.5215486686, 'min': 1672039.5215486686} best=1672039.5215486686
87: neval=244{'avg': 1672039.5215486682, 'max': 1672039.5215486686, 'min': 1672039.5215486686} best=1672039.5215486686
88: neval=243{'avg': 1672473.1787966804, 'max': 1802136.6959523251, 'min': 1672039.5215486686} best=1672039.5215486686
89: neval=245{'avg': 1672039.5215486682, 'max': 1672039.5215486686, 'min': 1672039.5215486686} best=1672039.5215486686
90: neval=240{'avg': 1672081.6810937373, 'max': 1684687.385069422, 'min': 1672039.5215486686} best=1672039.5215486686
91: neval=234{'avg': 1672857.0207692946, 'max': 1917289.2877365253, 'min': 1672039.5215486686} best=1672039.5215486686
92: neval=227{'avg': 1674016.0188168231, 'max': 2034679.2275528135, 'min': 1672039.5215486686} best=1672039.5215486686
93: neval=249{'avg': 1675435.0022840968, 'max': 1984149.8892569488, 'min': 1672039.5215486686} best=1672039.5215486686
94: neval=232{'avg': 1674588.4719402683, 'max': 2436724.639028705, 'min': 1672039.5215486686} best=1672039.5215486686
95: neval=235{'avg': 1674179.403257881, 'max': 1927456.6107681314, 'min': 1672039.5215486686} best=1672039.5215486686
96: neval=235{'avg': 1673230.617721828, 'max': 1984924.0880136902, 'min': 1672039.5215486686} best=1672039.5215486686
97: neval=229{'avg': 1672191.6214999938, 'max': 1717669.5069463588, 'min': 1672039.5215486686} best=1672039.5215486686
98: neval=227{'avg': 1674733.7892267306, 'max': 1977375.9568977174, 'min': 1672039.5215486686} best=1672039.5215486686
99: neval=246{'avg': 1676107.7292882458, 'max': 2362761.3238319405, 'min': 1672039.5215486686} best=1672039.5215486686
100: neval=224{'avg': 1673278.351812141, 'max': 2043688.600590472, 'min': 1672039.5215486686} best=1672039.5215486686
101: neval=231{'avg': 1673256.6041530832, 'max': 2037164.3028731153, 'min': 1672039.5215486686} best=1672039.5215486686
102: neval=235{'avg': 1673123.6216267843, 'max': 1997269.5449835593, 'min': 1672039.5215486686} best=1672039.5215486686
103: neval=236{'avg': 1672561.751520968, 'max': 1766160.9949251276, 'min': 1672039.5215486686} best=1672039.5215486686
104: neval=248{'avg': 1676466.0828921676, 'max': 2556230.518674269, 'min': 1672039.5215486686} best=1672039.5215486686
105: neval=243{'avg': 1672221.0501685767, 'max': 1726498.1075211985, 'min': 1672039.5215486686} best=1672039.5215486686
106: neval=242{'avg': 1674775.8075166508, 'max': 2141194.5890261796, 'min': 1672039.5215486686} best=1672039.5215486686
107: neval=240{'avg': 1672039.5215486682, 'max': 1672039.5215486686, 'min': 1672039.5215486686} best=1672039.5215486686
108: neval=232{'avg': 1673047.2370315723, 'max': 1974354.166419856, 'min': 1672039.5215486686} best=1672039.5215486686
109: neval=241{'avg': 1673845.445960023, 'max': 2163231.8298957753, 'min': 1672039.5215486686} best=1672039.5215486686
110: neval=232{'avg': 1672039.5215486682, 'max': 1672039.5215486686, 'min': 1672039.5215486686} best=1672039.5215486686
111: neval=231{'avg': 1672039.5215486682, 'max': 1672039.5215486686, 'min': 1672039.5215486686} best=1672039.5215486686
112: neval=230{'avg': 1673096.3041440314, 'max': 1989074.3001576206, 'min': 1672039.5215486686} best=1672039.5215486686
