局----------------------  実行情報  ----------------------
実行時間＝3159秒
個体数＝1250
合計世代数＝100
==============================
Total cost: -4080091.914879429
==============================
------------------------  前提  ------------------------

waste=sanpai

ごみ量35位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109), 浜中町 (33093), 北広島市 (30922), 七飯町 (30521), 網走市 (28124), 幕別町 (26726), 石狩市 (26551)

焼却施設数: 12
中継施設数: 13

輸送単価＝ 4.8 円/t/km
--------------------  GAPlot_input  --------------------

waste_name ='sanpai'
unit ='t/year'

inc_size= [2402133, 1591265, 1107995, 1090522, 750794, 326836, 326562, 191634, 57151, 12826, 6337, 4237]
inc_facility = ['苫小牧市', '釧路市', '室蘭市', '札幌市', '伊達市', '旭川市', '帯広市', '北見市', '稚内市', '枝幸町', '浜頓別町', '猿払村']
inc_blocks = [['夕張市', '岩見沢市', '三笠市', '南幌町', '由仁町', '長沼町', '栗山町', '月形町', '札幌市', '江別市', '恵庭市', '北広島市', '石狩市', '当別町', '新篠津村'], ['室蘭市'], ['千歳市', '苫小牧市', '白老町', '厚真町', '安平町', 'むかわ町', '日高町', '平取町'], ['ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町'], ['芦別市', '深川市', '秩父別町', '沼田町', '旭川市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '幌加内町', '留萌市', '小平町'], ['初山別村', '遠別町', '天塩町', '稚内市', '豊富町', '幌延町'], ['猿払村'], ['音威子府村', '枝幸町', '雄武町'], ['北見市', '網走市', '美幌町', '津別町', '清里町', '斜里町', '小清水町', '訓子府町', '置戸町', '佐呂間町', '遠軽町', '大空町', '陸別町'], ['中川町', '浜頓別町', '中頓別町'], ['南富良野町', '占冠村', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '鶴居村', '白糠町']]

trans_size=[430316, 133081, 125721, 110888, 83730, 82141, 62104, 57419, 38154, 36215, 36029, 24477, 21199]
trans_facility = ['登別市', '函館市', '小樽市', '北斗市', '標茶町', '厚岸町', '中標津町', '滝川市', '士別市', '長万部町', '新ひだか町', '根室市', '紋別市']
trans_blocks = [['美唄市', '赤平市', '滝川市', '砂川市', '歌志内市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '雨竜町', '北竜町', '増毛町'], ['小樽市', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['登別市'], ['島牧村', '寿都町', '黒松内町', '蘭越町', '八雲町', '長万部町', '今金町', 'せたな町'], ['新冠町', '浦河町', '様似町', 'えりも町', '新ひだか町'], ['函館市'], ['北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['士別市', '名寄市', '剣淵町', '下川町', '美深町', '苫前町', '羽幌町'], ['紋別市', '湧別町', '滝上町', '興部町', '西興部村'], ['厚岸町', '浜中町'], ['標茶町', '弟子屈町'], ['根室市'], ['別海町', '中標津町', '標津町', '羅臼町']]

arrows = [[['札幌市'], ['小樽市']], [['室蘭市'], ['登別市']], [['苫小牧市'], ['新ひだか町']], [['伊達市'], ['長万部町', '函館市', '北斗市']], [['旭川市'], ['士別市', '滝川市']], [['北見市'], ['紋別市']], [['釧路市'], ['根室市', '中標津町', '厚岸町', '標茶町']]]


---------------------  エネルギー情報  ---------------------
[268040.0271022499, 335607.42058962083, -4759656.347995957, 75916.98542465756]

EL_direct: {'苫小牧市': 79573.69350070834, '釧路市': 18366.688811791668, '室蘭市': 0.0, '札幌市': 54269.73578731251, '伊達市': 24261.04308008334, '旭川市': 28620.636207583335, '帯広市': 28275.07506227084, '北見市': 28440.53132997917, '稚内市': 4859.127175500001, '枝幸町': 826.8368319791666, '浜頓別町': 546.6593150416667, '猿払村': 0.0}
ED_inc: {'苫小牧市': -1629685.0397669747, '釧路市': -1079565.854515464, '室蘭市': -751699.7916587504, '札幌市': -739845.5409990874, '伊達市': -509363.0326658874, '旭川市': -80317.66216361053, '帯広市': -80080.6023171052, '北見市': 16307.346510702908, '稚内市': 47713.305731150926, '枝幸町': 22584.427462119107, '浜頓別町': 13927.217870891465, '猿払村': 10368.878516058216}

EL_indirect: {'登別市': 22552.445014112, '函館市': 70592.95804818401, '小樽市': 24968.969471381006, '北斗市': 74087.23945721368, '標茶町': 20060.729924170002, '厚岸町': 20735.049800569, '中標津町': 23404.812652032506, '滝川市': 14916.590879551837, '士別市': 14893.618047890834, '長万部町': 17376.74430146417, '新ひだか町': 15036.732644520169, '根室市': 9062.761594848, '紋別市': 7918.7687536836675}
ED_trans: {'登別市': 26314.118136986304, '函館市': 8137.994301369864, '小樽市': 7687.925260273973, '北斗市': 6780.8771506849325, '標茶町': 5120.146849315069, '厚岸町': 5022.978410958904, '中標津町': 3797.7021369863023, '滝川市': 3511.211178082192, '士別市': 2333.1432328767123, '長万部町': 2214.5720547945207, '新ひだか町': 2203.1980273972604, '根室市': 1496.7853150684934, '紋別市': 1296.3333698630138}

----------------------  輸送情報  ----------------------

direct 苫小牧市(6482/6581) t/day → receive from: 千歳市, 苫小牧市, 白老町, 厚真町, 安平町, むかわ町, 日高町, 平取町
indirect 苫小牧市(99/6581) t/day → receive from: 中継施設＝ 新ひだか町(36029) → receive from: 新冠町, 浦河町, 様似町, えりも町, 新ひだか町
direct 釧路市(3668/4360) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糠町
indirect 釧路市(692/4360) t/day → receive from: 中継施設＝ 根室市(24477) → receive from: 根室市
中標津町(62104) → receive from: 別海町, 中標津町, 標津町, 羅臼町
厚岸町(82141) → receive from: 厚岸町, 浜中町
標茶町(83730) → receive from: 標茶町, 弟子屈町
direct 室蘭市(1857/3036) t/day → receive from: 室蘭市
indirect 室蘭市(1179/3036) t/day → receive from: 中継施設＝ 登別市(430316) → receive from: 登別市
direct 札幌市(2643/2988) t/day → receive from: 夕張市, 岩見沢市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 札幌市, 江別市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村
indirect 札幌市(344/2988) t/day → receive from: 中継施設＝ 小樽市(125721) → receive from: 小樽市, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 伊達市(1289/2057) t/day → receive from: ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町
indirect 伊達市(768/2057) t/day → receive from: 中継施設＝ 長万部町(36215) → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, 八雲町, 長万部町, 今金町, せたな町
函館市(133081) → receive from: 函館市
北斗市(110888) → receive from: 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 江差町, 上ノ国町, 厚沢部町, 乙部町
direct 旭川市(634/895) t/day → receive from: 芦別市, 深川市, 秩父別町, 沼田町, 旭川市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 幌加内町, 留萌市, 小平町
indirect 旭川市(262/895) t/day → receive from: 中継施設＝ 士別市(38154) → receive from: 士別市, 名寄市, 剣淵町, 下川町, 美深町, 苫前町, 羽幌町
滝川市(57419) → receive from: 美唄市, 赤平市, 滝川市, 砂川市, 歌志内市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 雨竜町, 北竜町, 増毛町
direct 帯広市(895/895) t/day → receive from: 南富良野町, 占冠村, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
direct 北見市(467/525) t/day → receive from: 北見市, 網走市, 美幌町, 津別町, 清里町, 斜里町, 小清水町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 大空町, 陸別町
indirect 北見市(58/525) t/day → receive from: 中継施設＝ 紋別市(21199) → receive from: 紋別市, 湧別町, 滝上町, 興部町, 西興部村
direct 稚内市(157/157) t/day → receive from: 初山別村, 遠別町, 天塩町, 稚内市, 豊富町, 幌延町
direct 枝幸町(35/35) t/day → receive from: 音威子府村, 枝幸町, 雄武町
76: neval=1000{'avg': -4065279.661865718, 'max': -2911153.7622621753, 'min': -4068400.362540191} best=-4068400.362540191
77: neval=987{'avg': -4064201.345979699, 'max': -2996729.33648344, 'min': -4075389.2212160616} best=-4075389.2212160616
78: neval=981{'avg': -4065181.404676541, 'max': -3053372.0732630068, 'min': -4075389.2212160616} best=-4075389.2212160616
79: neval=1007{'avg': -4065457.5257190415, 'max': -3023818.1170729063, 'min': -4075389.2212160616} best=-4075389.2212160616
80: neval=960{'avg': -4064738.362916055, 'max': -3252148.447105045, 'min': -4075389.2212160616} best=-4075389.2212160616
81: neval=981{'avg': -4066306.200003038, 'max': -3244414.9510739506, 'min': -4075389.2212160616} best=-4075389.2212160616
82: neval=986{'avg': -4067558.2624121862, 'max': -3358590.7822674024, 'min': -4075389.2212160616} best=-4075389.2212160616
83: neval=978{'avg': -4069541.190683936, 'max': -3270867.9836396803, 'min': -4075389.2212160616} best=-4075389.2212160616
84: neval=1005{'avg': -4071448.9447271433, 'max': -3355168.7062316136, 'min': -4075389.2212160616} best=-4075389.2212160616
85: neval=990{'avg': -4072028.851253248, 'max': -3260600.59025466, 'min': -4075389.2212160616} best=-4075389.2212160616
86: neval=1008{'avg': -4071494.73326324, 'max': -3097965.7669048924, 'min': -4075389.2212160616} best=-4075389.2212160616
87: neval=1000{'avg': -4072706.907723857, 'max': -3028322.868069773, 'min': -4075389.2212160616} best=-4075389.2212160616
88: neval=985{'avg': -4071699.2789148637, 'max': -3084191.3852393935, 'min': -4075389.2212160616} best=-4075389.2212160616
89: neval=984{'avg': -4072564.696756833, 'max': -3573490.6122975834, 'min': -4075389.2212160616} best=-4075389.2212160616
90: neval=980{'avg': -4072180.0673434366, 'max': -3480609.028117191, 'min': -4075389.2212160616} best=-4075389.2212160616
91: neval=1015{'avg': -4070736.5040229233, 'max': -2377307.4787053843, 'min': -4075389.2212160616} best=-4075389.2212160616
92: neval=973{'avg': -4068866.1144625414, 'max': -2733254.6830304353, 'min': -4075389.2212160616} best=-4075389.2212160616
93: neval=1013{'avg': -4071403.222042508, 'max': -2845809.687754621, 'min': -4075389.2212160616} best=-4075389.2212160616
94: neval=985{'avg': -4071023.454584121, 'max': -3482953.7407415253, 'min': -4075389.2212160616} best=-4075389.2212160616
95: neval=985{'avg': -4072166.7132237684, 'max': -3450947.9225054425, 'min': -4075389.2212160616} best=-4075389.2212160616
96: neval=998{'avg': -4072209.942415119, 'max': -3135923.3742758306, 'min': -4075389.2212160616} best=-4075389.2212160616
97: neval=1012{'avg': -4066995.2521556243, 'max': -2585005.924518642, 'min': -4075389.2212160616} best=-4075389.2212160616
98: neval=979{'avg': -4072099.0519168754, 'max': -3329445.4813914686, 'min': -4075389.2212160616} best=-4075389.2212160616
99: neval=988{'avg': -4070820.2099086614, 'max': -2976136.5129680634, 'min': -4075389.2212160616} best=-4075389.2212160616
