局----------------------  実行情報  ----------------------
実行時間＝3212秒
個体数＝1300
合計世代数＝100
===============================
Total cost: -4158728.1829011203
===============================
------------------------  前提  ------------------------

waste=sanpai

ごみ量36位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109), 浜中町 (33093), 北広島市 (30922), 七飯町 (30521), 網走市 (28124), 幕別町 (26726), 石狩市 (26551), 滝川市 (24546)

焼却施設数: 11
中継施設数: 15

輸送単価＝ 4.8 円/t/km
--------------------  GAPlot_input  --------------------

waste_name ='sanpai'
unit ='t/year'

inc_size= [2418429, 1591265, 1107995, 1075089, 750794, 404893, 325699, 184918, 4257, 2478, 2475]
inc_facility = ['苫小牧市', '釧路市', '室蘭市', '札幌市', '伊達市', '旭川市', '帯広市', '北見市', '上川町', '訓子府町', '置戸町']
inc_blocks = [['岩見沢市', '三笠市', '南幌町', '月形町', '札幌市', '江別市', '恵庭市', '北広島市', '石狩市', '当別町', '新篠津村'], ['室蘭市'], ['千歳市', '苫小牧市', '白老町', '厚真町', 'むかわ町', '日高町', '平取町'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '長万部町'], ['芦別市', '深川市', '秩父別町', '沼田町', '旭川市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '剣淵町', '幌加内町', '初山別村', '遠別町'], ['訓子府町'], ['北見市', '網走市', '美幌町', '津別町', '清里町', '斜里町', '小清水町', '佐呂間町', '大空町'], ['南富良野町', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['置戸町', '陸別町'], ['愛別町', '上川町', '滝上町'], ['釧路市', '釧路町', '鶴居村', '白糠町']]

trans_size=[430316, 218943, 125721, 83730, 82141, 76624, 75634, 62104, 59444, 49559, 36029, 31977, 31599, 24477, 19163]
trans_facility = ['登別市', '函館市', '小樽市', '標茶町', '厚岸町', '安平町', '新十津川町', '中標津町', '稚内市', '八雲町', '新冠町', '湧別町', '名寄市', '根室市', '枝幸町']
trans_blocks = [['天塩町', '稚内市', '猿払村', '豊富町', '幌延町'], ['小樽市', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['美唄市', '赤平市', '滝川市', '砂川市', '歌志内市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '雨竜町', '北竜町', '留萌市', '増毛町', '小平町', '苫前町', '羽幌町'], ['登別市'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町'], ['森町', '八雲町', '江差町', '上ノ国町', '厚沢部町', '乙部町', '今金町', 'せたな町'], ['音威子府村', '中川町', '浜頓別町', '中頓別町', '枝幸町', '雄武町'], ['士別市', '名寄市', '下川町', '美深町', '西興部村'], ['新冠町', '浦河町', '様似町', 'えりも町', '新ひだか町'], ['夕張市', '由仁町', '長沼町', '栗山町', '安平町', '占冠村'], ['紋別市', '遠軽町', '湧別町', '興部町'], ['厚岸町', '浜中町'], ['標茶町', '弟子屈町'], ['根室市'], ['別海町', '中標津町', '標津町', '羅臼町']]

arrows = [[['札幌市'], ['小樽市']], [['室蘭市'], ['登別市']], [['苫小牧市'], ['新冠町', '安平町']], [['伊達市'], ['函館市', '八雲町']], [['旭川市'], ['名寄市', '新十津川町', '稚内市', '枝幸町']], [['北見市'], ['湧別町']], [['釧路市'], ['根室市', '中標津町', '厚岸町', '標茶町']]]


---------------------  エネルギー情報  ---------------------
[232172.74606174996, 422348.7419491794, -4899316.875076434, 86067.20416438358]

EL_direct: {'苫小牧市': 62205.12153537501, '釧路市': 18366.688811791668, '室蘭市': 0.0, '札幌市': 48662.57086681251, '伊達市': 30903.085096000003, '旭川市': 21986.180861125, '帯広市': 27691.781722583342, '北見市': 21312.49130183334, '上川町': 719.9493442916669, '訓子府町': 0.0, '置戸町': 324.87652193750006}
ED_inc: {'苫小牧市': -1640740.7754019469, '釧路市': -1079565.854515464, '室蘭市': -751699.7916587504, '札幌市': -729375.2925912249, '伊達市': -509363.0326658874, '旭川市': -153235.95401118038, '帯広市': -79334.88189344073, '北見市': 19823.940385947855, '上川町': 10405.399770136128, '訓子府町': 6887.924213129052, '置戸町': 6881.44329224761}

EL_indirect: {'登別市': 22552.445014112, '函館市': 129839.34471353951, '小樽市': 24968.969471381006, '標茶町': 20060.729924170002, '厚岸町': 20735.049800569, '安平町': 11816.482959879002, '新十津川町': 29797.412660424503, '中標津町': 23404.812652032506, '稚内市': 48887.84917557884, '八雲町': 30768.398002736336, '新冠町': 15508.1866153435, '湧別町': 12203.752328035667, '名寄市': 10421.940323457002, '根室市': 9062.761594848, '枝幸町': 12320.60671307267}
ED_trans: {'登別市': 26314.118136986304, '函館市': 13388.514410958904, '小樽市': 7687.925260273973, '標茶町': 5120.146849315069, '厚岸町': 5022.978410958904, '安平町': 4685.610082191781, '新十津川町': 4625.07090410959, '中標津町': 3797.7021369863023, '稚内市': 3635.041315068493, '八雲町': 3030.566794520548, '新冠町': 2203.1980273972604, '湧別町': 1955.415452054795, '名寄市': 1932.300493150685, '根室市': 1496.7853150684934, '枝幸町': 1171.8305753424656}

----------------------  輸送情報  ----------------------

direct 苫小牧市(6317/6626) t/day → receive from: 千歳市, 苫小牧市, 白老町, 厚真町, むかわ町, 日高町, 平取町
indirect 苫小牧市(309/6626) t/day → receive from: 中継施設＝ 新冠町(36029) → receive from: 新冠町, 浦河町, 様似町, えりも町, 新ひだか町
安平町(76624) → receive from: 夕張市, 由仁町, 長沼町, 栗山町, 安平町, 占冠村
direct 釧路市(3668/4360) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糠町
indirect 釧路市(692/4360) t/day → receive from: 中継施設＝ 根室市(24477) → receive from: 根室市
中標津町(62104) → receive from: 別海町, 中標津町, 標津町, 羅臼町
厚岸町(82141) → receive from: 厚岸町, 浜中町
標茶町(83730) → receive from: 標茶町, 弟子屈町
direct 室蘭市(1857/3036) t/day → receive from: 室蘭市
indirect 室蘭市(1179/3036) t/day → receive from: 中継施設＝ 登別市(430316) → receive from: 登別市
direct 札幌市(2601/2945) t/day → receive from: 岩見沢市, 三笠市, 南幌町, 月形町, 札幌市, 江別市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村
indirect 札幌市(344/2945) t/day → receive from: 中継施設＝ 小樽市(125721) → receive from: 小樽市, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 伊達市(1321/2057) t/day → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町
indirect 伊達市(736/2057) t/day → receive from: 中継施設＝ 函館市(218943) → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町
八雲町(49559) → receive from: 森町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町, 今金町, せたな町
direct 旭川市(600/1109) t/day → receive from: 芦別市, 深川市, 秩父別町, 沼田町, 旭川市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 剣淵町, 幌加内町, 初山別村, 遠別町
indirect 旭川市(509/1109) t/day → receive from: 中継施設＝ 名寄市(31599) → receive from: 士別市, 名寄市, 下川町, 美深町, 西興部村
新十津川町(75634) → receive from: 美唄市, 赤平市, 滝川市, 砂川市, 歌志内市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 雨竜町, 北竜町, 留萌市, 増毛町, 小平町, 苫前町, 羽幌町
稚内市(59444) → receive from: 天塩町, 稚内市, 猿払村, 豊富町, 幌延町
枝幸町(19163) → receive from: 音威子府村, 中川町, 浜頓別町, 中頓別町, 枝幸町, 雄武町
direct 帯広市(892/892) t/day → receive from: 南富良野町, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
direct 北見市(419/507) t/day → receive from: 北見市, 網走市, 美幌町, 津別町, 清里町, 斜里町, 小清水町, 佐呂間町, 大空町
indirect 北見市(88/507) t/day → receive from: 中継施設＝ 湧別町(31977) → receive from: 紋別市, 遠軽町, 湧別町, 興部町
direct 上川町(12/12) t/day → receive from: 愛別町, 上川町, 滝上町
76: neval=1028{'avg': -4118001.303045116, 'max': -2877217.1200188817, 'min': -4120591.649182975} best=-4126629.416115982
77: neval=1035{'avg': -4118798.352618866, 'max': -3268092.8625322334, 'min': -4120591.649182975} best=-4126629.416115982
78: neval=1030{'avg': -4114900.448838113, 'max': -2801172.2897086847, 'min': -4120591.649182975} best=-4126629.416115982
79: neval=1031{'avg': -4114056.612964073, 'max': -2759589.7534004916, 'min': -4120591.649182975} best=-4126629.416115982
80: neval=1046{'avg': -4118098.766626275, 'max': -3381416.093041256, 'min': -4120591.649182975} best=-4126629.416115982
81: neval=1047{'avg': -4112410.096413536, 'max': -2256080.295049172, 'min': -4120591.649182975} best=-4126629.416115982
82: neval=1036{'avg': -4117414.838302264, 'max': -2768013.795106219, 'min': -4120591.649182975} best=-4126629.416115982
83: neval=1038{'avg': -4118949.4191024164, 'max': -3106385.8877414865, 'min': -4120591.649182975} best=-4126629.416115982
84: neval=983{'avg': -4118040.5527656847, 'max': -2536291.477788921, 'min': -4120591.649182975} best=-4126629.416115982
85: neval=1051{'avg': -4116997.323193066, 'max': -2777481.698369908, 'min': -4120591.649182975} best=-4126629.416115982
86: neval=1053{'avg': -4117063.9984738724, 'max': -3385449.009378256, 'min': -4120591.649182975} best=-4126629.416115982
87: neval=1031{'avg': -4115714.6341360505, 'max': -2760185.8386768, 'min': -4120591.649182975} best=-4126629.416115982
88: neval=1031{'avg': -4118109.7876642602, 'max': -3049753.840998145, 'min': -4120591.649182975} best=-4126629.416115982
89: neval=1032{'avg': -4119093.7664978555, 'max': -3629784.003640656, 'min': -4120591.649182975} best=-4126629.416115982
90: neval=1000{'avg': -4118954.342539202, 'max': -3379848.3288733982, 'min': -4120591.649182975} best=-4126629.416115982
91: neval=1029{'avg': -4116270.482216831, 'max': -2910352.5161470603, 'min': -4120591.649182975} best=-4126629.416115982
92: neval=1060{'avg': -4117600.721207782, 'max': -3008106.6113337823, 'min': -4120591.649182975} best=-4126629.416115982
93: neval=1013{'avg': -4117141.9483659677, 'max': -3198238.209544587, 'min': -4120591.649182975} best=-4126629.416115982
94: neval=1050{'avg': -4115706.166348261, 'max': -3006569.9497628487, 'min': -4120591.649182975} best=-4126629.416115982
95: neval=1017{'avg': -4109529.4391373093, 'max': -2651173.9630720625, 'min': -4120591.649182975} best=-4126629.416115982
96: neval=1047{'avg': -4115462.17852516, 'max': -3203989.4974682904, 'min': -4120591.649182975} best=-4126629.416115982
97: neval=1025{'avg': -4114470.0771018276, 'max': -3356496.8689222015, 'min': -4120591.649182975} best=-4126629.416115982
98: neval=1020{'avg': -4118414.1808705064, 'max': -3630684.018842845, 'min': -4120591.649182975} best=-4126629.416115982
99: neval=1049{'avg': -4119462.9132969636, 'max': -3690306.378659971, 'min': -4120591.649182975} best=-4126629.416115982
