局----------------------  実行情報  ----------------------
実行時間＝5160秒
個体数＝1300
合計世代数＝100
==============================
Total cost: -4040175.129719577
==============================
------------------------  前提  ------------------------

waste=sanpai

ごみ量36位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109), 浜中町 (33093), 北広島市 (30922), 七飯町 (30521), 網走市 (28124), 幕別町 (26726), 石狩市 (26551), 滝川市 (24546)

焼却施設数: 15
中継施設数: 11

輸送単価＝ 4.8 円/t/km
--------------------  GAPlot_input  --------------------

waste_name ='sanpai'
unit ='t/year'

inc_size= [2402133, 1591265, 1107995, 1090522, 750794, 326562, 321055, 193461, 46228, 19288, 9180, 4479, 3045, 1484, 801]
inc_facility = ['苫小牧市', '釧路市', '室蘭市', '札幌市', '伊達市', '帯広市', '旭川市', '北見市', '稚内市', '浜頓別町', '天塩町', '豊富町', '幌延町', '中頓別町', '中川町']
inc_blocks = [['夕張市', '岩見沢市', '三笠市', '南幌町', '由仁町', '長沼町', '栗山町', '月形町', '札幌市', '江別市', '恵庭市', '北広島市', '石狩市', '当別町', '新篠津村'], ['室蘭市'], ['千歳市', '苫小牧市', '白老町', '厚真町', '安平町', 'むかわ町', '日高町', '平取町'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '八雲町', '長万部町', '今金町', 'せたな町'], ['芦別市', '深川市', '秩父別町', '沼田町', '旭川市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '幌加内町', '留萌市', '小平町'], ['豊富町'], ['稚内市'], ['幌延町'], ['猿払村', '浜頓別町', '枝幸町'], ['中頓別町'], ['苫前町', '羽幌町', '初山別村', '遠別町', '天塩町'], ['音威子府村', '中川町'], ['北見市', '網走市', '美幌町', '津別町', '清里町', '斜里町', '小清水町', '訓子府町', '置戸町', '佐呂間町', '遠軽町', '大空町', '陸別町'], ['南富良野町', '占冠村', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '鶴居村', '白糠町']]

trans_size=[430316, 243969, 125721, 83730, 82141, 62104, 57419, 36029, 32373, 24477, 23026]
trans_facility = ['登別市', '北斗市', '小樽市', '標茶町', '厚岸町', '中標津町', '滝川市', '新ひだか町', '士別市', '根室市', '紋別市']
trans_blocks = [['美唄市', '赤平市', '滝川市', '砂川市', '歌志内市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '雨竜町', '北竜町', '増毛町'], ['小樽市', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['登別市'], ['新冠町', '浦河町', '様似町', 'えりも町', '新ひだか町'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['士別市', '名寄市', '剣淵町', '下川町', '美深町'], ['紋別市', '湧別町', '滝上町', '興部町', '西興部村', '雄武町'], ['厚岸町', '浜中町'], ['標茶町', '弟子屈町'], ['根室市'], ['別海町', '中標津町', '標津町', '羅臼町']]

arrows = [[['札幌市'], ['小樽市']], [['室蘭市'], ['登別市']], [['苫小牧市'], ['新ひだか町']], [['伊達市'], ['北斗市']], [['旭川市'], ['士別市', '滝川市']], [['北見市'], ['紋別市']], [['釧路市'], ['根室市', '中標津町', '厚岸町', '標茶町']]]


---------------------  エネルギー情報  ---------------------
[296150.68918147916, 322385.26854965603, -4732171.711012356, 73460.62356164385]

EL_direct: {'苫小牧市': 79573.69350070834, '釧路市': 18366.688811791668, '室蘭市': 0.0, '札幌市': 54269.73578731251, '伊達市': 51493.30871560418, '帯広市': 28275.07506227084, '旭川市': 28620.636207583335, '北見市': 28440.53132997917, '稚内市': 0.0, '浜頓別町': 3730.5432506875004, '天塩町': 3325.264551375, '豊富町': 0.0, '幌延町': 0.0, '中頓別町': 0.0, '中川町': 55.211964166666675}
ED_inc: {'苫小牧市': -1629685.0397669747, '釧路市': -1079565.854515464, '室蘭市': -751699.7916587504, '札幌市': -739845.5409990874, '伊達市': -509363.0326658874, '帯広市': -80080.6023171052, '旭川市': -75346.41488398759, '北見市': 15325.247901580113, '稚内市': 44670.52942040367, '浜頓別町': 29086.09525228628, '天塩町': 18067.049572828586, '豊富町': 10806.935615633145, '幌延町': 8075.163552571184, '中頓別町': 4596.477152754557, '中川町': 2787.067326842596}

EL_indirect: {'登別市': 22552.445014112, '北斗市': 152636.9015582277, '小樽市': 24968.969471381006, '標茶町': 20060.729924170002, '厚岸町': 20735.049800569, '中標津町': 23404.812652032506, '滝川市': 14916.590879551837, '新ひだか町': 15036.732644520169, '士別市': 9949.252497231668, '根室市': 9062.761594848, '紋別市': 9061.022513012167}
ED_trans: {'登別市': 26314.118136986304, '北斗市': 14918.871452054795, '小樽市': 7687.925260273973, '標茶町': 5120.146849315069, '厚岸町': 5022.978410958904, '中標津町': 3797.7021369863023, '滝川市': 3511.211178082192, '新ひだか町': 2203.1980273972604, '士別市': 1979.6311232876712, '根室市': 1496.7853150684934, '紋別市': 1408.0556712328769}

----------------------  輸送情報  ----------------------

direct 苫小牧市(6482/6581) t/day → receive from: 千歳市, 苫小牧市, 白老町, 厚真町, 安平町, むかわ町, 日高町, 平取町
indirect 苫小牧市(99/6581) t/day → receive from: 中継施設＝ 新ひだか町(36029) → receive from: 新冠町, 浦河町, 様似町, えりも町, 新ひだか町
direct 釧路市(3668/4360) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糠町
indirect 釧路市(692/4360) t/day → receive from: 中継施設＝ 根室市(24477) → receive from: 根室市
中標津町(62104) → receive from: 別海町, 中標津町, 標津町, 羅臼町
厚岸町(82141) → receive from: 厚岸町, 浜中町
標茶町(83730) → receive from: 標茶町, 弟子屈町
direct 室蘭市(1857/3036) t/day → receive from: 室蘭市
indirect 室蘭市(1179/3036) t/day → receive from: 中継施設＝ 登別市(430316) → receive from: 登別市
direct 札幌市(2643/2988) t/day → receive from: 夕張市, 岩見沢市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 札幌市, 江別市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村
indirect 札幌市(344/2988) t/day → receive from: 中継施設＝ 小樽市(125721) → receive from: 小樽市, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 伊達市(1389/2057) t/day → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 八雲町, 長万部町, 今金町, せたな町
indirect 伊達市(668/2057) t/day → receive from: 中継施設＝ 北斗市(243969) → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 江差町, 上ノ国町, 厚沢部町, 乙部町
direct 帯広市(895/895) t/day → receive from: 南富良野町, 占冠村, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
direct 旭川市(634/880) t/day → receive from: 芦別市, 深川市, 秩父別町, 沼田町, 旭川市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 幌加内町, 留萌市, 小平町
indirect 旭川市(246/880) t/day → receive from: 中継施設＝ 士別市(32373) → receive from: 士別市, 名寄市, 剣淵町, 下川町, 美深町
滝川市(57419) → receive from: 美唄市, 赤平市, 滝川市, 砂川市, 歌志内市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 雨竜町, 北竜町, 増毛町
direct 北見市(467/530) t/day → receive from: 北見市, 網走市, 美幌町, 津別町, 清里町, 斜里町, 小清水町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 大空町, 陸別町
indirect 北見市(63/530) t/day → receive from: 中継施設＝ 紋別市(23026) → receive from: 紋別市, 湧別町, 滝上町, 興部町, 西興部村, 雄武町
direct 稚内市(127/127) t/day → receive from: 稚内市
direct 浜頓別町(53/53) t/day → receive from: 猿払村, 浜頓別町, 枝幸町
77: neval=1049{'avg': -4026532.7727344893, 'max': -2754832.078278373, 'min': -4031333.895734335} best=-4031333.895734335
78: neval=1020{'avg': -4028604.846401566, 'max': -2994668.597151001, 'min': -4031333.895734335} best=-4031333.895734335
79: neval=1007{'avg': -4028094.23914111, 'max': -3087487.47910648, 'min': -4031333.895734335} best=-4031333.895734335
80: neval=1064{'avg': -4028504.637636062, 'max': -3281429.8981917165, 'min': -4031333.895734335} best=-4031333.895734335
81: neval=1039{'avg': -4028157.7625488867, 'max': -3189593.1894135834, 'min': -4031333.895734335} best=-4031333.895734335
82: neval=1027{'avg': -4029335.582005183, 'max': -3483509.593850879, 'min': -4031333.895734335} best=-4031333.895734335
83: neval=1038{'avg': -4029220.8244752805, 'max': -3472389.1591902245, 'min': -4031333.895734335} best=-4031333.895734335
84: neval=992{'avg': -4029608.826909441, 'max': -3342812.337720891, 'min': -4031333.895734335} best=-4031333.895734335
85: neval=1025{'avg': -4029348.4640360884, 'max': -3308115.5407773564, 'min': -4031333.895734335} best=-4031333.895734335
86: neval=1019{'avg': -4026462.1689431346, 'max': -2470618.9944097833, 'min': -4031333.895734335} best=-4031333.895734335
87: neval=1030{'avg': -4026253.5890265773, 'max': -2979181.2387289167, 'min': -4031333.895734335} best=-4031333.895734335
88: neval=1032{'avg': -4026884.309972476, 'max': -2962310.2222276623, 'min': -4031333.895734335} best=-4031333.895734335
89: neval=1024{'avg': -4028357.441308387, 'max': -2764141.251888932, 'min': -4031333.895734335} best=-4031333.895734335
90: neval=1057{'avg': -4027789.4449401107, 'max': -3026420.6266431822, 'min': -4031333.895734335} best=-4031333.895734335
91: neval=1048{'avg': -4029085.160665099, 'max': -3229239.5452677812, 'min': -4031333.895734335} best=-4031333.895734335
92: neval=1024{'avg': -4029579.151846192, 'max': -3258538.1737339534, 'min': -4031333.895734335} best=-4031333.895734335
93: neval=1050{'avg': -4029553.8382088644, 'max': -3630592.5369994203, 'min': -4031333.895734335} best=-4031333.895734335
94: neval=998{'avg': -4027254.1645241003, 'max': -2704456.1228710916, 'min': -4031333.895734335} best=-4031333.895734335
95: neval=1055{'avg': -4026409.0861485275, 'max': -2652292.7159359576, 'min': -4031333.895734335} best=-4031333.895734335
96: neval=1022{'avg': -4028427.4397074436, 'max': -2771585.020999873, 'min': -4031333.895734335} best=-4031333.895734335
97: neval=1013{'avg': -4028904.9927068255, 'max': -2943620.376496268, 'min': -4031333.895734335} best=-4031333.895734335
98: neval=1022{'avg': -4029149.268451527, 'max': -3514761.617348002, 'min': -4031333.895734335} best=-4031333.895734335
99: neval=1017{'avg': -4028760.01278737, 'max': -3280041.9094607886, 'min': -4031333.895734335} best=-4031333.895734335


----------------------  最適個体  ----------------------

best_individual.inc_facility = [24, 52, 53, 55, 87, 123, 118, 124, 120, 121, 117, 108, 125, 143, 162]
best_individual.trans_facility = [6, 32, 54, 69, 71, 88, 127, 164, 166, 170, 172]
best_individual.unused_cities = {0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 70, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 109, 110, 111, 112, 113, 114, 115, 116, 119, 122, 126, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 163, 165, 167, 168, 169, 171, 173, 174}
best_individual.fitness.values = (-4040175.129719577,)
