--------------------  GAPlot_input  --------------------

inc_size= [1247, 264, 243, 224, 173, 125, 121, 108, 26, 20, 15, 7, 5]
inc_facility = ['札幌市', '旭川市', '函館市', '苫小牧市', '帯広市', '釧路市', '室蘭市', '北見市', '中標津町', '稚内市', '根室市', '中頓別町', '小平町']
inc_blocks = [['夕張市', '岩見沢市', '美唄市', '三笠市', '南幌町', '由仁町', '長沼町', '栗山町', '月形町', '札幌市', '江別市', '恵庭市', '北広島市', '石狩市', '当別町', '新篠津村', '小樽市', '喜茂別町', '京極町', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '俱知安町', '室蘭市', '登別市', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '長万部町'], ['千歳市', '苫小牧市', '白老町', '厚真町', '安平町', 'むかわ町', '日高町', '平取町', '新冠町', '浦河町', '新ひだか町'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '八雲町', '江差町', '上ノ国町', '厚沢部町', '乙部町', '今金町', 'せたな町'], ['芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '雨竜町', '旭川市', '士別市', '名寄市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '剣淵町', '下川町', '幌加内町', '西興部村'], ['秩父別町', '北竜町', '沼田町', '留萌市', '増毛町', '小平町', '苫前町', '羽幌町'], ['稚内市', '猿払村', '豊富町', '幌延町'], ['美深町', '音威子府村', '中川町', '浜頓別町', '中頓別町', '枝幸町', '興部町', '雄武町'], ['北見市', '網走市', '紋別市', '美幌町', '津別町', '小清水町', '訓子府町', '置戸町', '佐呂間町', '遠軽町', '湧別町', '滝上町', '大空町', '陸別町'], ['様似町', 'えりも町', '南富良野町', '占冠村', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '厚岸町', '標茶町', '鶴居村', '白糖町'], ['浜中町', '根室市'], ['清里町', '斜里町', '弟子屈町', '別海町', '中標津町', '標津町', '羅臼町']]

trans_size=[0, 0]
trans_facility = ['遠別町', '中頓別町']
trans_blocks = [['初山別村', '遠別町', '天塩町'], []]

arrows = [[['中頓別町'], ['遠別町']]]

----------------------  実行情報  ----------------------
実行時間＝285秒
個体数＝750
合計世代数＝207
------------------------  前提  ------------------------

waste=kanen

ごみ量25位以内：
札幌市 (349353), 函館市 (66649), 旭川市 (64890), 苫小牧市 (42288), 釧路市 (38335), 帯広市 (35291), 千歳市 (25770), 小樽市 (25049), 江別市 (24906), 北見市 (20809), 室蘭市 (20448), 岩見沢市 (12638), 登別市 (11426), 北広島市 (10822), 石狩市 (9341), 音更町 (7531), 稚内市 (7127), 恵庭市 (6987), 伊達市 (6907), 網走市 (6299), 滝川市 (5831), 北斗市 (5150), 七飯町 (5008), 中標津町 (4837), 根室市 (4736)

焼却施設数: 13
中継施設数: 2

輸送単価＝ 300 円/t/km

---------------------  コスト情報  ---------------------

TC_direct: {'札幌市': 107750.56481999999, '旭川市': 42363.79274999999, '函館市': 33495.620160000006, '苫小牧市': 48106.58742, '帯広市': 25443.31968, '釧路市': 5221.74414, '室蘭市': 20651.749350000002, '北見市': 29263.9788, '中標津町': 4994.53689, '稚内市': 492.18129, '根室市': 1239.6003600000001, '中頓別町': 3357.9015, '小平町': 1597.7058300000003}
IC_inc: {'札幌市': 159613.1891114947, '旭川市': 47498.730318903865, '函館市': 44807.04482740549, '苫小牧市': 42283.88188243283, '帯広市': 35003.50835214785, '釧路市': 27746.089065790613, '室蘭市': 27114.20586589729, '北見市': 25048.63221091822, '中標津町': 8872.651784106152, '稚内市': 7522.427997154083, '根室市': 5977.738680892802, '中頓別町': 3329.8585895806955, '小平町': 2820.364834152481}
OC_inc: {'札幌市': 66833.21738291832, '旭川市': 56949.22592628491, '函館市': 56407.36772522112, '苫小牧市': 55611.63687040698, '帯広市': 51724.01573343067, '釧路市': 45433.20587338103, '室蘭市': 44768.76962017755, '北見市': 42464.59053278037, '中標津町': 17379.31890023605, '稚内市': 14747.894368386476, '根室市': 11658.634045924002, '中頓別町': 6237.422822039427, '小平町': 5192.944017170467}

TC_indirect: {'遠別町': 79.890312, '中頓別町': 0}
IC_trans: {'遠別町': 26.652283525987492, '中頓別町': 0}
OC_trans: {'遠別町': 2806.120097872163, '中頓別町': 0}

==============================
Total cost: 1239938.5130226326
==============================

----------------------  輸送情報  ----------------------

direct 札幌市(1247/1247) t/day → receive from: 夕張市, 岩見沢市, 美唄市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 札幌市, 江別市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村, 小樽市, 喜茂別町, 京極町, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 旭川市(264/264) t/day → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 雨竜町, 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 剣淵町, 下川町, 幌加内町, 西興部村
direct 函館市(243/243) t/day → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町, 今金町, せたな町
direct 苫小牧市(224/224) t/day → receive from: 千歳市, 苫小牧市, 白老町, 厚真町, 安平町, むかわ町, 日高町, 平取町, 新冠町, 浦河町, 新ひだか町
direct 帯広市(173/173) t/day → receive from: 様似町, えりも町, 南富良野町, 占冠村, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
direct 釧路市(125/125) t/day → receive from: 釧路市, 釧路町, 厚岸町, 標茶町, 鶴居村, 白糖町
direct 室蘭市(121/121) t/day → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 俱知安町, 室蘭市, 登別市, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町
direct 北見市(108/108) t/day → receive from: 北見市, 網走市, 紋別市, 美幌町, 津別町, 小清水町, 訓子府町, 置戸町, 佐呂間町, 遠軽町, 湧別町, 滝上町, 大空町, 陸別町
direct 中標津町(26/26) t/day → receive from: 清里町, 斜里町, 弟子屈町, 別海町, 中標津町, 標津町, 羅臼町
direct 稚内市(20/20) t/day → receive from: 稚内市, 猿払村, 豊富町, 幌延町
direct 根室市(15/15) t/day → receive from: 浜中町, 根室市
direct 中頓別町(6/7) t/day → receive from: 美深町, 音威子府村, 中川町, 浜頓別町, 中頓別町, 枝幸町, 興部町, 雄武町
indirect 中頓別町(0/7) t/day → receive from: 中継施設＝ 遠別町(87) → receive from: 初山別村, 遠別町, 天塩町
61: neval=618{'avg': 1242055.6112474292, 'max': 1514328.0722997505, 'min': 1241137.6049986605} best=1239938.5130226326
62: neval=601{'avg': 1242758.0677450353, 'max': 1671137.5313574849, 'min': 1241137.6049986605} best=1239938.5130226326
63: neval=596{'avg': 1243299.6402663514, 'max': 2038018.3941508837, 'min': 1241137.6049986605} best=1239938.5130226326
64: neval=631{'avg': 1242991.2348977732, 'max': 1543753.630629761, 'min': 1241137.6049986605} best=1239938.5130226326
65: neval=604{'avg': 1243733.3836758255, 'max': 1617847.2933979223, 'min': 1241137.6049986605} best=1239938.5130226326
66: neval=579{'avg': 1242633.4362928725, 'max': 1665345.5006866532, 'min': 1241137.6049986605} best=1239938.5130226326
67: neval=614{'avg': 1241188.5423641275, 'max': 1279340.6290986405, 'min': 1241137.6049986605} best=1239938.5130226326
68: neval=583{'avg': 1242560.8096648026, 'max': 1560111.0489090139, 'min': 1241137.6049986605} best=1239938.5130226326
69: neval=586{'avg': 1243535.5999097526, 'max': 1771628.4957155357, 'min': 1241137.6049986605} best=1239938.5130226326
70: neval=573{'avg': 1243485.57981201, 'max': 1686873.4300679846, 'min': 1241137.6049986605} best=1239938.5130226326
71: neval=582{'avg': 1241582.617974493, 'max': 1415907.8740749012, 'min': 1241137.6049986605} best=1239938.5130226326
72: neval=612{'avg': 1241577.572958324, 'max': 1404984.8214961314, 'min': 1241137.6049986605} best=1239938.5130226326
73: neval=583{'avg': 1242492.822262133, 'max': 1600706.1718152887, 'min': 1241137.6049986605} best=1239938.5130226326
74: neval=594{'avg': 1242977.0840961018, 'max': 1705573.6534896155, 'min': 1241137.6049986605} best=1239938.5130226326
75: neval=584{'avg': 1245385.1901038713, 'max': 1633327.700469311, 'min': 1241137.6049986605} best=1239938.5130226326
76: neval=576{'avg': 1244255.7862571736, 'max': 1721569.710978475, 'min': 1241137.6049986605} best=1239938.5130226326
77: neval=593{'avg': 1245059.2513970605, 'max': 1659233.5836361002, 'min': 1241137.6049986605} best=1239938.5130226326
78: neval=591{'avg': 1242539.1662430866, 'max': 1642237.5039639084, 'min': 1241137.6049986605} best=1239938.5130226326
79: neval=596{'avg': 1242775.3441510897, 'max': 1886912.0547337474, 'min': 1241137.6049986605} best=1239938.5130226326
80: neval=589{'avg': 1241948.250956724, 'max': 1647382.1274823041, 'min': 1241137.6049986605} best=1239938.5130226326
81: neval=580{'avg': 1242752.6401316742, 'max': 1755147.8443524647, 'min': 1241137.6049986605} best=1239938.5130226326
82: neval=598{'avg': 1244216.9529902737, 'max': 1904735.324623112, 'min': 1241137.6049986605} best=1239938.5130226326
83: neval=609{'avg': 1242806.1181447508, 'max': 1651714.6051069058, 'min': 1241137.6049986605} best=1239938.5130226326
84: neval=565{'avg': 1242838.1536980735, 'max': 1585651.9804504814, 'min': 1241137.6049986605} best=1239938.5130226326
85: neval=576{'avg': 1241978.9328191357, 'max': 1491286.2004781817, 'min': 1241137.6049986605} best=1239938.5130226326
86: neval=598{'avg': 1243977.3894201613, 'max': 2209932.12889797, 'min': 1241137.6049986605} best=1239938.5130226326
87: neval=597{'avg': 1241893.3980590259, 'max': 1448991.9148052798, 'min': 1241137.6049986605} best=1239938.5130226326
88: neval=596{'avg': 1241907.8718258108, 'max': 1510885.3686991828, 'min': 1241137.6049986605} best=1239938.5130226326
89: neval=583{'avg': 1242602.6151126758, 'max': 1656752.825985813, 'min': 1241137.6049986605} best=1239938.5130226326
90: neval=614{'avg': 1241703.9787065338, 'max': 1538092.0620212303, 'min': 1241137.6049986605} best=1239938.5130226326
91: neval=610{'avg': 1242791.3770850757, 'max': 1718882.552245809, 'min': 1241137.6049986605} best=1239938.5130226326
92: neval=593{'avg': 1245289.0234610715, 'max': 1841866.2239012094, 'min': 1241137.6049986605} best=1239938.5130226326
93: neval=586{'avg': 1241843.6558752218, 'max': 1431827.5088352666, 'min': 1241137.6049986605} best=1239938.5130226326
94: neval=598{'avg': 1243019.4061731417, 'max': 1734724.902866596, 'min': 1241137.6049986605} best=1239938.5130226326
95: neval=589{'avg': 1243171.0468009948, 'max': 1936657.921063987, 'min': 1241137.6049986605} best=1239938.5130226326
96: neval=589{'avg': 1242027.5943260405, 'max': 1566451.587602088, 'min': 1241137.6049986605} best=1239938.5130226326
97: neval=590{'avg': 1243161.8514751191, 'max': 1731618.2843447847, 'min': 1241137.6049986605} best=1239938.5130226326
98: neval=590{'avg': 1242414.4795759849, 'max': 1704232.5310773489, 'min': 1241137.6049986605} best=1239938.5130226326
99: neval=606{'avg': 1242456.0354213857, 'max': 1652466.8867582574, 'min': 1241137.6049986605} best=1239938.5130226326
100: neval=617{'avg': 1243234.474313798, 'max': 2200163.2692046817, 'min': 1241137.6049986605} best=1239938.5130226326
101: neval=572{'avg': 1242360.1074803786, 'max': 1426172.6313068238, 'min': 1241137.6049986605} best=1239938.5130226326
102: neval=594{'avg': 1245623.3389775553, 'max': 1771744.9322523656, 'min': 1241137.6049986605} best=1239938.5130226326
103: neval=612{'avg': 1243337.7072228896, 'max': 1666063.7524462438, 'min': 1241137.6049986605} best=1239938.5130226326
104: neval=600{'avg': 1242129.962994986, 'max': 1666813.4287707694, 'min': 1241137.6049986605} best=1239938.5130226326
105: neval=588{'avg': 1242956.6097106514, 'max': 1940411.3586819237, 'min': 1241137.6049986605} best=1239938.5130226326
106: neval=608{'avg': 1244952.0877078758, 'max': 1903484.3229984483, 'min': 1241137.6049986605} best=1239938.5130226326
107: neval=589{'avg': 1242028.1395504433, 'max': 1544599.385031427, 'min': 1241137.6049986605} best=1239938.5130226326
108: neval=588{'avg': 1243577.2037057164, 'max': 1998907.07446637, 'min': 1241137.6049986605} best=1239938.5130226326
109: neval=570{'avg': 1241900.1305020528, 'max': 1674095.0875881189, 'min': 1241137.6049986605} best=1239938.5130226326
110: neval=599{'avg': 1243184.571142463, 'max': 1657438.5448444507, 'min': 1241137.6049986605} best=1239938.5130226326
111: neval=599{'avg': 1243672.2660338525, 'max': 1628258.2229484713, 'min': 1241137.6049986605} best=1239938.5130226326
112: neval=584{'avg': 1241902.0995763734, 'max': 1730975.1025894461, 'min': 1241137.6049986605} best=1239938.5130226326
113: neval=586{'avg': 1242620.5945613708, 'max': 1646971.4166872134, 'min': 1241137.6049986605} best=1239938.5130226326
114: neval=583{'avg': 1243508.8498852963, 'max': 1574859.2516897218, 'min': 1241137.6049986605} best=1239938.5130226326
115: neval=577{'avg': 1243733.6550762425, 'max': 1759072.9772102018, 'min': 1241137.6049986605} best=1239938.5130226326
116: neval=598{'avg': 1243530.2530579213, 'max': 1563302.9428682511, 'min': 1241137.6049986605} best=1239938.5130226326
117: neval=596{'avg': 1242812.2533761808, 'max': 1657294.8014097544, 'min': 1241137.6049986605} best=1239938.5130226326
118: neval=605{'avg': 1241624.0822024678, 'max': 1428271.7634502265, 'min': 1241137.6049986605} best=1239938.5130226326
119: neval=586{'avg': 1243584.6243078937, 'max': 1897176.1094783263, 'min': 1241137.6049986605} best=1239938.5130226326
120: neval=606{'avg': 1244870.6086339958, 'max': 2017088.1760866996, 'min': 1241137.6049986605} best=1239938.5130226326
121: neval=601{'avg': 1243235.9291266818, 'max': 1585244.6151230112, 'min': 1241137.6049986605} best=1239938.5130226326
122: neval=623{'avg': 1242650.7745620857, 'max': 1584359.229536823, 'min': 1241137.6049986605} best=1239938.5130226326
123: neval=613{'avg': 1242980.132444808, 'max': 1603240.4837276195, 'min': 1241137.6049986605} best=1239938.5130226326
124: neval=590{'avg': 1243750.1172900072, 'max': 1656698.0293901742, 'min': 1241137.6049986605} best=1239938.5130226326
125: neval=608{'avg': 1242961.428431425, 'max': 1732499.9935313803, 'min': 1241137.6049986605} best=1239938.5130226326
126: neval=585{'avg': 1243857.108730443, 'max': 1760894.2240953343, 'min': 1241137.6049986605} best=1239938.5130226326
127: neval=594{'avg': 1243250.7138280172, 'max': 1720888.0377880316, 'min': 1241137.6049986605} best=1239938.5130226326
128: neval=588{'avg': 1242761.0502095881, 'max': 1604957.6187878882, 'min': 1241137.6049986605} best=1239938.5130226326
129: neval=586{'avg': 1242661.2725229345, 'max': 1522879.7072043351, 'min': 1241137.6049986605} best=1239938.5130226326
130: neval=595{'avg': 1243674.6973183313, 'max': 1640249.5635395327, 'min': 1241137.6049986605} best=1239938.5130226326
131: neval=596{'avg': 1242640.8546086508, 'max': 1807406.2008403407, 'min': 1241137.6049986605} best=1239938.5130226326
132: neval=593{'avg': 1243137.2015982778, 'max': 1670699.2248125335, 'min': 1241137.6049986605} best=1239938.5130226326
133: neval=587{'avg': 1245583.354791406, 'max': 1946561.9611446245, 'min': 1241137.6049986605} best=1239938.5130226326
134: neval=590{'avg': 1242810.5589781972, 'max': 1557252.9690700537, 'min': 1241137.6049986605} best=1239938.5130226326
135: neval=593{'avg': 1242378.1658423913, 'max': 1644172.431679439, 'min': 1241137.6049986605} best=1239938.5130226326
136: neval=593{'avg': 1244793.489413232, 'max': 2259237.844877594, 'min': 1241137.6049986605} best=1239938.5130226326
137: neval=573{'avg': 1242364.8570512517, 'max': 1649499.5859342108, 'min': 1241137.6049986605} best=1239938.5130226326
138: neval=594{'avg': 1242162.6830394715, 'max': 1560642.1323187572, 'min': 1241137.6049986605} best=1239938.5130226326
139: neval=600{'avg': 1242302.4914446697, 'max': 1529520.611911656, 'min': 1241137.6049986605} best=1239938.5130226326
140: neval=582{'avg': 1242015.7208521292, 'max': 1618725.3462339155, 'min': 1241137.6049986605} best=1239938.5130226326
141: neval=599{'avg': 1244354.6446137333, 'max': 1769465.3238647045, 'min': 1241137.6049986605} best=1239938.5130226326
142: neval=606{'avg': 1242038.3596275991, 'max': 1558850.0088820106, 'min': 1241137.6049986605} best=1239938.5130226326
143: neval=615{'avg': 1243075.3691965807, 'max': 1579683.537311508, 'min': 1241137.6049986605} best=1239938.5130226326
144: neval=625{'avg': 1243404.3118270303, 'max': 1563161.3105263847, 'min': 1241137.6049986605} best=1239938.5130226326
145: neval=618{'avg': 1243986.6455892592, 'max': 1583617.583250679, 'min': 1241137.6049986605} best=1239938.5130226326
146: neval=588{'avg': 1243170.8840801525, 'max': 1653093.10853593, 'min': 1241137.6049986605} best=1239938.5130226326
147: neval=589{'avg': 1244554.931952696, 'max': 1537967.631527855, 'min': 1241137.6049986605} best=1239938.5130226326
148: neval=608{'avg': 1242620.6633016977, 'max': 1663909.3915980791, 'min': 1241137.6049986605} best=1239938.5130226326
149: neval=599{'avg': 1242044.3129750679, 'max': 1695815.7733615567, 'min': 1241137.6049986605} best=1239938.5130226326
150: neval=577{'avg': 1242898.7563841783, 'max': 1598704.0869519038, 'min': 1241137.6049986605} best=1239938.5130226326
151: neval=597{'avg': 1241951.6761909237, 'max': 1505266.4684626895, 'min': 1241137.6049986605} best=1239938.5130226326
152: neval=586{'avg': 1242240.3577673517, 'max': 1517797.2987350638, 'min': 1241137.6049986605} best=1239938.5130226326
153: neval=587{'avg': 1243491.019997563, 'max': 1834900.2878681286, 'min': 1241137.6049986605} best=1239938.5130226326
154: neval=580{'avg': 1244331.1838845368, 'max': 1607974.832373703, 'min': 1241137.6049986605} best=1239938.5130226326
155: neval=611{'avg': 1243685.1898989559, 'max': 1652058.0011273264, 'min': 1241137.6049986605} best=1239938.5130226326
156: neval=581{'avg': 1243125.6559874853, 'max': 1566718.9069813173, 'min': 1241137.6049986605} best=1239938.5130226326
157: neval=616{'avg': 1243589.7435698377, 'max': 1775670.0919493048, 'min': 1241137.6049986605} best=1239938.5130226326
158: neval=597{'avg': 1241404.3940744167, 'max': 1441229.4118155907, 'min': 1241137.6049986605} best=1239938.5130226326
159: neval=605{'avg': 1242573.9052211365, 'max': 1568863.4014478556, 'min': 1241137.6049986605} best=1239938.5130226326
160: neval=599{'avg': 1244521.7197693908, 'max': 2092246.321985517, 'min': 1241137.6049986605} best=1239938.5130226326
161: neval=606{'avg': 1242362.0755338424, 'max': 1588843.3788754724, 'min': 1241137.6049986605} best=1239938.5130226326
162: neval=573{'avg': 1242988.3853895206, 'max': 1592209.2018969178, 'min': 1241137.6049986605} best=1239938.5130226326
163: neval=615{'avg': 1241719.1430624856, 'max': 1369471.8646549718, 'min': 1241137.6049986605} best=1239938.5130226326
164: neval=586{'avg': 1242410.7123029719, 'max': 1619295.7660152246, 'min': 1241137.6049986605} best=1239938.5130226326
165: neval=592{'avg': 1242626.1584611214, 'max': 1556537.0828938652, 'min': 1241137.6049986605} best=1239938.5130226326
166: neval=595{'avg': 1242660.6548808443, 'max': 1479620.5199522015, 'min': 1241137.6049986605} best=1239938.5130226326
167: neval=593{'avg': 1241968.47630612, 'max': 1525972.9427746793, 'min': 1241137.6049986605} best=1239938.5130226326
168: neval=589{'avg': 1242480.742726974, 'max': 1533648.768350057, 'min': 1241137.6049986605} best=1239938.5130226326
169: neval=583{'avg': 1241720.7568681112, 'max': 1414793.883474676, 'min': 1241137.6049986605} best=1239938.5130226326
170: neval=599{'avg': 1242308.6507504925, 'max': 1545686.9772593244, 'min': 1241137.6049986605} best=1239938.5130226326
171: neval=586{'avg': 1243034.2624452794, 'max': 1743403.3301072635, 'min': 1241137.6049986605} best=1239938.5130226326
172: neval=577{'avg': 1243089.177471287, 'max': 1658924.2468810836, 'min': 1241137.6049986605} best=1239938.5130226326
173: neval=564{'avg': 1243620.0253512799, 'max': 1575029.1793582044, 'min': 1241137.6049986605} best=1239938.5130226326
174: neval=616{'avg': 1242342.7800367228, 'max': 1591269.4753500377, 'min': 1241137.6049986605} best=1239938.5130226326
175: neval=597{'avg': 1242941.1902460372, 'max': 1657525.779331696, 'min': 1241137.6049986605} best=1239938.5130226326
176: neval=600{'avg': 1243331.3323288676, 'max': 1833005.2742393094, 'min': 1241137.6049986605} best=1239938.5130226326
177: neval=598{'avg': 1242294.4218532753, 'max': 1456241.2847857685, 'min': 1241137.6049986605} best=1239938.5130226326
178: neval=590{'avg': 1241865.9560022235, 'max': 1397712.3332961109, 'min': 1241137.6049986605} best=1239938.5130226326
179: neval=598{'avg': 1244265.7452049307, 'max': 1936315.699956613, 'min': 1241137.6049986605} best=1239938.5130226326
180: neval=619{'avg': 1241889.8259686213, 'max': 1389668.2317249763, 'min': 1241137.6049986605} best=1239938.5130226326
181: neval=597{'avg': 1242987.4918495682, 'max': 1588319.5285496246, 'min': 1241137.6049986605} best=1239938.5130226326
182: neval=581{'avg': 1243460.0864628816, 'max': 1587492.135494967, 'min': 1241137.6049986605} best=1239938.5130226326
183: neval=584{'avg': 1241835.961863343, 'max': 1475767.4762629853, 'min': 1241137.6049986605} best=1239938.5130226326
184: neval=593{'avg': 1242095.2788701775, 'max': 1460559.4491137438, 'min': 1241137.6049986605} best=1239938.5130226326
185: neval=629{'avg': 1241797.0852031682, 'max': 1397276.0605238157, 'min': 1241137.6049986605} best=1239938.5130226326
186: neval=601{'avg': 1244325.1839288054, 'max': 1791340.0415497804, 'min': 1241137.6049986605} best=1239938.5130226326
187: neval=592{'avg': 1241513.1617202426, 'max': 1402369.9021511208, 'min': 1241137.6049986605} best=1239938.5130226326
188: neval=596{'avg': 1245894.513565688, 'max': 1831629.1264904886, 'min': 1241137.6049986605} best=1239938.5130226326
189: neval=601{'avg': 1241746.2144540476, 'max': 1575436.2818367544, 'min': 1241137.6049986605} best=1239938.5130226326
190: neval=624{'avg': 1242351.2839458787, 'max': 1498023.0679448866, 'min': 1241137.6049986605} best=1239938.5130226326
191: neval=577{'avg': 1242262.8505175845, 'max': 1606314.6463805763, 'min': 1241137.6049986605} best=1239938.5130226326
192: neval=605{'avg': 1243417.1800979404, 'max': 2120544.5434881435, 'min': 1241137.6049986605} best=1239938.5130226326
193: neval=573{'avg': 1243166.7091578764, 'max': 1570133.3663275072, 'min': 1241137.6049986605} best=1239938.5130226326
194: neval=587{'avg': 1242990.0350728831, 'max': 1617370.2339020718, 'min': 1241137.6049986605} best=1239938.5130226326
195: neval=596{'avg': 1243370.1570584767, 'max': 1809801.7326157172, 'min': 1241137.6049986605} best=1239938.5130226326
196: neval=600{'avg': 1242939.6511037124, 'max': 1700779.3834089807, 'min': 1241137.6049986605} best=1239938.5130226326
197: neval=591{'avg': 1244768.1577566129, 'max': 1856994.0002431662, 'min': 1241137.6049986605} best=1239938.5130226326
198: neval=591{'avg': 1242335.180349707, 'max': 1667226.1248938215, 'min': 1241137.6049986605} best=1239938.5130226326
199: neval=563{'avg': 1242316.3905315045, 'max': 1695558.9125287612, 'min': 1241137.6049986605} best=1239938.5130226326
200: neval=588{'avg': 1242706.8246720335, 'max': 1481514.4949131112, 'min': 1241137.6049986605} best=1239938.5130226326
201: neval=584{'avg': 1242803.2883427655, 'max': 1760662.86859642, 'min': 1241137.6049986605} best=1239938.5130226326
202: neval=583{'avg': 1242490.893031946, 'max': 1535206.0646873096, 'min': 1241137.6049986605} best=1239938.5130226326
203: neval=583{'avg': 1242205.920913356, 'max': 1432675.8222586636, 'min': 1241137.6049986605} best=1239938.5130226326
204: neval=584{'avg': 1242412.347229296, 'max': 2026485.6281161557, 'min': 1241137.6049986605} best=1239938.5130226326
205: neval=601{'avg': 1244381.875092899, 'max': 1738891.7215347341, 'min': 1241137.6049986605} best=1239938.5130226326
206: neval=565{'avg': 1242465.7739176115, 'max': 1557860.8491076156, 'min': 1241137.6049986605} best=1239938.5130226326
