--------------------  GAPlot_input  --------------------

inc_size= [2120, 458]
inc_facility = ['札幌市', '本別町']
inc_blocks = [['夕張市', '岩見沢市', '美唄市', '芦別市', '赤平市', '三笠市', '滝川市', '砂川市', '歌志内市', '深川市', '南幌町', '奈井江町', '上砂川町', '由仁町', '長沼町', '栗山町', '月形町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町', '札幌市', '江別市', '千歳市', '恵庭市', '北広島市', '石狩市', '当別町', '新篠津村', '小樽市', '島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村', '室蘭市', '苫小牧市', '登別市', '伊達市', '豊浦町', '壮瞥町', '白老町', '厚真町', '洞爺湖町', '安平町', 'むかわ町', '日高町', '平取町', '新冠町', '新ひだか町', '長万部町', '旭川市', '士別市', '名寄市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '東川町', '美瑛町', '上富良野町', '中富良野町', '占冠村', '和寒町', '剣淵町', '美深町', '音威子府村', '中川町', '幌加内町', '留萌市', '増毛町', '小平町', '苫前町', '羽幌町', '初山別村', '遠別町', '天塩町', '稚内市', '中頓別町', '豊富町', '幌延町'], ['浦河町', '様似町', 'えりも町', '愛別町', '上川町', '南富良野町', '下川町', '猿払村', '浜頓別町', '枝幸町', '北見市', '網走市', '紋別市', '美幌町', '津別町', '清里町', '斜里町', '小清水町', '訓子府町', '置戸町', '佐呂間町', '遠軽町', '湧別町', '滝上町', '興部町', '西興部村', '雄武町', '大空町', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '陸別町', '浦幌町', '釧路市', '釧路町', '厚岸町', '浜中町', '標茶町', '弟子屈町', '鶴居村', '白糖町', '根室市', '別海町', '中標津町', '標津町', '羅臼町']]

trans_size=[183, 21, 20, 17, 3]
trans_facility = ['函館市', '乙部町', '七飯町', '北斗市', '松前町']
trans_blocks = [['函館市'], ['北斗市', '知内町', '木古内町'], ['松前町', '福島町'], ['七飯町', '鹿部町', '森町'], ['八雲町', '江差町', '上ノ国町', '厚沢部町', '乙部町', '今金町', 'せたな町']]

arrows = [[['札幌市'], ['函館市', '北斗市', '松前町', '七飯町', '乙部町']]]

----------------------  実行情報  ----------------------
実行時間＝146秒
個体数＝350
合計世代数＝145
------------------------  前提  ------------------------

waste=kanen

ごみ量17位以内：
札幌市 (349353), 函館市 (66649), 旭川市 (64890), 苫小牧市 (42288), 釧路市 (38335), 帯広市 (35291), 千歳市 (25770), 小樽市 (25049), 江別市 (24906), 北見市 (20809), 室蘭市 (20448), 岩見沢市 (12638), 登別市 (11426), 北広島市 (10822), 石狩市 (9341), 音更町 (7531), 稚内市 (7127)

焼却施設数: 2
中継施設数: 5

輸送単価＝ 300 円/t/km

---------------------  コスト情報  ---------------------

TC_direct: {'札幌市': 909909.51681, '本別町': 459658.41851999995}
IC_inc: {'札幌市': 271249.24567261536, '本別町': 70798.2890989703}
OC_inc: {'札幌市': 113577.45498291645, '本別町': 48935.47486116757}

TC_indirect: {'函館市': 124057.91593799999, '乙部町': 24234.47007, '七飯町': 14877.498270000002, '北斗市': 12098.11659, '松前町': 2345.634594}
IC_trans: {'函館市': 5938.345189785825, '乙部町': 926.1102884849646, '七飯町': 881.8343087757477, '北斗市': 768.7255939423317, '松前町': 169.12907683000452}
OC_trans: {'函館市': 404387.9082138076, '乙部町': 48141.25485537044, '七飯町': 45310.446924331256, '北斗市': 38232.93466409225, '松前町': 7067.034779957594}

=============================
Total cost: 2603565.759303048
=============================

----------------------  輸送情報  ----------------------

direct 札幌市(1877/2120) t/day → receive from: 夕張市, 岩見沢市, 美唄市, 芦別市, 赤平市, 三笠市, 滝川市, 砂川市, 歌志内市, 深川市, 南幌町, 奈井江町, 上砂川町, 由仁町, 長沼町, 栗山町, 月形町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 札幌市, 江別市, 千歳市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村, 小樽市, 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村, 室蘭市, 苫小牧市, 登別市, 伊達市, 豊浦町, 壮瞥町, 白老町, 厚真町, 洞爺湖町, 安平町, むかわ町, 日高町, 平取町, 新冠町, 新ひだか町, 長万部町, 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 東川町, 美瑛町, 上富良野町, 中富良野町, 占冠村, 和寒町, 剣淵町, 美深町, 音威子府村, 中川町, 幌加内町, 留萌市, 増毛町, 小平町, 苫前町, 羽幌町, 初山別村, 遠別町, 天塩町, 稚内市, 中頓別町, 豊富町, 幌延町
indirect 札幌市(243/2120) t/day → receive from: 中継施設＝ 函館市(66649) → receive from: 函館市
                                                    　　　北斗市(6155) → receive from: 北斗市, 知内町, 木古内町
37: neval=288{'avg': 2643407.1234589876, 'max': 3060010.5456599947, 'min': 2641245.296215384} best=2641245.296215384
38: neval=277{'avg': 2641245.2962153843, 'max': 2641245.296215384, 'min': 2641245.296215384} best=2641245.296215384
39: neval=273{'avg': 2641247.236143743, 'max': 2641924.271141043, 'min': 2641245.296215384} best=2641245.296215384
40: neval=253{'avg': 2642199.9680068213, 'max': 2977891.2897545435, 'min': 2640743.1229081545} best=2640743.1229081545
41: neval=261{'avg': 2642431.7201067205, 'max': 3069047.9908638597, 'min': 2640743.1229081545} best=2640743.1229081545
42: neval=280{'avg': 2645252.2494576955, 'max': 3669203.3907469497, 'min': 2640743.1229081545} best=2640743.1229081545
43: neval=281{'avg': 2644580.546952691, 'max': 3103512.140412642, 'min': 2640743.1229081545} best=2640743.1229081545
44: neval=272{'avg': 2643446.102909047, 'max': 3088331.9178257943, 'min': 2640743.1229081545} best=2640743.1229081545
45: neval=265{'avg': 2643116.367150488, 'max': 3468867.7411889303, 'min': 2640743.1229081545} best=2640743.1229081545
46: neval=267{'avg': 2646322.439427927, 'max': 3525973.5743365646, 'min': 2640743.1229081545} best=2640743.1229081545
47: neval=276{'avg': 2643128.9560799934, 'max': 3062446.896966597, 'min': 2640743.1229081545} best=2640743.1229081545
48: neval=272{'avg': 2641149.635871871, 'max': 2716509.772794096, 'min': 2640641.1934801545} best=2640641.1934801545
49: neval=280{'avg': 2644922.7286192128, 'max': 3600528.0972442795, 'min': 2639773.132869319} best=2639773.132869319
50: neval=265{'avg': 2642966.8079795656, 'max': 3168893.7559515834, 'min': 2639773.132869319} best=2639773.132869319
51: neval=281{'avg': 2648675.2531174948, 'max': 4028453.1734887864, 'min': 2639773.132869319} best=2639773.132869319
52: neval=286{'avg': 2642373.4954085117, 'max': 2887372.947511827, 'min': 2639773.132869319} best=2639773.132869319
53: neval=273{'avg': 2641698.8958949554, 'max': 3047877.782316288, 'min': 2639773.132869319} best=2639773.132869319
54: neval=284{'avg': 2641640.1147942403, 'max': 3029492.0428121095, 'min': 2639773.132869319} best=2639773.132869319
55: neval=283{'avg': 2640961.5223257816, 'max': 2958384.7247896665, 'min': 2639773.132869319} best=2639773.132869319
56: neval=258{'avg': 2642849.5429992103, 'max': 3074310.774872643, 'min': 2639773.132869319} best=2639773.132869319
57: neval=292{'avg': 2645322.1821320974, 'max': 3187718.362212041, 'min': 2639773.132869319} best=2639773.132869319
58: neval=269{'avg': 2642347.752541947, 'max': 3131730.6083316915, 'min': 2638374.838434143} best=2638374.838434143
59: neval=270{'avg': 2641853.6920704464, 'max': 3222245.003562274, 'min': 2638374.838434143} best=2638374.838434143
60: neval=273{'avg': 2642150.506540745, 'max': 3454078.922671036, 'min': 2638374.838434143} best=2638374.838434143
61: neval=280{'avg': 2643360.940939947, 'max': 3381170.2352823163, 'min': 2638374.838434143} best=2638374.838434143
62: neval=270{'avg': 2639532.3683886393, 'max': 2712503.700774507, 'min': 2638374.838434143} best=2638374.838434143
63: neval=264{'avg': 2641715.756328179, 'max': 3651087.124607059, 'min': 2638374.838434143} best=2638374.838434143
64: neval=278{'avg': 2642742.850738644, 'max': 3108592.4942841902, 'min': 2638374.838434143} best=2638374.838434143
65: neval=281{'avg': 2638400.551281541, 'max': 2645976.04058819, 'min': 2638374.838434143} best=2638374.838434143
66: neval=280{'avg': 2638540.3986253454, 'max': 2696320.905354953, 'min': 2638374.838434143} best=2638374.838434143
67: neval=266{'avg': 2639110.384615907, 'max': 2895816.002051371, 'min': 2638374.838434143} best=2638374.838434143
68: neval=286{'avg': 2638374.838434143, 'max': 2638374.838434143, 'min': 2638374.838434143} best=2638374.838434143
69: neval=272{'avg': 2638565.16097096, 'max': 2704987.7263199966, 'min': 2638374.838434143} best=2638374.838434143
70: neval=271{'avg': 2639166.242763208, 'max': 2883130.845084345, 'min': 2638374.838434143} best=2638374.838434143
71: neval=274{'avg': 2639444.432547648, 'max': 2883130.845084345, 'min': 2638374.838434143} best=2638374.838434143
72: neval=276{'avg': 2639190.1665939693, 'max': 2923739.6943733776, 'min': 2638374.838434143} best=2638374.838434143
73: neval=280{'avg': 2639506.016183476, 'max': 2893350.8877673903, 'min': 2638374.838434143} best=2638374.838434143
74: neval=277{'avg': 2642537.516719718, 'max': 3232935.176638893, 'min': 2603565.759303048} best=2603565.759303048
75: neval=268{'avg': 2637651.1231815373, 'max': 2728615.2767814477, 'min': 2603565.759303048} best=2603565.759303048
76: neval=278{'avg': 2634561.3609399917, 'max': 2661211.8015938904, 'min': 2603565.759303048} best=2603565.759303048
77: neval=285{'avg': 2638445.9072050448, 'max': 3689878.8888533516, 'min': 2603565.759303048} best=2603565.759303048
78: neval=290{'avg': 2620174.6627741703, 'max': 2638374.838434143, 'min': 2603565.759303048} best=2603565.759303048
79: neval=267{'avg': 2612035.0923870243, 'max': 3059111.348547615, 'min': 2603565.759303048} best=2603565.759303048
80: neval=270{'avg': 2604606.8595384834, 'max': 2898332.6834433926, 'min': 2603565.759303048} best=2603565.759303048
81: neval=292{'avg': 2604473.9933230816, 'max': 2760494.064090425, 'min': 2603565.759303048} best=2603565.759303048
82: neval=274{'avg': 2603989.730712044, 'max': 2751955.752451788, 'min': 2603565.759303048} best=2603565.759303048
83: neval=296{'avg': 2603679.8652386405, 'max': 2643502.8367606807, 'min': 2603565.759303048} best=2603565.759303048
84: neval=281{'avg': 2603565.759303048, 'max': 2603565.759303048, 'min': 2603565.759303048} best=2603565.759303048
85: neval=269{'avg': 2613949.1137086637, 'max': 6237739.801268592, 'min': 2603565.759303048} best=2603565.759303048
86: neval=278{'avg': 2604194.327224565, 'max': 2823564.5318342536, 'min': 2603565.759303048} best=2603565.759303048
87: neval=272{'avg': 2604241.807259087, 'max': 2840182.543916698, 'min': 2603565.759303048} best=2603565.759303048
88: neval=274{'avg': 2605262.9920943715, 'max': 3057006.8265175433, 'min': 2603565.759303048} best=2603565.759303048
89: neval=277{'avg': 2606889.19756547, 'max': 3462457.9012199165, 'min': 2603565.759303048} best=2603565.759303048
90: neval=279{'avg': 2603565.759303048, 'max': 2603565.759303048, 'min': 2603565.759303048} best=2603565.759303048
91: neval=274{'avg': 2607259.4612938995, 'max': 3238241.274889108, 'min': 2603565.759303048} best=2603565.759303048
92: neval=282{'avg': 2603684.060230233, 'max': 2643502.8367606807, 'min': 2603565.759303048} best=2603565.759303048
93: neval=272{'avg': 2606970.730776727, 'max': 3248997.359221734, 'min': 2603565.759303048} best=2603565.759303048
94: neval=273{'avg': 2603950.6366478223, 'max': 2738272.8299742043, 'min': 2603565.759303048} best=2603565.759303048
95: neval=287{'avg': 2607006.123083582, 'max': 3806842.9212809107, 'min': 2603565.759303048} best=2603565.759303048
96: neval=297{'avg': 2616150.6391328345, 'max': 6676404.630949516, 'min': 2603565.759303048} best=2603565.759303048
97: neval=276{'avg': 2607036.075036871, 'max': 3170799.3292219397, 'min': 2603565.759303048} best=2603565.759303048
98: neval=263{'avg': 2604530.9230753225, 'max': 2941373.0795992203, 'min': 2603565.759303048} best=2603565.759303048
99: neval=277{'avg': 2603618.895277528, 'max': 2622163.3503711903, 'min': 2603565.759303048} best=2603565.759303048
100: neval=252{'avg': 2605162.673361622, 'max': 2873726.9240194103, 'min': 2603565.759303048} best=2603565.759303048
101: neval=277{'avg': 2604736.0553827137, 'max': 2957053.677778192, 'min': 2603565.759303048} best=2603565.759303048
102: neval=274{'avg': 2604646.618106838, 'max': 2807522.1275750194, 'min': 2603565.759303048} best=2603565.759303048
103: neval=256{'avg': 2604721.059100777, 'max': 3007920.6885084454, 'min': 2603565.759303048} best=2603565.759303048
104: neval=286{'avg': 2603565.759303048, 'max': 2603565.759303048, 'min': 2603565.759303048} best=2603565.759303048
105: neval=270{'avg': 2608949.0189478085, 'max': 4487706.634969328, 'min': 2603565.759303048} best=2603565.759303048
106: neval=277{'avg': 2604513.353330973, 'max': 2935223.66907697, 'min': 2603565.759303048} best=2603565.759303048
107: neval=283{'avg': 2603591.178852785, 'max': 2612462.601711001, 'min': 2603565.759303048} best=2603565.759303048
108: neval=284{'avg': 2606236.135956723, 'max': 3486327.1454785336, 'min': 2603565.759303048} best=2603565.759303048
109: neval=281{'avg': 2604315.3229668196, 'max': 2865913.041623303, 'min': 2603565.759303048} best=2603565.759303048
110: neval=281{'avg': 2604344.79765356, 'max': 2769515.0717296144, 'min': 2603565.759303048} best=2603565.759303048
111: neval=271{'avg': 2603565.759303048, 'max': 2603565.759303048, 'min': 2603565.759303048} best=2603565.759303048
112: neval=271{'avg': 2603748.6676048683, 'max': 2667583.664940275, 'min': 2603565.759303048} best=2603565.759303048
113: neval=279{'avg': 2608314.899035778, 'max': 4265764.665758605, 'min': 2603565.759303048} best=2603565.759303048
114: neval=255{'avg': 2608188.7597830063, 'max': 3332043.8495851355, 'min': 2603565.759303048} best=2603565.759303048
115: neval=268{'avg': 2604198.3686883785, 'max': 2824979.044168817, 'min': 2603565.759303048} best=2603565.759303048
116: neval=280{'avg': 2603565.759303048, 'max': 2603565.759303048, 'min': 2603565.759303048} best=2603565.759303048
117: neval=269{'avg': 2605396.2739372915, 'max': 3138799.4968827385, 'min': 2603565.759303048} best=2603565.759303048
118: neval=274{'avg': 2605794.8705777223, 'max': 3028095.466574073, 'min': 2603565.759303048} best=2603565.759303048
119: neval=290{'avg': 2606239.5139870783, 'max': 3464808.7159385215, 'min': 2603565.759303048} best=2603565.759303048
120: neval=270{'avg': 2603588.2447329764, 'max': 2611435.6597783025, 'min': 2603565.759303048} best=2603565.759303048
121: neval=281{'avg': 2603565.759303048, 'max': 2603565.759303048, 'min': 2603565.759303048} best=2603565.759303048
122: neval=266{'avg': 2604142.8767841584, 'max': 2805556.877691892, 'min': 2603565.759303048} best=2603565.759303048
123: neval=278{'avg': 2608834.7148901434, 'max': 3275679.373314577, 'min': 2603565.759303048} best=2603565.759303048
124: neval=259{'avg': 2604158.7829850763, 'max': 2811124.0480129677, 'min': 2603565.759303048} best=2603565.759303048
125: neval=291{'avg': 2616040.256614156, 'max': 6852781.340291064, 'min': 2603565.759303048} best=2603565.759303048
126: neval=259{'avg': 2603565.759303048, 'max': 2603565.759303048, 'min': 2603565.759303048} best=2603565.759303048
127: neval=282{'avg': 2606622.2892210246, 'max': 3673351.2305948855, 'min': 2603565.759303048} best=2603565.759303048
128: neval=270{'avg': 2604247.7323064264, 'max': 2840424.170864938, 'min': 2603565.759303048} best=2603565.759303048
129: neval=280{'avg': 2603774.9476116393, 'max': 2674487.828099264, 'min': 2603565.759303048} best=2603565.759303048
130: neval=276{'avg': 2603565.759303048, 'max': 2603565.759303048, 'min': 2603565.759303048} best=2603565.759303048
131: neval=298{'avg': 2604460.553261954, 'max': 2697147.2369692014, 'min': 2603565.759303048} best=2603565.759303048
132: neval=269{'avg': 2603565.759303048, 'max': 2603565.759303048, 'min': 2603565.759303048} best=2603565.759303048
133: neval=267{'avg': 2607128.5479238667, 'max': 3206152.346610882, 'min': 2603565.759303048} best=2603565.759303048
134: neval=275{'avg': 2604587.0325809754, 'max': 2823930.6668413635, 'min': 2603565.759303048} best=2603565.759303048
135: neval=274{'avg': 2603846.936816253, 'max': 2701977.8889249084, 'min': 2603565.759303048} best=2603565.759303048
136: neval=271{'avg': 2604642.652274203, 'max': 2796206.138047663, 'min': 2603565.759303048} best=2603565.759303048
137: neval=277{'avg': 2603786.7982161636, 'max': 2680929.3788937433, 'min': 2603565.759303048} best=2603565.759303048
138: neval=254{'avg': 2603565.759303048, 'max': 2603565.759303048, 'min': 2603565.759303048} best=2603565.759303048
139: neval=266{'avg': 2606769.5089560086, 'max': 3193271.6806717757, 'min': 2603565.759303048} best=2603565.759303048
140: neval=266{'avg': 2603870.9100638214, 'max': 2710368.525573871, 'min': 2603565.759303048} best=2603565.759303048
141: neval=276{'avg': 2603565.759303048, 'max': 2603565.759303048, 'min': 2603565.759303048} best=2603565.759303048
