局----------------------  実行情報  ----------------------
実行時間＝3791秒
個体数＝1050
合計世代数＝100
==============================
Total cost: -4243367.012714622
==============================
------------------------  前提  ------------------------

waste=sanpai

ごみ量31位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109), 浜中町 (33093), 北広島市 (30922)

焼却施設数: 9
中継施設数: 12

輸送単価＝ 4.8 円/t/km
--------------------  GAPlot_input  --------------------

waste_name ='sanpai'
unit ='t/year'

inc_size= [2266181, 1602881, 1107995, 889096, 750794, 656375, 512544, 78724, 3702]
inc_facility = ['苫小牧市', '釧路市', '室蘭市', '札幌市', '伊達市', '長沼町', '帯広市', '稚内市', '夕張市']
inc_blocks = [['岩見沢市', '美唄市', '三笠市', '南幌町', '由仁町', '長沼町', '栗山町', '江別市', '千歳市', '恵庭市', '北広島市', '新篠津村', '安平町', '富良野市'], ['月形町', '札幌市', '石狩市', '当別町'], ['室蘭市'], ['苫小牧市', '白老町', '厚真町', 'むかわ町', '日高町', '平取町', '新冠町', '浦河町', '新ひだか町'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '八雲町', '長万部町', '今金町', 'せたな町'], ['夕張市', '占冠村'], ['音威子府村', '中川町', '初山別村', '遠別町', '天塩町', '稚内市', '猿払村', '浜頓別町', '中頓別町', '枝幸町', '豊富町', '幌延町'], ['様似町', 'えりも町', '南富良野町', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '鶴居村', '白糠町']]

trans_size=[430316, 243969, 187030, 144012, 125721, 106618, 87021, 70429, 64476, 37132, 34625, 21130]
trans_facility = ['登別市', '北斗市', '旭川市', '訓子府町', '小樽市', '厚岸町', '標茶町', '中標津町', '滝川市', '遠軽町', '士別市', '留萌市']
trans_blocks = [['芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町'], ['小樽市', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['旭川市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '幌加内町'], ['士別市', '名寄市', '和寒町', '剣淵町', '下川町', '美深町', '西興部村'], ['沼田町', '留萌市', '増毛町', '小平町', '苫前町', '羽幌町'], ['北見市', '網走市', '美幌町', '津別町', '訓子府町', '置戸町', '大空町', '陸別町'], ['紋別市', '佐呂間町', '遠軽町', '湧別町', '滝上町', '興部町', '雄武町'], ['厚岸町', '浜中町', '根室市'], ['小清水町', '標茶町', '弟子屈町'], ['登別市'], ['清里町', '斜里町', '別海町', '中標津町', '標津町', '羅臼町']]

arrows = [[['長沼町'], ['士別市', '留萌市', '滝川市', '旭川市']], [['札幌市'], ['小樽市']], [['室蘭市'], ['登別市']], [['伊達市'], ['北斗市']], [['帯広市'], ['遠軽町', '訓子府町']], [['釧路市'], ['厚岸町', '中標津町', '標茶町']]]


---------------------  エネルギー情報  ---------------------
[262868.3469064792, 542292.1588447199, -5143462.672657602, 94935.15419178084]

EL_direct: {'苫小牧市': 68147.63318675001, '釧路市': 18366.688811791668, '室蘭市': 0.0, '札幌市': 5346.417496604167, '伊達市': 51493.30871560418, '長沼町': 65386.14623233334, '帯広市': 33420.56927002084, '稚内市': 20330.31159629167, '夕張市': 377.27159708333335}
ED_inc: {'苫小牧市': -1537450.7877391311, '釧路市': -1087446.526161011, '室蘭市': -751699.7916587504, '札幌市': -603191.6010132071, '伊達市': -509363.0326658874, '長沼町': -444918.9892460666, '帯広市': -268861.54330386524, '稚内市': 50100.318107679945, '夕張市': 9369.281022638073}

EL_indirect: {'登別市': 22552.445014112, '北斗市': 152636.9015582277, '旭川市': 77223.21658464833, '訓子府町': 91177.58879933601, '小樽市': 24968.969471381006, '厚岸町': 39133.498336712, '標茶町': 22380.9423789965, '中標津町': 30115.285485220003, '滝川市': 20512.729825945506, '遠軽町': 27758.112566285832, '士別市': 22363.89819002084, '留萌市': 11468.570633834166}
ED_trans: {'登別市': 26314.118136986304, '北斗市': 14918.871452054795, '旭川市': 11437.012602739727, '訓子府町': 8806.432438356165, '小樽市': 7687.925260273973, '厚岸町': 6519.763726027399, '標茶町': 5321.393753424658, '中標津町': 4306.781589041097, '滝川市': 3942.751561643836, '遠軽町': 2270.6472328767127, '士別市': 2117.342465753425, '留萌市': 1292.1139726027398}

----------------------  輸送情報  ----------------------

direct 苫小牧市(6209/6209) t/day → receive from: 苫小牧市, 白老町, 厚真町, むかわ町, 日高町, 平取町, 新冠町, 浦河町, 新ひだか町
direct 釧路市(3668/4391) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糠町
indirect 釧路市(723/4391) t/day → receive from: 中継施設＝ 厚岸町(106618) → receive from: 厚岸町, 浜中町, 根室市
中標津町(70429) → receive from: 清里町, 斜里町, 別海町, 中標津町, 標津町, 羅臼町
標茶町(87021) → receive from: 小清水町, 標茶町, 弟子屈町
direct 室蘭市(1857/3036) t/day → receive from: 室蘭市
indirect 室蘭市(1179/3036) t/day → receive from: 中継施設＝ 登別市(430316) → receive from: 登別市
direct 札幌市(2091/2436) t/day → receive from: 月形町, 札幌市, 石狩市, 当別町
indirect 札幌市(344/2436) t/day → receive from: 中継施設＝ 小樽市(125721) → receive from: 小樽市, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 伊達市(1389/2057) t/day → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 八雲町, 長万部町, 今金町, せたな町
indirect 伊達市(668/2057) t/day → receive from: 中継施設＝ 北斗市(243969) → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 江差町, 上ノ国町, 厚沢部町, 乙部町
direct 長沼町(956/1798) t/day → receive from: 岩見沢市, 美唄市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 江別市, 千歳市, 恵庭市, 北広島市, 新篠津村, 安平町, 富良野市
indirect 長沼町(842/1798) t/day → receive from: 中継施設＝ 士別市(34625) → receive from: 士別市, 名寄市, 和寒町, 剣淵町, 下川町, 美深町, 西興部村
留萌市(21130) → receive from: 沼田町, 留萌市, 増毛町, 小平町, 苫前町, 羽幌町
滝川市(64476) → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町
旭川市(187030) → receive from: 旭川市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 幌加内町
direct 帯広市(908/1404) t/day → receive from: 様似町, えりも町, 南富良野町, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
indirect 帯広市(496/1404) t/day → receive from: 中継施設＝ 遠軽町(37132) → receive from: 紋別市, 佐呂間町, 遠軽町, 湧別町, 滝上町, 興部町, 雄武町
訓子府町(144012) → receive from: 北見市, 網走市, 美幌町, 津別町, 訓子府町, 置戸町, 大空町, 陸別町
direct 稚内市(216/216) t/day → receive from: 音威子府村, 中川町, 初山別村, 遠別町, 天塩町, 稚内市, 猿払村, 浜頓別町, 中頓別町, 枝幸町, 豊富町, 幌延町
direct 夕張市(10/10) t/day → receive from: 夕張市, 占冠村
73: neval=817{'avg': -4192836.742340733, 'max': -3133443.945328167, 'min': -4196393.408443619} best=-4196393.408443619
74: neval=823{'avg': -4193163.5297057023, 'max': -3204622.4986785995, 'min': -4196393.408443619} best=-4196393.408443619
75: neval=826{'avg': -4194834.716096512, 'max': -3705346.4669600325, 'min': -4196393.408443619} best=-4196393.408443619
76: neval=802{'avg': -4194831.035999407, 'max': -3744877.750367511, 'min': -4196393.408443619} best=-4196393.408443619
77: neval=834{'avg': -4189133.2346951803, 'max': -2964277.6340432917, 'min': -4196393.408443619} best=-4196393.408443619
78: neval=821{'avg': -4194775.512667729, 'max': -3809471.753140406, 'min': -4196393.408443619} best=-4196393.408443619
79: neval=804{'avg': -4191072.994060546, 'max': -2518048.746029188, 'min': -4196393.408443619} best=-4196393.408443619
80: neval=817{'avg': -4190708.201493759, 'max': -3387327.4660192104, 'min': -4196393.408443619} best=-4196393.408443619
81: neval=853{'avg': -4189137.5808883724, 'max': -2825061.785194815, 'min': -4196393.408443619} best=-4196393.408443619
82: neval=834{'avg': -4193566.2684440566, 'max': -3338527.3027804177, 'min': -4196393.408443619} best=-4196393.408443619
83: neval=819{'avg': -4191963.2029178846, 'max': -2748624.8403314683, 'min': -4196393.408443619} best=-4196393.408443619
84: neval=818{'avg': -4192120.283417627, 'max': -3026583.487934728, 'min': -4196393.408443619} best=-4196393.408443619
85: neval=850{'avg': -4189141.8381262105, 'max': -3011380.5099556413, 'min': -4196393.408443619} best=-4196393.408443619
86: neval=812{'avg': -4189969.6620421335, 'max': -3050847.727387987, 'min': -4196393.408443619} best=-4196393.408443619
87: neval=836{'avg': -4191487.022587973, 'max': -2964283.6257699304, 'min': -4196393.408443619} best=-4196393.408443619
88: neval=820{'avg': -4193561.8669838705, 'max': -3471808.4149517706, 'min': -4196393.408443619} best=-4196393.408443619
89: neval=846{'avg': -4195050.269889243, 'max': -3663756.9064700957, 'min': -4196393.408443619} best=-4196393.408443619
90: neval=807{'avg': -4195693.091286394, 'max': -3841069.264290111, 'min': -4196393.408443619} best=-4196393.408443619
91: neval=838{'avg': -4194185.6036365363, 'max': -3623703.774419651, 'min': -4196393.408443619} best=-4196393.408443619
92: neval=804{'avg': -4191516.1009099814, 'max': -2803238.6318669156, 'min': -4196393.408443619} best=-4196393.408443619
93: neval=853{'avg': -4192472.1624244945, 'max': -3510731.249441621, 'min': -4210684.448444836} best=-4210684.448444836
94: neval=826{'avg': -4192487.0316551025, 'max': -2511784.788839839, 'min': -4210684.448444836} best=-4210684.448444836
95: neval=829{'avg': -4195120.11055449, 'max': -3379806.1896393425, 'min': -4210684.448444836} best=-4210684.448444836
96: neval=816{'avg': -4194818.960087166, 'max': -3419833.3332876326, 'min': -4210684.448444836} best=-4210684.448444836
97: neval=844{'avg': -4196341.466746879, 'max': -2776029.737304549, 'min': -4210684.448444836} best=-4210684.448444836
98: neval=823{'avg': -4200301.102418871, 'max': -3007653.985395423, 'min': -4210684.448444836} best=-4210684.448444836
99: neval=852{'avg': -4203237.328796308, 'max': -2870178.548014008, 'min': -4210684.448444836} best=-4210684.448444836
