局----------------------  実行情報  ----------------------
実行時間＝4918秒
個体数＝1300
合計世代数＝100
==============================
Total cost: -4348620.827539766
==============================
------------------------  前提  ------------------------

waste=sanpai

ごみ量36位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109), 浜中町 (33093), 北広島市 (30922), 七飯町 (30521), 網走市 (28124), 幕別町 (26726), 石狩市 (26551), 滝川市 (24546)

焼却施設数: 6
中継施設数: 20

輸送単価＝ 4.8 円/t/km
--------------------  GAPlot_input  --------------------

waste_name ='sanpai'
unit ='t/year'

inc_size= [2402133, 1650444, 1299768, 1107995, 750794, 657158]
inc_facility = ['苫小牧市', '釧路市', '札幌市', '室蘭市', '伊達市', '音更町']
inc_blocks = [['南幌町', '札幌市', '江別市', '恵庭市', '北広島市', '石狩市', '当別町'], ['室蘭市'], ['千歳市', '苫小牧市', '白老町', '厚真町', '安平町', 'むかわ町', '日高町', '平取町'], ['ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町'], ['南富良野町', '占冠村', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '鶴居村', '白糠町']]

trans_size=[430316, 177904, 133081, 125721, 110888, 96449, 83730, 82141, 79825, 77838, 62104, 60866, 59179, 41418, 36215, 36029, 35305, 24477, 20938, 19163]
trans_facility = ['登別市', '東神楽町', '函館市', '小樽市', '北斗市', '訓子府町', '標茶町', '厚岸町', '新十津川町', '岩見沢市', '中標津町', '稚内市', '大空町', '士別市', '長万部町', '新ひだか町', '遠軽町', '根室市', '上富良野町', '枝幸町']
trans_blocks = [['夕張市', '岩見沢市', '美唄市', '三笠市', '由仁町', '長沼町', '栗山町', '月形町', '新篠津村'], ['芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町', '留萌市', '増毛町', '小平町'], ['小樽市', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['登別市'], ['富良野市', '上富良野町', '中富良野町'], ['新冠町', '浦河町', '様似町', 'えりも町', '新ひだか町'], ['函館市'], ['北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['島牧村', '寿都町', '黒松内町', '蘭越町', '八雲町', '長万部町', '今金町', 'せたな町'], ['士別市', '名寄市', '和寒町', '剣淵町', '下川町', '美深町', '幌加内町', '苫前町', '羽幌町', '初山別村', '西興部村'], ['旭川市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町'], ['遠別町', '天塩町', '稚内市', '猿払村', '豊富町', '幌延町'], ['音威子府村', '中川町', '浜頓別町', '中頓別町', '枝幸町', '雄武町'], ['網走市', '美幌町', '津別町', '清里町', '斜里町', '小清水町', '大空町'], ['北見市', '訓子府町', '置戸町', '陸別町'], ['紋別市', '佐呂間町', '遠軽町', '湧別町', '滝上町', '興部町'], ['厚岸町', '浜中町'], ['標茶町', '弟子屈町'], ['根室市'], ['別海町', '中標津町', '標津町', '羅臼町']]

arrows = [[['札幌市'], ['小樽市', '岩見沢市', '新十津川町', '稚内市', '士別市', '枝幸町']], [['室蘭市'], ['登別市']], [['苫小牧市'], ['新ひだか町']], [['伊達市'], ['長万部町', '函館市', '北斗市']], [['音更町'], ['遠軽町', '上富良野町', '東神楽町', '訓子府町']], [['釧路市'], ['厚岸町', '標茶町', '根室市', '中標津町', '大空町']]]


---------------------  エネルギー情報  ---------------------
[193556.949678625, 686247.9756321495, -5338104.826384787, 109679.07353424659]

EL_direct: {'苫小牧市': 79573.69350070834, '釧路市': 18366.688811791668, '札幌市': 30771.52569941667, '室蘭市': 0.0, '伊達市': 24261.04308008334, '音更町': 40583.998586625006}
ED_inc: {'苫小牧市': -1629685.0397669747, '釧路市': -1119714.8100347335, '札幌市': -881804.8229502036, '室蘭市': -751699.7916587504, '伊達市': -509363.0326658874, '音更町': -445837.329308238}

EL_indirect: {'登別市': 22552.445014112, '東神楽町': 102388.20422238851, '函館市': 70592.95804818401, '小樽市': 24968.969471381006, '北斗市': 74087.23945721368, '訓子府町': 49773.85093139551, '標茶町': 20060.729924170002, '厚岸町': 20735.049800569, '新十津川町': 35367.6735670375, '岩見沢市': 14623.078778929834, '中標津町': 23404.812652032506, '稚内市': 66198.15765982684, '大空町': 34003.51577976167, '士別市': 32368.869051202673, '長万部町': 17376.74430146417, '新ひだか町': 15036.732644520169, '遠軽町': 24549.477565253335, '根室市': 9062.761594848, '上富良野町': 9501.538662650666, '枝幸町': 19595.16650520867}
ED_trans: {'登別市': 26314.118136986304, '東神楽町': 10878.951452054796, '函館市': 8137.994301369864, '小樽市': 7687.925260273973, '北斗市': 6780.8771506849325, '訓子府町': 5897.922410958904, '標茶町': 5120.146849315069, '厚岸町': 5022.978410958904, '新十津川町': 4881.353424657534, '岩見沢市': 4759.84701369863, '中標津町': 3797.7021369863023, '稚内市': 3721.997589041096, '大空町': 3618.8363835616437, '士別市': 2532.7390684931506, '長万部町': 2214.5720547945207, '新ひだか町': 2203.1980273972604, '遠軽町': 2158.9249315068487, '根室市': 1496.7853150684934, '上富良野町': 1280.3730410958906, '枝幸町': 1171.8305753424656}

----------------------  輸送情報  ----------------------

direct 苫小牧市(6482/6581) t/day → receive from: 千歳市, 苫小牧市, 白老町, 厚真町, 安平町, むかわ町, 日高町, 平取町
indirect 苫小牧市(99/6581) t/day → receive from: 中継施設＝ 新ひだか町(36029) → receive from: 新冠町, 浦河町, 様似町, えりも町, 新ひだか町
direct 釧路市(3668/4522) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糠町
indirect 釧路市(854/4522) t/day → receive from: 中継施設＝ 厚岸町(82141) → receive from: 厚岸町, 浜中町
標茶町(83730) → receive from: 標茶町, 弟子屈町
根室市(24477) → receive from: 根室市
中標津町(62104) → receive from: 別海町, 中標津町, 標津町, 羅臼町
大空町(59179) → receive from: 網走市, 美幌町, 津別町, 清里町, 斜里町, 小清水町, 大空町
direct 札幌市(2452/3561) t/day → receive from: 南幌町, 札幌市, 江別市, 恵庭市, 北広島市, 石狩市, 当別町
indirect 札幌市(1109/3561) t/day → receive from: 中継施設＝ 小樽市(125721) → receive from: 小樽市, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
岩見沢市(77838) → receive from: 夕張市, 岩見沢市, 美唄市, 三笠市, 由仁町, 長沼町, 栗山町, 月形町, 新篠津村
新十津川町(79825) → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 留萌市, 増毛町, 小平町
稚内市(60866) → receive from: 遠別町, 天塩町, 稚内市, 猿払村, 豊富町, 幌延町
士別市(41418) → receive from: 士別市, 名寄市, 和寒町, 剣淵町, 下川町, 美深町, 幌加内町, 苫前町, 羽幌町, 初山別村, 西興部村
枝幸町(19163) → receive from: 音威子府村, 中川町, 浜頓別町, 中頓別町, 枝幸町, 雄武町
direct 室蘭市(1857/3036) t/day → receive from: 室蘭市
indirect 室蘭市(1179/3036) t/day → receive from: 中継施設＝ 登別市(430316) → receive from: 登別市
direct 伊達市(1289/2057) t/day → receive from: ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町
indirect 伊達市(768/2057) t/day → receive from: 中継施設＝ 長万部町(36215) → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, 八雲町, 長万部町, 今金町, せたな町
函館市(133081) → receive from: 函館市
北斗市(110888) → receive from: 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 江差町, 上ノ国町, 厚沢部町, 乙部町
direct 音更町(895/1800) t/day → receive from: 南富良野町, 占冠村, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
indirect 音更町(906/1800) t/day → receive from: 中継施設＝ 遠軽町(35305) → receive from: 紋別市, 佐呂間町, 遠軽町, 湧別町, 滝上町, 興部町
上富良野町(20938) → receive from: 富良野市, 上富良野町, 中富良野町
76: neval=1017{'avg': -4339073.814028018, 'max': -3292276.5703946706, 'min': -4343077.504170359} best=-4343077.504170359
77: neval=1025{'avg': -4341679.517562231, 'max': -3842655.5812562397, 'min': -4343077.504170359} best=-4343077.504170359
78: neval=1045{'avg': -4341109.443764936, 'max': -3976771.674391444, 'min': -4343077.504170359} best=-4343077.504170359
79: neval=1018{'avg': -4341024.670191429, 'max': -3839722.9661670397, 'min': -4343077.504170359} best=-4343077.504170359
80: neval=1040{'avg': -4338473.661928597, 'max': -2924304.9266410377, 'min': -4343077.504170359} best=-4343077.504170359
81: neval=999{'avg': -4338963.037582857, 'max': -2636051.1495801173, 'min': -4343077.504170359} best=-4343077.504170359
82: neval=1048{'avg': -4339665.086271383, 'max': -3320384.0921925437, 'min': -4343077.504170359} best=-4343077.504170359
83: neval=1029{'avg': -4340989.166042068, 'max': -3323964.0615628087, 'min': -4343077.504170359} best=-4343077.504170359
84: neval=1041{'avg': -4342000.652341679, 'max': -3757016.5163217937, 'min': -4343077.504170359} best=-4343077.504170359
85: neval=1032{'avg': -4339139.0792260775, 'max': -3298314.9483061195, 'min': -4343077.504170359} best=-4343077.504170359
86: neval=1048{'avg': -4342463.9776641615, 'max': -3947909.2991568665, 'min': -4343077.504170359} best=-4343077.504170359
87: neval=1016{'avg': -4340903.1804011725, 'max': -3606408.2071118383, 'min': -4343077.504170359} best=-4343077.504170359
88: neval=998{'avg': -4337179.532001694, 'max': -3024933.2361859623, 'min': -4343077.504170359} best=-4343077.504170359
89: neval=1043{'avg': -4340308.846093769, 'max': -3327418.5704461867, 'min': -4343077.504170359} best=-4343077.504170359
90: neval=1032{'avg': -4341062.541173173, 'max': -3722146.2234173515, 'min': -4343077.504170359} best=-4343077.504170359
91: neval=1057{'avg': -4340682.351034215, 'max': -2957295.7328715413, 'min': -4343077.504170359} best=-4343077.504170359
92: neval=1011{'avg': -4340802.33441097, 'max': -3533999.9454093156, 'min': -4343077.504170359} best=-4343077.504170359
93: neval=1044{'avg': -4341090.580076984, 'max': -3156956.6399991764, 'min': -4343077.504170359} best=-4343077.504170359
94: neval=1055{'avg': -4339334.256701627, 'max': -2792495.1235751603, 'min': -4343077.504170359} best=-4343077.504170359
95: neval=1043{'avg': -4340002.682884636, 'max': -3330512.1876881435, 'min': -4343077.504170359} best=-4343077.504170359
96: neval=1013{'avg': -4339736.752887382, 'max': -3023213.787654123, 'min': -4343077.504170359} best=-4343077.504170359
97: neval=1046{'avg': -4336423.633136425, 'max': -3017555.9906073306, 'min': -4343077.504170359} best=-4343077.504170359
98: neval=1012{'avg': -4340508.574050062, 'max': -3327589.6693742066, 'min': -4343077.504170359} best=-4343077.504170359
99: neval=1016{'avg': -4339506.594370133, 'max': -2884387.4891181597, 'min': -4343077.504170359} best=-4343077.504170359
