----------------------  実行情報  ----------------------
実行時間＝2403秒
個体数＝800
合計世代数＝100
===============================
Total cost: -4187121.9155773884
===============================
------------------------  前提  ------------------------

waste=sanpai

ごみ量26位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869)

焼却施設数: 8
中継施設数: 8

輸送単価＝ 4.8 円/t/km
--------------------  GAPlot_input  --------------------

waste_name ='sanpai'
unit ='t/year'

inc_size= [2388591, 1602881, 1107995, 1098496, 750794, 512719, 402989, 3827]
inc_facility = ['苫小牧市', '釧路市', '室蘭市', '札幌市', '伊達市', '帯広市', '旭川市', '浦幌町']
inc_blocks = [['夕張市', '岩見沢市', '美唄市', '三笠市', '南幌町', '由仁町', '長沼町', '栗山町', '月形町', '札幌市', '江別市', '恵庭市', '北広島市', '石狩市', '当別町', '新篠津村'], ['室蘭市', '登別市'], ['千歳市', '苫小牧市', '白老町', '厚真町', '安平町', 'むかわ町', '日高町', '平取町', '新冠町', '新ひだか町'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '八雲町', '長万部町', '今金町', 'せたな町'], ['芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町', '旭川市', '士別市', '名寄市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '剣淵町', '下川町', '美深町', '音威子府村', '中川町', '幌加内町', '留萌市', '増毛町', '小平町', '苫前町', '羽幌町', '初山別村', '遠別町', '中頓別町', '枝幸町', '滝上町', '興部町', '西興部村', '雄武町'], ['南富良野町', '占冠村', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '幕別町'], ['豊頃町', '浦幌町'], ['釧路市', '釧路町', '鶴居村', '白糠町']]

trans_size=[243969, 176442, 139153, 125721, 124915, 63711, 22358, 10127]
trans_facility = ['北斗市', '置戸町', '標茶町', '小樽市', '厚岸町', '稚内市', '大樹町', '池田町']
trans_blocks = [['小樽市', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['天塩町', '稚内市', '猿払村', '浜頓別町', '豊富町', '幌延町'], ['北見市', '網走市', '紋別市', '美幌町', '津別町', '訓子府町', '置戸町', '佐呂間町', '遠軽町', '湧別町', '大空町', '陸別町'], ['浦河町', '様似町', 'えりも町', '大樹町', '広尾町'], ['池田町', '本別町', '足寄町'], ['厚岸町', '浜中町', '根室市', '別海町'], ['清里町', '斜里町', '小清水町', '標茶町', '弟子屈町', '中標津町', '標津町', '羅臼町']]

arrows = [[['札幌市'], ['小樽市']], [['伊達市'], ['北斗市']], [['旭川市'], ['稚内市']], [['帯広市'], ['大樹町', '池田町', '置戸町']], [['釧路市'], ['厚岸町', '標茶町']]]


---------------------  エネルギー情報  ---------------------
[401876.850926146, 480630.07761992386, -5125055.580342636, 55426.736219178085]

EL_direct: {'苫小牧市': 94030.15908677084, '釧路市': 18366.688811791668, '室蘭市': 58730.32555758334, '札幌市': 58220.44362143751, '伊達市': 51493.30871560418, '帯広市': 18472.23252225, '旭川市': 102324.08960095837, '浦幌町': 239.60300975}
ED_inc: {'苫小牧市': -1620497.7071719335, '釧路市': -1087446.526161011, '室蘭市': -751699.7916587504, '札幌市': -745255.3615656846, '伊達市': -509363.0326658874, '帯広市': -269061.8075952248, '旭川市': -151338.23766036602, '浦幌町': 9606.884136221493}

EL_indirect: {'北斗市': 152636.9015582277, '置戸町': 128683.32609307503, '標茶町': 54832.35754066201, '小樽市': 24968.969471381006, '厚岸町': 49716.3359342975, '稚内市': 54762.85174527701, '大樹町': 12271.765363457169, '池田町': 2757.5699135465}
ED_trans: {'北斗市': 14918.871452054795, '置戸町': 10789.549150684932, '標茶町': 8509.301260273973, '小樽市': 7687.925260273973, '厚岸町': 7638.6378082191795, '稚内市': 3895.971287671233, '大樹町': 1367.2070136986304, '池田町': 619.2729863013699}

----------------------  輸送情報  ----------------------

direct 苫小牧市(6544/6544) t/day → receive from: 千歳市, 苫小牧市, 白老町, 厚真町, 安平町, むかわ町, 日高町, 平取町, 新冠町, 新ひだか町
direct 釧路市(3668/4391) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糠町
indirect 釧路市(723/4391) t/day → receive from: 中継施設＝ 厚岸町(124915) → receive from: 厚岸町, 浜中町, 根室市, 別海町
標茶町(139153) → receive from: 清里町, 斜里町, 小清水町, 標茶町, 弟子屈町, 中標津町, 標津町, 羅臼町
direct 室蘭市(3036/3036) t/day → receive from: 室蘭市, 登別市
direct 札幌市(2665/3010) t/day → receive from: 夕張市, 岩見沢市, 美唄市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 札幌市, 江別市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村
indirect 札幌市(344/3010) t/day → receive from: 中継施設＝ 小樽市(125721) → receive from: 小樽市, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 伊達市(1389/2057) t/day → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 八雲町, 長万部町, 今金町, せたな町
indirect 伊達市(668/2057) t/day → receive from: 中継施設＝ 北斗市(243969) → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 江差町, 上ノ国町, 厚沢部町, 乙部町
direct 帯広市(832/1405) t/day → receive from: 南富良野町, 占冠村, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 幕別町
indirect 帯広市(572/1405) t/day → receive from: 中継施設＝ 大樹町(22358) → receive from: 浦河町, 様似町, えりも町, 大樹町, 広尾町
池田町(10127) → receive from: 池田町, 本別町, 足寄町
48: neval=646{'avg': -4179303.4547424302, 'max': -3020814.2563247876, 'min': -4182083.4628311656} best=-4182083.4628311656
49: neval=638{'avg': -4179295.0471483404, 'max': -3537620.6009187712, 'min': -4182083.4628311656} best=-4182083.4628311656
50: neval=628{'avg': -4178967.860742993, 'max': -3183072.252072726, 'min': -4182083.4628311656} best=-4182083.4628311656
51: neval=623{'avg': -4179379.8389973724, 'max': -3650731.1268696906, 'min': -4182083.4628311656} best=-4182083.4628311656
52: neval=637{'avg': -4180526.528394359, 'max': -3723899.933774743, 'min': -4182083.4628311656} best=-4182083.4628311656
53: neval=631{'avg': -4179417.354709276, 'max': -3314404.6854696786, 'min': -4182083.4628311656} best=-4182083.4628311656
54: neval=613{'avg': -4180278.2983288304, 'max': -3653633.359897607, 'min': -4182083.4628311656} best=-4182083.4628311656
55: neval=626{'avg': -4175940.4602974746, 'max': -2927926.5084548458, 'min': -4182083.4628311656} best=-4182083.4628311656
56: neval=602{'avg': -4178882.1763574462, 'max': -3216704.995781017, 'min': -4182083.4628311656} best=-4182083.4628311656
57: neval=634{'avg': -4179968.099712284, 'max': -3618780.978846005, 'min': -4187121.9155773884} best=-4187121.9155773884
58: neval=628{'avg': -4179176.21776762, 'max': -3773074.1833930314, 'min': -4187121.9155773884} best=-4187121.9155773884
59: neval=620{'avg': -4181166.9446489788, 'max': -3749662.114494382, 'min': -4187121.9155773884} best=-4187121.9155773884
60: neval=627{'avg': -4181267.333376756, 'max': -3175399.678025827, 'min': -4187121.9155773884} best=-4187121.9155773884
61: neval=616{'avg': -4180952.1356640463, 'max': -3102027.773041955, 'min': -4187121.9155773884} best=-4187121.9155773884
62: neval=639{'avg': -4183611.7972518583, 'max': -3084032.572905804, 'min': -4187121.9155773884} best=-4187121.9155773884
63: neval=647{'avg': -4180968.213966862, 'max': -2905318.8183988826, 'min': -4187121.9155773884} best=-4187121.9155773884
64: neval=627{'avg': -4183855.6551513933, 'max': -3392115.328191601, 'min': -4187121.9155773884} best=-4187121.9155773884
65: neval=612{'avg': -4183455.891249614, 'max': -2832340.3067461997, 'min': -4187121.9155773884} best=-4187121.9155773884
66: neval=617{'avg': -4186526.4481799067, 'max': -3710747.9975917567, 'min': -4187121.9155773884} best=-4187121.9155773884
67: neval=629{'avg': -4184055.3915822553, 'max': -3546735.3404862015, 'min': -4187121.9155773884} best=-4187121.9155773884
68: neval=639{'avg': -4184628.640664339, 'max': -3092875.1557451217, 'min': -4187121.9155773884} best=-4187121.9155773884
69: neval=633{'avg': -4182752.4913946665, 'max': -3463625.89594057, 'min': -4187121.9155773884} best=-4187121.9155773884
70: neval=637{'avg': -4182819.146354643, 'max': -3223248.6627456346, 'min': -4187121.9155773884} best=-4187121.9155773884
71: neval=631{'avg': -4178906.2328812475, 'max': -3249115.7122634114, 'min': -4187121.9155773884} best=-4187121.9155773884
72: neval=645{'avg': -4182980.093901883, 'max': -3532019.4825336905, 'min': -4187121.9155773884} best=-4187121.9155773884
73: neval=617{'avg': -4182986.9012884093, 'max': -2882832.3706732662, 'min': -4187121.9155773884} best=-4187121.9155773884
74: neval=604{'avg': -4184808.9762650947, 'max': -3693684.331205045, 'min': -4187121.9155773884} best=-4187121.9155773884
75: neval=640{'avg': -4184429.6203945554, 'max': -3326367.830725937, 'min': -4187121.9155773884} best=-4187121.9155773884
76: neval=631{'avg': -4180810.4669917054, 'max': -2537055.6891343915, 'min': -4187121.9155773884} best=-4187121.9155773884
77: neval=615{'avg': -4182326.8201886346, 'max': -3151206.9950988586, 'min': -4187121.9155773884} best=-4187121.9155773884
78: neval=639{'avg': -4181077.5907963873, 'max': -2904969.0165320137, 'min': -4187121.9155773884} best=-4187121.9155773884
79: neval=642{'avg': -4183229.6800236814, 'max': -2705778.5116908173, 'min': -4187121.9155773884} best=-4187121.9155773884
80: neval=629{'avg': -4183111.7019447032, 'max': -2671473.2899985802, 'min': -4187121.9155773884} best=-4187121.9155773884
81: neval=622{'avg': -4185742.2638316345, 'max': -3646972.147598667, 'min': -4187121.9155773884} best=-4187121.9155773884
82: neval=647{'avg': -4184474.1479783617, 'max': -3498921.823433614, 'min': -4187121.9155773884} best=-4187121.9155773884
83: neval=625{'avg': -4184377.3358455505, 'max': -3157827.0714716422, 'min': -4187121.9155773884} best=-4187121.9155773884
84: neval=624{'avg': -4185176.20223146, 'max': -3586275.682709582, 'min': -4187121.9155773884} best=-4187121.9155773884
85: neval=618{'avg': -4185982.956866432, 'max': -3785376.0908352546, 'min': -4187121.9155773884} best=-4187121.9155773884
86: neval=647{'avg': -4185584.149121288, 'max': -3699878.626218259, 'min': -4187121.9155773884} best=-4187121.9155773884
87: neval=648{'avg': -4185736.2751197577, 'max': -3801180.191887993, 'min': -4187121.9155773884} best=-4187121.9155773884
88: neval=634{'avg': -4185228.5396352564, 'max': -3399382.650991724, 'min': -4187121.9155773884} best=-4187121.9155773884
89: neval=622{'avg': -4183019.4858755837, 'max': -2948077.645407205, 'min': -4187121.9155773884} best=-4187121.9155773884
90: neval=658{'avg': -4179475.265461685, 'max': -2993846.0768492254, 'min': -4187121.9155773884} best=-4187121.9155773884
91: neval=642{'avg': -4182924.950383786, 'max': -3027694.642363992, 'min': -4187121.9155773884} best=-4187121.9155773884
92: neval=610{'avg': -4185271.584373208, 'max': -3670861.190988691, 'min': -4187121.9155773884} best=-4187121.9155773884
93: neval=620{'avg': -4184739.10828266, 'max': -3502848.078208501, 'min': -4187121.9155773884} best=-4187121.9155773884
94: neval=630{'avg': -4180329.794165172, 'max': -2967440.902780461, 'min': -4187121.9155773884} best=-4187121.9155773884
95: neval=641{'avg': -4184071.529676299, 'max': -3265427.081608218, 'min': -4187121.9155773884} best=-4187121.9155773884
96: neval=612{'avg': -4184937.8638868243, 'max': -3370490.3931803363, 'min': -4187121.9155773884} best=-4187121.9155773884
97: neval=606{'avg': -4185577.4858037042, 'max': -3810364.401637044, 'min': -4187121.9155773884} best=-4187121.9155773884
98: neval=652{'avg': -4184760.3606371908, 'max': -2793964.321993579, 'min': -4187121.9155773884} best=-4187121.9155773884
99: neval=626{'avg': -4180929.204419543, 'max': -3481665.309499247, 'min': -4187121.9155773884} best=-4187121.9155773884
