----------------------  実行情報  ----------------------
実行時間＝953秒
個体数＝800
合計世代数＝658
------------------------  前提  ------------------------

waste=kanen

ごみ量26位以内：
札幌市 (349353), 函館市 (66649), 旭川市 (64890), 苫小牧市 (42288), 釧路市 (38335), 帯広市 (35291), 千歳市 (25770), 小樽市 (25049), 江別市 (24906), 北見市 (20809), 室蘭市 (20448), 岩見沢市 (12638), 登別市 (11426), 北広島市 (10822), 石狩市 (9341), 音更町 (7531), 稚内市 (7127), 恵庭市 (6987), 伊達市 (6907), 網走市 (6299), 滝川市 (5831), 北斗市 (5150), 七飯町 (5008), 中標津町 (4837), 根室市 (4736), 幕別町 (4414)

焼却施設数: 8
中継施設数: 8

輸送単価＝ 1000 円/t/km
--------------------  GAPlot_input  --------------------

inc_size= [1247, 295, 243, 224, 173, 165, 121, 111]
inc_facility = ['札幌市', '旭川市', '函館市', '苫小牧市', '帯広市', '釧路市', '室蘭市', '北見市']
inc_blocks = [['夕張市', '岩見沢市', '美唄市', '三笠市', '南幌町', '由仁町', '長沼町', '栗山町', '月形町', '札幌市', '江別市', '恵庭市', '北広島市', '石狩市', '当別町', '新篠津村', '小樽市', '喜茂別町', '京極町', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '俱知安町', '室蘭市', '登別市', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '長万部町'], ['千歳市', '苫小牧市', '白老町', '厚真町', '安平町', 'むかわ町', '日高町', '平取町', '新冠町', '浦河町', '新ひだか町'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '八雲町', '江差町', '上ノ国町', '厚沢部町', '乙部町', '今金町', 'せたな町'], ['芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町', '旭川市', '士別市', '名寄市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '剣淵町', '下川町', '美深町', '幌加内町', '留萌市', '増毛町', '小平町', '苫前町', '羽幌町', '初山別村'], ['北見市', '網走市', '美幌町', '津別町', '清里町', '斜里町', '小清水町', '訓子府町', '置戸町', '佐呂間町', '遠軽町', '大空町', '陸別町'], ['様似町', 'えりも町', '南富良野町', '占冠村', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '厚岸町', '鶴居村', '白糖町']]

trans_size=[21, 16, 13, 13, 6, 5, 5, 2]
trans_facility = ['稚内市', '中標津町', '根室市', '紋別市', '標茶町', '別海町', '枝幸町', '浜中町']
trans_blocks = [['紋別市', '湧別町', '滝上町', '興部町', '西興部村', '雄武町'], ['遠別町', '天塩町', '稚内市', '猿払村', '豊富町', '幌延町'], ['音威子府村', '中川町', '浜頓別町', '中頓別町', '枝幸町'], ['浜中町'], ['標茶町', '弟子屈町'], ['根室市'], ['別海町'], ['中標津町', '標津町', '羅臼町']]

arrows = [[['旭川市'], ['枝幸町', '稚内市']], [['北見市'], ['紋別市']], [['釧路市'], ['浜中町', '標茶町', '根室市', '別海町', '中標津町']]]


---------------------  コスト情報  ---------------------

TC_direct: {'札幌市': 359168.54939999996, '旭川市': 161485.08030000006, '函館市': 111652.06719999999, '苫小牧市': 160355.2914, '帯広市': 84811.0656, '釧路市': 12523.4939, '室蘭市': 68839.1645, '北見市': 62379.5925}
IC_inc: {'札幌市': 159613.1891114947, '旭川市': 51481.33488488398, '函館市': 44807.04482740549, '苫小牧市': 42283.88188243283, '帯広市': 35003.50835214785, '釧路市': 33849.72255062314, '室蘭市': 27114.20586589729, '北見市': 25390.706977899183}
OC_inc: {'札幌市': 66833.21738291832, '旭川市': 57177.631467589745, '函館市': 56407.36772522112, '苫小牧市': 55611.63687040698, '帯広市': 51724.01573343067, '釧路市': 50887.191237607556, '室蘭市': 44768.76962017755, '北見市': 42860.20690792113}

TC_indirect: {'稚内市': 38766.219339999996, '中標津町': 13853.719799999999, '根室市': 11628.206080000002, '紋別市': 12663.377860000002, '標茶町': 5664.4940400000005, '別海町': 3584.33464, '枝幸町': 7675.13634, '浜中町': 1104.87488}
IC_trans: {'稚内市': 908.0587351862551, '中標津町': 724.570300901869, '根室市': 618.6556657255417, '紋別市': 602.4355823103707, '標茶町': 349.6335577496566, '別海町': 305.2773297576735, '枝幸町': 272.3884917062942, '浜中町': 131.36376607280837}
OC_trans: {'稚内市': 46728.66440125352, '中標津町': 36103.181743359986, '根室市': 29733.125142938956, '紋別市': 29022.574439341097, '標茶町': 15565.860846712172, '別海町': 13440.257606161684, '枝幸町': 12021.758527868436, '浜中町': 5648.676174002698}

==============================
Total cost: 2154144.7814891064
==============================

----------------------  輸送情報  ----------------------

direct 札幌市(1247/1247) t/day → receive from: 夕張市, 岩見沢市, 美唄市, 三笠市, 南幌町, 由仁町, 長沼町, 栗山町, 月形町, 札幌市, 江別市, 恵庭市, 北広島市, 石狩市, 当別町, 新篠津村, 小樽市, 喜茂別町, 京極町, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 旭川市(269/295) t/day → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 剣淵町, 下川町, 美深町, 幌加内町, 留萌市, 増毛町, 小平町, 苫前町, 羽幌町, 初山別村
indirect 旭川市(25/295) t/day → receive from: 中継施設＝ 枝幸町(1731) → receive from: 音威子府村, 中川町, 浜頓別町, 中頓別町, 枝幸町
                                                    　　　稚内市(7516) → receive from: 遠別町, 天塩町, 稚内市, 猿払村, 豊富町, 幌延町
direct 函館市(243/243) t/day → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町, 今金町, せたな町
direct 苫小牧市(224/224) t/day → receive from: 千歳市, 苫小牧市, 白老町, 厚真町, 安平町, むかわ町, 日高町, 平取町, 新冠町, 浦河町, 新ひだか町
direct 帯広市(173/173) t/day → receive from: 様似町, えりも町, 南富良野町, 占冠村, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
direct 釧路市(122/165) t/day → receive from: 釧路市, 釧路町, 厚岸町, 鶴居村, 白糖町
indirect 釧路市(42/165) t/day → receive from: 中継施設＝ 浜中町(692) → receive from: 浜中町
                                                    　　　標茶町(2358) → receive from: 標茶町, 弟子屈町
                                                    　　　根室市(4736) → receive from: 根室市
                                                    　　　別海町(1994) → receive from: 別海町
                                                    　　　中標津町(5732) → receive from: 中標津町, 標津町, 羅臼町
59: neval=613{'avg': 2166301.42854767, 'max': 3311353.196022774, 'min': 2161894.037114523} best=2161894.037114523
60: neval=653{'avg': 2170215.050895818, 'max': 3750292.5533285863, 'min': 2161894.037114523} best=2161894.037114523
61: neval=619{'avg': 2166788.132406363, 'max': 2983526.679024345, 'min': 2161894.037114523} best=2161894.037114523
62: neval=663{'avg': 2166359.7229744177, 'max': 3204890.971426768, 'min': 2161894.037114523} best=2161894.037114523
63: neval=624{'avg': 2175392.0297312974, 'max': 3997945.177199063, 'min': 2161894.037114523} best=2161894.037114523
64: neval=627{'avg': 2169838.319888567, 'max': 3159984.5812529167, 'min': 2161894.037114523} best=2161894.037114523
65: neval=630{'avg': 2169886.979889904, 'max': 3575934.716607086, 'min': 2161894.037114523} best=2161894.037114523
66: neval=635{'avg': 2166763.277263429, 'max': 3453964.2616696805, 'min': 2161894.037114523} best=2161894.037114523
67: neval=645{'avg': 2169428.6775622033, 'max': 3794589.9497579113, 'min': 2161894.037114523} best=2161894.037114523
68: neval=610{'avg': 2163278.038328858, 'max': 2806992.509580887, 'min': 2161894.037114523} best=2161894.037114523
69: neval=657{'avg': 2166107.2221554182, 'max': 2939463.6003026483, 'min': 2161894.037114523} best=2161894.037114523
70: neval=632{'avg': 2167482.9229860357, 'max': 3985184.8510315917, 'min': 2161894.037114523} best=2161894.037114523
71: neval=628{'avg': 2167568.222469664, 'max': 3366035.125099936, 'min': 2161894.037114523} best=2161894.037114523
72: neval=667{'avg': 2167865.8320120214, 'max': 3526821.2623545947, 'min': 2161894.037114523} best=2161894.037114523
73: neval=627{'avg': 2169756.8303941656, 'max': 4700474.042492988, 'min': 2160996.6622957964} best=2160996.6622957964
74: neval=621{'avg': 2169279.182360063, 'max': 3334206.3392532766, 'min': 2160996.6622957964} best=2160996.6622957964
75: neval=629{'avg': 2173532.4330640975, 'max': 4133502.9053076734, 'min': 2160996.6622957964} best=2160996.6622957964
76: neval=639{'avg': 2166891.508580246, 'max': 3455809.190815161, 'min': 2160996.6622957964} best=2160996.6622957964
77: neval=636{'avg': 2164741.123953822, 'max': 2997872.9179203487, 'min': 2160996.6622957964} best=2160996.6622957964
78: neval=616{'avg': 2163352.00478827, 'max': 2880905.307148606, 'min': 2160996.6622957964} best=2160996.6622957964
79: neval=634{'avg': 2162425.1004291163, 'max': 2999638.362368589, 'min': 2160996.6622957964} best=2160996.6622957964
80: neval=639{'avg': 2166635.2028363943, 'max': 3504043.345864607, 'min': 2160996.6622957964} best=2160996.6622957964
81: neval=625{'avg': 2163898.2860204335, 'max': 4301649.462881118, 'min': 2160996.6622957964} best=2160996.6622957964
82: neval=666{'avg': 2166986.424900098, 'max': 4097777.0725119202, 'min': 2160996.6622957964} best=2160996.6622957964
83: neval=639{'avg': 2174882.8879429074, 'max': 5495676.410619807, 'min': 2160996.6622957964} best=2160996.6622957964
84: neval=618{'avg': 2166841.0340830525, 'max': 3083830.3269721176, 'min': 2160996.6622957964} best=2160996.6622957964
85: neval=658{'avg': 2166521.442232991, 'max': 3593488.919353017, 'min': 2160996.6622957964} best=2160996.6622957964
86: neval=621{'avg': 2163063.7120231204, 'max': 2827160.3893524753, 'min': 2160996.6622957964} best=2160996.6622957964
87: neval=601{'avg': 2166530.334268043, 'max': 3285234.3076096294, 'min': 2160996.6622957964} best=2160996.6622957964
88: neval=643{'avg': 2169758.5563691286, 'max': 3946074.430773128, 'min': 2160996.6622957964} best=2160996.6622957964
89: neval=618{'avg': 2165928.481832691, 'max': 4543644.162421377, 'min': 2160996.6622957964} best=2160996.6622957964
90: neval=638{'avg': 2169778.5605240576, 'max': 4223562.961349316, 'min': 2160996.6622957964} best=2160996.6622957964
91: neval=628{'avg': 2162459.2216733056, 'max': 3244983.871890084, 'min': 2160996.6622957964} best=2160996.6622957964
92: neval=621{'avg': 2172231.721851753, 'max': 4377664.946296196, 'min': 2160996.6622957964} best=2160996.6622957964
93: neval=625{'avg': 2162262.5723258313, 'max': 2817102.269133265, 'min': 2160996.6622957964} best=2160996.6622957964
94: neval=651{'avg': 2167017.983786558, 'max': 3966276.6298266947, 'min': 2160996.6622957964} best=2160996.6622957964
95: neval=648{'avg': 2168629.1229702085, 'max': 4220433.469421019, 'min': 2160996.6622957964} best=2160996.6622957964
96: neval=639{'avg': 2165528.482325099, 'max': 3874937.8770447024, 'min': 2160996.6622957964} best=2160996.6622957964
97: neval=634{'avg': 2172091.0219855723, 'max': 3296754.529712198, 'min': 2159744.083699919} best=2159744.083699919
98: neval=649{'avg': 2167763.381728046, 'max': 3411637.587480745, 'min': 2158477.3838640223} best=2158477.3838640223
99: neval=634{'avg': 2164366.9438012936, 'max': 2989563.5075602974, 'min': 2158477.3838640223} best=2158477.3838640223
100: neval=646{'avg': 2173757.566764783, 'max': 4190750.929154312, 'min': 2158477.3838640223} best=2158477.3838640223
101: neval=623{'avg': 2167244.765786541, 'max': 3320185.566932042, 'min': 2158477.3838640223} best=2158477.3838640223
102: neval=657{'avg': 2166274.1772877937, 'max': 3587209.693268249, 'min': 2157225.5221384163} best=2157225.5221384163
103: neval=628{'avg': 2165936.3832736243, 'max': 3274295.6704656244, 'min': 2157225.5221384163} best=2157225.5221384163
104: neval=648{'avg': 2172394.7049805247, 'max': 4321253.757316722, 'min': 2157225.5221384163} best=2157225.5221384163
105: neval=647{'avg': 2161944.6360287964, 'max': 2992068.4723073626, 'min': 2157225.5221384163} best=2157225.5221384163
106: neval=645{'avg': 2166833.588364264, 'max': 4913560.055320356, 'min': 2157225.5221384163} best=2157225.5221384163
107: neval=615{'avg': 2163354.24360125, 'max': 3682564.4631127003, 'min': 2157225.5221384163} best=2157225.5221384163
108: neval=646{'avg': 2158734.849487257, 'max': 2700354.797975337, 'min': 2157225.5221384163} best=2157225.5221384163
109: neval=652{'avg': 2164533.161661088, 'max': 3892312.419380516, 'min': 2157225.5221384163} best=2157225.5221384163
110: neval=627{'avg': 2163698.959963748, 'max': 4030670.767635313, 'min': 2157225.5221384163} best=2157225.5221384163
111: neval=620{'avg': 2163847.039332946, 'max': 4046410.891064023, 'min': 2157225.5221384163} best=2157225.5221384163
112: neval=641{'avg': 2161190.865766993, 'max': 4085033.0242927447, 'min': 2157225.5221384163} best=2157225.5221384163
113: neval=635{'avg': 2165864.949156784, 'max': 4282361.200396521, 'min': 2157225.5221384163} best=2157225.5221384163
114: neval=647{'avg': 2159133.2934936555, 'max': 2777165.950556937, 'min': 2157225.5221384163} best=2157225.5221384163
115: neval=634{'avg': 2161598.2108691456, 'max': 3348412.3363138847, 'min': 2157225.5221384163} best=2157225.5221384163
116: neval=634{'avg': 2176242.283345737, 'max': 5029606.545570302, 'min': 2157225.5221384163} best=2157225.5221384163
117: neval=650{'avg': 2167201.991648293, 'max': 3403349.0850767475, 'min': 2157225.5221384163} best=2157225.5221384163
118: neval=605{'avg': 2169490.097232396, 'max': 4780450.713182376, 'min': 2157225.5221384163} best=2157225.5221384163
119: neval=631{'avg': 2159663.4525607848, 'max': 2835557.8497269554, 'min': 2157225.5221384163} best=2157225.5221384163
120: neval=624{'avg': 2164899.806770304, 'max': 4219653.024020521, 'min': 2157225.5221384163} best=2157225.5221384163
121: neval=655{'avg': 2162722.9167390615, 'max': 3800983.764386779, 'min': 2157225.5221384163} best=2157225.5221384163
122: neval=642{'avg': 2160747.7299443353, 'max': 3224589.5514297565, 'min': 2157225.5221384163} best=2157225.5221384163
123: neval=602{'avg': 2167014.8354868125, 'max': 4470826.6490975, 'min': 2157225.5221384163} best=2157225.5221384163
124: neval=639{'avg': 2161477.5966601884, 'max': 3741282.471179276, 'min': 2157225.5221384163} best=2157225.5221384163
125: neval=649{'avg': 2161240.218341408, 'max': 3380528.211112489, 'min': 2157225.5221384163} best=2157225.5221384163
126: neval=642{'avg': 2166166.3115431257, 'max': 4092803.768203989, 'min': 2157225.5221384163} best=2157225.5221384163
127: neval=612{'avg': 2159137.5952359494, 'max': 3077345.1018166086, 'min': 2157225.5221384163} best=2157225.5221384163
128: neval=631{'avg': 2162482.524160037, 'max': 3622265.367229085, 'min': 2157225.5221384163} best=2157225.5221384163
129: neval=635{'avg': 2161198.5081391274, 'max': 3302171.864377371, 'min': 2157225.5221384163} best=2157225.5221384163
130: neval=661{'avg': 2168833.119202507, 'max': 4111590.190495253, 'min': 2157225.5221384163} best=2157225.5221384163
131: neval=630{'avg': 2171328.5257548993, 'max': 4161179.522585934, 'min': 2157225.5221384163} best=2157225.5221384163
132: neval=638{'avg': 2170191.8971056663, 'max': 4474401.26318775, 'min': 2157225.5221384163} best=2157225.5221384163
133: neval=618{'avg': 2163408.7137892954, 'max': 3561353.3656934216, 'min': 2157225.5221384163} best=2157225.5221384163
134: neval=614{'avg': 2160698.63809715, 'max': 2935590.5074089854, 'min': 2157225.5221384163} best=2157225.5221384163
135: neval=633{'avg': 2163145.710659774, 'max': 4272470.390551458, 'min': 2157225.5221384163} best=2157225.5221384163
136: neval=656{'avg': 2161452.2507430357, 'max': 3399840.2996365544, 'min': 2157225.5221384163} best=2157225.5221384163
137: neval=652{'avg': 2162461.7990541155, 'max': 3652303.5428738226, 'min': 2157225.5221384163} best=2157225.5221384163
138: neval=641{'avg': 2164323.5911012143, 'max': 3787060.273831941, 'min': 2157225.5221384163} best=2157225.5221384163
139: neval=621{'avg': 2164443.3798825936, 'max': 3441069.1346421633, 'min': 2157225.5221384163} best=2157225.5221384163
140: neval=633{'avg': 2161939.127973639, 'max': 3019334.3077816935, 'min': 2157225.5221384163} best=2157225.5221384163
141: neval=619{'avg': 2163738.5069971476, 'max': 4307412.3370000245, 'min': 2157225.5221384163} best=2157225.5221384163
142: neval=634{'avg': 2166628.833452549, 'max': 5160694.5680864435, 'min': 2157225.5221384163} best=2157225.5221384163
143: neval=641{'avg': 2163470.2287353342, 'max': 4765067.663455835, 'min': 2157225.5221384163} best=2157225.5221384163
144: neval=630{'avg': 2169659.099045202, 'max': 4395202.125667465, 'min': 2157225.5221384163} best=2157225.5221384163
145: neval=634{'avg': 2161733.3932172665, 'max': 3821224.971435198, 'min': 2157225.5221384163} best=2157225.5221384163
146: neval=635{'avg': 2161839.239269269, 'max': 3821772.226144016, 'min': 2157225.5221384163} best=2157225.5221384163
147: neval=604{'avg': 2159851.8853142154, 'max': 2995670.30375479, 'min': 2157225.5221384163} best=2157225.5221384163
148: neval=637{'avg': 2160235.521186286, 'max': 3575440.494220764, 'min': 2157225.5221384163} best=2157225.5221384163
149: neval=616{'avg': 2161879.018659875, 'max': 3110492.2531755716, 'min': 2157225.5221384163} best=2157225.5221384163
150: neval=635{'avg': 2162227.1511391564, 'max': 3271109.971083248, 'min': 2157225.5221384163} best=2157225.5221384163
151: neval=633{'avg': 2164832.897099835, 'max': 3732674.227748018, 'min': 2157225.5221384163} best=2157225.5221384163
152: neval=632{'avg': 2161949.576340612, 'max': 3012465.114369257, 'min': 2157225.5221384163} best=2157225.5221384163
153: neval=639{'avg': 2161813.753226001, 'max': 4489055.996278305, 'min': 2157225.5221384163} best=2157225.5221384163
154: neval=632{'avg': 2158364.089182503, 'max': 2676834.5947410013, 'min': 2157225.5221384163} best=2157225.5221384163
155: neval=636{'avg': 2165100.39287283, 'max': 3659704.354186024, 'min': 2157225.5221384163} best=2157225.5221384163
156: neval=631{'avg': 2163092.197397946, 'max': 3587810.122920512, 'min': 2157225.5221384163} best=2157225.5221384163
157: neval=643{'avg': 2160677.278962249, 'max': 3559331.6885415404, 'min': 2157225.5221384163} best=2157225.5221384163
158: neval=590{'avg': 2162674.445795595, 'max': 3860001.1387003707, 'min': 2157225.5221384163} best=2157225.5221384163
159: neval=592{'avg': 2160365.8068000055, 'max': 3522327.9266427252, 'min': 2157225.5221384163} best=2157225.5221384163
160: neval=631{'avg': 2173951.508249602, 'max': 5615549.519196725, 'min': 2157225.5221384163} best=2157225.5221384163
161: neval=628{'avg': 2159838.4646286787, 'max': 3301361.192358242, 'min': 2157225.5221384163} best=2157225.5221384163
162: neval=637{'avg': 2159255.442539949, 'max': 2608327.287678779, 'min': 2157225.5221384163} best=2157225.5221384163
163: neval=611{'avg': 2159352.3406477496, 'max': 3535457.03676703, 'min': 2157225.5221384163} best=2157225.5221384163
164: neval=655{'avg': 2163535.951229394, 'max': 3704040.8612887375, 'min': 2157225.5221384163} best=2157225.5221384163
165: neval=623{'avg': 2168251.852466549, 'max': 6209655.63681867, 'min': 2157225.5221384163} best=2157225.5221384163
166: neval=632{'avg': 2162378.425661434, 'max': 4035123.366610007, 'min': 2157225.5221384163} best=2157225.5221384163
167: neval=593{'avg': 2157346.2400379754, 'max': 2253799.8417855147, 'min': 2157225.5221384163} best=2157225.5221384163
168: neval=627{'avg': 2164579.9310465655, 'max': 3334541.666772115, 'min': 2157225.5221384163} best=2157225.5221384163
169: neval=629{'avg': 2160848.358992295, 'max': 3450695.640315771, 'min': 2157225.5221384163} best=2157225.5221384163
170: neval=613{'avg': 2166888.142094406, 'max': 3477801.891999682, 'min': 2157225.5221384163} best=2157225.5221384163
171: neval=614{'avg': 2164199.432591058, 'max': 3718137.1397074345, 'min': 2157225.5221384163} best=2157225.5221384163
172: neval=659{'avg': 2160224.529953774, 'max': 3082559.2532439125, 'min': 2157225.5221384163} best=2157225.5221384163
173: neval=645{'avg': 2169590.9232430854, 'max': 3723339.1625355016, 'min': 2157225.5221384163} best=2157225.5221384163
174: neval=642{'avg': 2162336.026213489, 'max': 3150722.6536397403, 'min': 2157225.5221384163} best=2157225.5221384163
175: neval=611{'avg': 2164059.492810045, 'max': 4033084.4698170433, 'min': 2157225.5221384163} best=2157225.5221384163
176: neval=633{'avg': 2164332.38970548, 'max': 4951155.2286380045, 'min': 2157225.5221384163} best=2157225.5221384163
177: neval=623{'avg': 2166364.2763846004, 'max': 4410378.492611143, 'min': 2157225.5221384163} best=2157225.5221384163
178: neval=625{'avg': 2159460.9509765673, 'max': 3428775.898287598, 'min': 2157225.5221384163} best=2157225.5221384163
179: neval=645{'avg': 2163582.4177106773, 'max': 3677766.1068534683, 'min': 2157225.5221384163} best=2157225.5221384163
180: neval=624{'avg': 2164676.6344965044, 'max': 4768044.368303258, 'min': 2157225.5221384163} best=2157225.5221384163
181: neval=626{'avg': 2162933.574779942, 'max': 3424787.2795670517, 'min': 2157225.5221384163} best=2157225.5221384163
182: neval=626{'avg': 2169530.744373775, 'max': 4105895.2545034876, 'min': 2157225.5221384163} best=2157225.5221384163
183: neval=646{'avg': 2161135.216011739, 'max': 3148782.508019918, 'min': 2157225.5221384163} best=2157225.5221384163
184: neval=638{'avg': 2164905.871091671, 'max': 3890016.878523892, 'min': 2157225.5221384163} best=2157225.5221384163
185: neval=646{'avg': 2164274.245412784, 'max': 4325218.286633087, 'min': 2157225.5221384163} best=2157225.5221384163
186: neval=618{'avg': 2169027.207991695, 'max': 4218610.96675393, 'min': 2157225.5221384163} best=2157225.5221384163
187: neval=655{'avg': 2165094.085629402, 'max': 4529284.196386335, 'min': 2157225.5221384163} best=2157225.5221384163
188: neval=607{'avg': 2163441.8109567594, 'max': 3392067.973139246, 'min': 2157225.5221384163} best=2157225.5221384163
189: neval=628{'avg': 2162992.3765228484, 'max': 3020350.3784206496, 'min': 2157225.5221384163} best=2157225.5221384163
190: neval=629{'avg': 2160411.0606645406, 'max': 3670550.499957212, 'min': 2157225.5221384163} best=2157225.5221384163
191: neval=637{'avg': 2161385.4354471583, 'max': 3277941.8932393845, 'min': 2157225.5221384163} best=2157225.5221384163
192: neval=638{'avg': 2168294.6456988812, 'max': 3541251.4823078765, 'min': 2157225.5221384163} best=2157225.5221384163
193: neval=612{'avg': 2161178.9957578466, 'max': 3371058.0426836666, 'min': 2157225.5221384163} best=2157225.5221384163
194: neval=647{'avg': 2164853.973653162, 'max': 4527777.368356485, 'min': 2157225.5221384163} best=2157225.5221384163
195: neval=608{'avg': 2160191.812423088, 'max': 3335390.6008693003, 'min': 2157225.5221384163} best=2157225.5221384163
196: neval=640{'avg': 2165579.2296815882, 'max': 5141592.395931909, 'min': 2157225.5221384163} best=2157225.5221384163
197: neval=611{'avg': 2162573.746043225, 'max': 3824553.4946856773, 'min': 2157225.5221384163} best=2157225.5221384163
198: neval=628{'avg': 2161760.2822925257, 'max': 3067130.219222847, 'min': 2157225.5221384163} best=2157225.5221384163
199: neval=652{'avg': 2160601.052599292, 'max': 3356857.5490871333, 'min': 2157225.5221384163} best=2157225.5221384163
200: neval=631{'avg': 2160349.526644403, 'max': 3958359.767083454, 'min': 2157225.5221384163} best=2157225.5221384163
201: neval=630{'avg': 2170434.727063507, 'max': 4116911.383229088, 'min': 2157225.5221384163} best=2157225.5221384163
202: neval=610{'avg': 2162046.0981049086, 'max': 3415172.595880163, 'min': 2157225.5221384163} best=2157225.5221384163
203: neval=656{'avg': 2172415.3052602396, 'max': 4745015.786112752, 'min': 2156868.0350118717} best=2156868.0350118717
204: neval=637{'avg': 2164330.529480295, 'max': 4050146.195687314, 'min': 2156868.0350118717} best=2156868.0350118717
205: neval=631{'avg': 2165056.829995535, 'max': 3955251.9671075777, 'min': 2156868.0350118717} best=2156868.0350118717
206: neval=637{'avg': 2162841.0153025417, 'max': 3549643.460075883, 'min': 2156868.0350118717} best=2156868.0350118717
207: neval=646{'avg': 2162830.422151744, 'max': 4720374.92994256, 'min': 2156868.0350118717} best=2156868.0350118717
208: neval=638{'avg': 2169254.695193089, 'max': 5696766.509808884, 'min': 2156868.0350118717} best=2156868.0350118717
209: neval=603{'avg': 2162546.4816916357, 'max': 3358665.465852908, 'min': 2156868.0350118717} best=2156868.0350118717
210: neval=636{'avg': 2160739.2792607653, 'max': 4148274.425502959, 'min': 2156868.0350118717} best=2156868.0350118717
211: neval=641{'avg': 2162877.4781259648, 'max': 3397167.366843784, 'min': 2156868.0350118717} best=2156868.0350118717
212: neval=625{'avg': 2160807.319076991, 'max': 3373460.1643810323, 'min': 2156868.0350118717} best=2156868.0350118717
213: neval=636{'avg': 2164652.736886521, 'max': 4066360.497395139, 'min': 2156868.0350118717} best=2156868.0350118717
214: neval=644{'avg': 2163060.348143878, 'max': 4213304.457465868, 'min': 2156868.0350118717} best=2156868.0350118717
215: neval=639{'avg': 2166812.2308330596, 'max': 5472623.517896823, 'min': 2156868.0350118717} best=2156868.0350118717
216: neval=650{'avg': 2158506.1114266245, 'max': 2799110.881527609, 'min': 2156575.1771563767} best=2156575.1771563767
217: neval=645{'avg': 2163590.699576028, 'max': 3643590.33005077, 'min': 2156575.1771563767} best=2156575.1771563767
218: neval=646{'avg': 2165719.912336973, 'max': 3757717.9136699024, 'min': 2156575.1771563767} best=2156575.1771563767
219: neval=596{'avg': 2158395.801399622, 'max': 2994002.864039545, 'min': 2156575.1771563767} best=2156575.1771563767
220: neval=640{'avg': 2161174.6279049115, 'max': 3479869.1415652614, 'min': 2156575.1771563767} best=2156575.1771563767
221: neval=647{'avg': 2163838.8768959627, 'max': 3708771.366542654, 'min': 2156575.1771563767} best=2156575.1771563767
222: neval=644{'avg': 2167504.6594789093, 'max': 3834544.7777401875, 'min': 2156575.1771563767} best=2156575.1771563767
223: neval=636{'avg': 2163794.207474556, 'max': 4104551.1214315295, 'min': 2156575.1771563767} best=2156575.1771563767
224: neval=631{'avg': 2162294.786429784, 'max': 3905936.8152329037, 'min': 2156575.1771563767} best=2156575.1771563767
225: neval=636{'avg': 2163731.7817999297, 'max': 5136260.842795575, 'min': 2156575.1771563767} best=2156575.1771563767
226: neval=634{'avg': 2166245.8778152782, 'max': 3894883.9845674746, 'min': 2156575.1771563767} best=2156575.1771563767
227: neval=617{'avg': 2163329.5573058724, 'max': 5535948.872992689, 'min': 2156575.1771563767} best=2156575.1771563767
228: neval=631{'avg': 2167269.0473716543, 'max': 3776283.0975664593, 'min': 2156575.1771563767} best=2156575.1771563767
229: neval=609{'avg': 2168989.7859235615, 'max': 4704863.73409272, 'min': 2156575.1771563767} best=2156575.1771563767
230: neval=632{'avg': 2158259.1393407024, 'max': 2499285.8007810316, 'min': 2156575.1771563767} best=2156575.1771563767
231: neval=657{'avg': 2157470.183893794, 'max': 2538322.7053008256, 'min': 2156575.1771563767} best=2156575.1771563767
232: neval=618{'avg': 2161491.8598822695, 'max': 3674541.2793200174, 'min': 2156575.1771563767} best=2156575.1771563767
