----------------------  実行情報  ----------------------
実行時間＝1725秒
個体数＝1050
合計世代数＝242
------------------------  前提  ------------------------

waste=sanpai

ごみ量31位以内：
苫小牧市 (2039382), 釧路市 (1177668), 札幌市 (728360), 室蘭市 (677679), 登別市 (430316), 伊達市 (334124), 帯広市 (182218), 旭川市 (138210), 函館市 (133081), 釧路町 (121597), 白老町 (99038), 北見市 (91496), 小樽市 (91037), 千歳市 (69923), 江別市 (64214), 安平町 (60328), 洞爺湖町 (54767), 厚岸町 (49048), 岩見沢市 (47176), 稚内市 (46228), 音更町 (44302), 標茶町 (43861), むかわ町 (42881), 厚真町 (42445), 北斗市 (42381), 弟子屈町 (39869), 恵庭市 (36267), 豊浦町 (36146), 中標津町 (35109), 浜中町 (33093), 北広島市 (30922)

焼却施設数: 13
中継施設数: 8

輸送単価＝ 500 円/t/km
--------------------  GAPlot_input  --------------------

waste =sanpai

inc_size= [2223736, 1338813, 1039575, 677679, 502712, 430316, 331400, 311190, 255303, 254539, 225259, 194583, 83187]

inc_facility = ['苫小牧市', '釧路市', '札幌市', '室蘭市', '伊達市', '登別市', '帯広市', '旭川市', '函館市', '標茶町', '千歳市', '北見市', '稚内市']
inc_blocks = [['岩見沢市', '美唄市', '三笠市', '南幌町', '月形町', '札幌市', '江別市', '北広島市', '石狩市', '当別町', '新篠津村', '小樽市', '岩内町', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['夕張市', '由仁町', '長沼町', '栗山町', '千歳市', '恵庭市', '厚真町', '安平町', '占冠村'], ['室蘭市'], ['苫小牧市', '白老町', 'むかわ町', '日高町', '平取町', '新冠町', '浦河町', '新ひだか町'], ['登別市'], ['島牧村', '寿都町', '黒松内町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町', '共和町', '泊村', '神恵内村', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '長万部町', '今金町', 'せたな町'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '八雲町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '奈井江町', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町', '旭川市', '士別市', '名寄市', '富良野市', '鷹栖町', '東神楽町', '当麻町', '比布町', '愛別町', '上川町', '東川町', '美瑛町', '上富良野町', '中富良野町', '和寒町', '剣淵町', '幌加内町', '留萌市', '増毛町', '小平町', '苫前町'], ['羽幌町', '初山別村', '遠別町', '天塩町', '稚内市', '猿払村', '豊富町', '幌延町'], ['北見市', '網走市', '美幌町', '津別町', '斜里町', '小清水町', '訓子府町', '佐呂間町', '遠軽町', '大空町'], ['様似町', 'えりも町', '南富良野町', '帯広市', '音更町', '士幌町', '上士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '本別町', '足寄町', '浦幌町'], ['釧路市', '釧路町', '鶴居村', '白糖町'], ['清里町', '厚岸町', '浜中町', '標茶町', '弟子屈町', '根室市', '別海町', '中標津町', '標津町']]

trans_size=[17623, 10784, 6552, 3870, 3829, 3721, 2475, 1062]
trans_facility = ['紋別市', '枝幸町', '中頓別町', '羅臼町', '興部町', '雄武町', '置戸町', '滝上町']
trans_blocks = [['音威子府村', '中川町', '浜頓別町', '中頓別町'], ['枝幸町'], ['紋別市', '湧別町'], ['置戸町', '陸別町'], ['滝上町'], ['下川町', '興部町', '西興部村'], ['美深町', '雄武町'], ['羅臼町']]

arrows = [[['稚内市'], ['中頓別町', '枝幸町']], [['北見市'], ['置戸町', '滝上町', '興部町', '雄武町', '紋別市']], [['標茶町'], ['羅臼町']]]


---------------------  コスト情報  ---------------------

TC_direct: {'苫小牧市': 365051.08635, '釧路市': 116923.21790000002, '札幌市': 542025.39045, '室蘭市': 0.0, '伊達市': 302713.35205000004, '登別市': 0.0, '帯広市': 212756.93965000004, '旭川市': 443639.2575000001, '函館市': 209455.2236, '標茶町': 563931.8725, '千歳市': 161539.46035, '北見市': 167905.49055000002, '稚内市': 70277.96415}
IC_inc: {'苫小牧市': 779527.5335849609, '釧路市': 469319.01800460217, '札幌市': 364421.5571122587, '室蘭市': 237559.42226609756, '伊達市': 176224.98599814135, '登別市': 150846.66981248945, '帯広市': 116171.80485006135, '旭川市': 110747.28367361845, '函館市': 96017.17383615748, '標茶町': 95809.91974270863, '千歳市': 87729.45538440187, '北見市': 78941.65572626586, '稚内市': 42778.10974559008}
OC_inc: {'苫小牧市': 326403.6850467387, '釧路市': 196513.20875701046, '札幌市': 152590.55521089886, '室蘭市': 99470.85574851908, '伊達市': 73788.90718916999, '登別市': 63162.501364628006, '帯広市': 48643.445635853, '旭川市': 45676.98807308719, '函館市': 37473.80084843144, '標茶町': 37361.65965209531, '千歳市': 33063.89233701452, '北見市': 41010.022040112664, '稚内市': 55789.59407736241}

TC_indirect: {'紋別市': 23179.14049, '枝幸町': 11883.21312, '中頓別町': 12805.27692, '羅臼町': 4261.992300000001, '興部町': 8781.41453, '雄武町': 11318.2114, '置戸町': 2965.61445, '滝上町': 1192.6791}
IC_trans: {'紋別市': 1866.6798349144724, '枝幸町': 1229.803052203425, '中頓別町': 809.7764032792882, '羅臼町': 523.8604079014556, '興部町': 519.2977840354604, '雄武町': 507.24322146272175, '置戸町': 363.64481539188716, '滝上町': 184.3087181579163}
OC_trans: {'紋別市': 107639.5654381523, '枝幸町': 66558.52779814947, '中頓別町': 41060.85878448079, '羅臼町': 24772.212368114946, '興部町': 24769.328503966157, '雄武町': 24061.731982331596, '置戸町': 16274.090449902204, '滝上町': 7774.701760293932}

=============================
Total cost: 7568566.134401012
=============================

----------------------  輸送情報  ----------------------

direct 苫小牧市(6092/6092) t/day → receive from: 苫小牧市, 白老町, むかわ町, 日高町, 平取町, 新冠町, 浦河町, 新ひだか町
direct 釧路市(3668/3668) t/day → receive from: 釧路市, 釧路町, 鶴居村, 白糖町
direct 札幌市(2848/2848) t/day → receive from: 岩見沢市, 美唄市, 三笠市, 南幌町, 月形町, 札幌市, 江別市, 北広島市, 石狩市, 当別町, 新篠津村, 小樽市, 岩内町, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
direct 室蘭市(1857/1857) t/day → receive from: 室蘭市
direct 伊達市(1377/1377) t/day → receive from: 島牧村, 寿都町, 黒松内町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町, 共和町, 泊村, 神恵内村, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 長万部町, 今金町, せたな町
direct 登別市(1179/1179) t/day → receive from: 登別市
direct 帯広市(908/908) t/day → receive from: 様似町, えりも町, 南富良野町, 帯広市, 音更町, 士幌町, 上士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 本別町, 足寄町, 浦幌町
direct 旭川市(853/853) t/day → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 奈井江町, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 旭川市, 士別市, 名寄市, 富良野市, 鷹栖町, 東神楽町, 当麻町, 比布町, 愛別町, 上川町, 東川町, 美瑛町, 上富良野町, 中富良野町, 和寒町, 剣淵町, 幌加内町, 留萌市, 増毛町, 小平町, 苫前町
direct 函館市(699/699) t/day → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 八雲町, 江差町, 上ノ国町, 厚沢部町, 乙部町
direct 標茶町(687/697) t/day → receive from: 清里町, 厚岸町, 浜中町, 標茶町, 弟子屈町, 根室市, 別海町, 中標津町, 標津町
indirect 標茶町(11/697) t/day → receive from: 中継施設＝ 羅臼町(3870) → receive from: 羅臼町
direct 千歳市(617/617) t/day → receive from: 夕張市, 由仁町, 長沼町, 栗山町, 千歳市, 恵庭市, 厚真町, 安平町, 占冠村
direct 北見市(454/533) t/day → receive from: 北見市, 網走市, 美幌町, 津別町, 斜里町, 小清水町, 訓子府町, 佐呂間町, 遠軽町, 大空町
indirect 北見市(79/533) t/day → receive from: 中継施設＝ 置戸町(2475) → receive from: 置戸町, 陸別町
                                                    　　　滝上町(1062) → receive from: 滝上町
                                                    　　　興部町(3829) → receive from: 下川町, 興部町, 西興部村
71: neval=830{'avg': 7598482.652967831, 'max': 12426930.249411192, 'min': 7568566.134401012} best=7568566.134401012
72: neval=838{'avg': 7593139.9904208, 'max': 14252158.971732643, 'min': 7568566.134401012} best=7568566.134401012
73: neval=863{'avg': 7611978.220713088, 'max': 13736679.203774279, 'min': 7568566.134401012} best=7568566.134401012
74: neval=826{'avg': 7582983.372087972, 'max': 11545770.16456578, 'min': 7568566.134401012} best=7568566.134401012
75: neval=829{'avg': 7593085.2616669, 'max': 14447695.42497596, 'min': 7568566.134401012} best=7568566.134401012
76: neval=831{'avg': 7605650.528605113, 'max': 12374432.678892106, 'min': 7568566.134401012} best=7568566.134401012
77: neval=828{'avg': 7582916.633381215, 'max': 12604154.16365242, 'min': 7568566.134401012} best=7568566.134401012
78: neval=863{'avg': 7586342.813630382, 'max': 11134725.492530925, 'min': 7568566.134401012} best=7568566.134401012
79: neval=845{'avg': 7590218.374265078, 'max': 15560590.889564916, 'min': 7568566.134401012} best=7568566.134401012
80: neval=818{'avg': 7586871.297757325, 'max': 13597566.637853561, 'min': 7568566.134401012} best=7568566.134401012
81: neval=833{'avg': 7597233.831854299, 'max': 11961476.47269397, 'min': 7568566.134401012} best=7568566.134401012
82: neval=850{'avg': 7601190.605634678, 'max': 13119046.85524162, 'min': 7568566.134401012} best=7568566.134401012
83: neval=802{'avg': 7586299.516532929, 'max': 13088803.023225207, 'min': 7568566.134401012} best=7568566.134401012
84: neval=849{'avg': 7575087.375612949, 'max': 11607174.676563881, 'min': 7568566.134401012} best=7568566.134401012
85: neval=818{'avg': 7609980.478228251, 'max': 14373894.166925993, 'min': 7568566.134401012} best=7568566.134401012
86: neval=847{'avg': 7584815.108306076, 'max': 12209831.447670735, 'min': 7568566.134401012} best=7568566.134401012
87: neval=814{'avg': 7591202.354670121, 'max': 12664051.344556883, 'min': 7568566.134401012} best=7568566.134401012
88: neval=827{'avg': 7583025.250445542, 'max': 12713633.160158325, 'min': 7568566.134401012} best=7568566.134401012
89: neval=830{'avg': 7590862.137365396, 'max': 11605387.62646612, 'min': 7568566.134401012} best=7568566.134401012
90: neval=812{'avg': 7590627.637205204, 'max': 13000061.02175678, 'min': 7568566.134401012} best=7568566.134401012
91: neval=831{'avg': 7592839.74201737, 'max': 10801453.409304036, 'min': 7568566.134401012} best=7568566.134401012
92: neval=838{'avg': 7592706.466109374, 'max': 12549875.912933419, 'min': 7568566.134401012} best=7568566.134401012
93: neval=825{'avg': 7599959.663835489, 'max': 15098105.307521407, 'min': 7568566.134401012} best=7568566.134401012
94: neval=798{'avg': 7589156.552265822, 'max': 12151976.581587307, 'min': 7568566.134401012} best=7568566.134401012
95: neval=836{'avg': 7590480.136346548, 'max': 16661850.550739009, 'min': 7568566.134401012} best=7568566.134401012
96: neval=833{'avg': 7590309.445152988, 'max': 12051255.865099132, 'min': 7568566.134401012} best=7568566.134401012
97: neval=841{'avg': 7601912.605113152, 'max': 14183594.051019097, 'min': 7568566.134401012} best=7568566.134401012
98: neval=835{'avg': 7597838.742212318, 'max': 13160080.699043836, 'min': 7568566.134401012} best=7568566.134401012
99: neval=807{'avg': 7583638.484097116, 'max': 10616991.724535447, 'min': 7568566.134401012} best=7568566.134401012
100: neval=832{'avg': 7591540.982977624, 'max': 12590906.592802217, 'min': 7568566.134401012} best=7568566.134401012
101: neval=826{'avg': 7581034.523585532, 'max': 11914955.195631117, 'min': 7568566.134401012} best=7568566.134401012
102: neval=803{'avg': 7596023.39055128, 'max': 14049018.915676866, 'min': 7568566.134401012} best=7568566.134401012
103: neval=801{'avg': 7582340.951863592, 'max': 11312466.218132459, 'min': 7568566.134401012} best=7568566.134401012
104: neval=824{'avg': 7587202.307633558, 'max': 12354440.417415278, 'min': 7568566.134401012} best=7568566.134401012
105: neval=833{'avg': 7579380.9572471585, 'max': 11482657.245508116, 'min': 7568566.134401012} best=7568566.134401012
106: neval=836{'avg': 7593872.706169712, 'max': 13043482.540122837, 'min': 7568566.134401012} best=7568566.134401012
107: neval=863{'avg': 7595066.278222944, 'max': 12580282.295239633, 'min': 7568566.134401012} best=7568566.134401012
108: neval=848{'avg': 7598692.324690425, 'max': 12714615.50314442, 'min': 7568566.134401012} best=7568566.134401012
109: neval=831{'avg': 7605705.914357293, 'max': 14271104.02367017, 'min': 7568566.134401012} best=7568566.134401012
110: neval=832{'avg': 7589812.289385221, 'max': 12523209.639018597, 'min': 7568566.134401012} best=7568566.134401012
111: neval=828{'avg': 7599438.9943825705, 'max': 15033998.81596364, 'min': 7568566.134401012} best=7568566.134401012
112: neval=825{'avg': 7602696.086794218, 'max': 12418951.407605777, 'min': 7568566.134401012} best=7568566.134401012
113: neval=841{'avg': 7597493.634156394, 'max': 14784902.311590893, 'min': 7568566.134401012} best=7568566.134401012
114: neval=841{'avg': 7583165.851810439, 'max': 12356166.731267326, 'min': 7568566.134401012} best=7568566.134401012
115: neval=815{'avg': 7596897.035048653, 'max': 13069815.941832896, 'min': 7568566.134401012} best=7568566.134401012
116: neval=814{'avg': 7591760.605224602, 'max': 12382868.184121585, 'min': 7568566.134401012} best=7568566.134401012
117: neval=824{'avg': 7585793.61786697, 'max': 12314700.284675496, 'min': 7568566.134401012} best=7568566.134401012
118: neval=819{'avg': 7591570.915159606, 'max': 12630843.443554446, 'min': 7568566.134401012} best=7568566.134401012
119: neval=838{'avg': 7587832.300615405, 'max': 12124661.398672283, 'min': 7568566.134401012} best=7568566.134401012
120: neval=821{'avg': 7599800.122864186, 'max': 12694675.40817962, 'min': 7568566.134401012} best=7568566.134401012
121: neval=842{'avg': 7599437.821952873, 'max': 12996047.269591693, 'min': 7568566.134401012} best=7568566.134401012
122: neval=847{'avg': 7588060.139141544, 'max': 11601893.529860457, 'min': 7568566.134401012} best=7568566.134401012
123: neval=814{'avg': 7577255.101309714, 'max': 11840048.865499547, 'min': 7568566.134401012} best=7568566.134401012
124: neval=824{'avg': 7605652.0694731, 'max': 13971313.103305079, 'min': 7568566.134401012} best=7568566.134401012
125: neval=814{'avg': 7584884.043734097, 'max': 11957999.713866498, 'min': 7568566.134401012} best=7568566.134401012
126: neval=853{'avg': 7590127.41772887, 'max': 12689886.252019994, 'min': 7568566.134401012} best=7568566.134401012
127: neval=813{'avg': 7579458.480886523, 'max': 12167974.973762084, 'min': 7568566.134401012} best=7568566.134401012
128: neval=851{'avg': 7598839.7047612015, 'max': 18487950.960229225, 'min': 7568566.134401012} best=7568566.134401012
129: neval=834{'avg': 7593762.042341439, 'max': 11608063.177011628, 'min': 7568566.134401012} best=7568566.134401012
130: neval=834{'avg': 7603222.847773243, 'max': 15180103.09529557, 'min': 7568566.134401012} best=7568566.134401012
131: neval=824{'avg': 7592723.4050990855, 'max': 12896437.86301819, 'min': 7568566.134401012} best=7568566.134401012
132: neval=845{'avg': 7585275.471000441, 'max': 10758184.094102837, 'min': 7568566.134401012} best=7568566.134401012
133: neval=850{'avg': 7617361.341436543, 'max': 13993471.202156074, 'min': 7568566.134401012} best=7568566.134401012
134: neval=815{'avg': 7586870.42297709, 'max': 11683562.995117165, 'min': 7568566.134401012} best=7568566.134401012
135: neval=827{'avg': 7621024.956816293, 'max': 13142880.644592268, 'min': 7568566.134401012} best=7568566.134401012
136: neval=845{'avg': 7591914.297526795, 'max': 11862405.491126252, 'min': 7568566.134401012} best=7568566.134401012
137: neval=868{'avg': 7595271.825316049, 'max': 13783848.784362547, 'min': 7568566.134401012} best=7568566.134401012
138: neval=818{'avg': 7593627.812753284, 'max': 12987616.835142406, 'min': 7568566.134401012} best=7568566.134401012
139: neval=825{'avg': 7597645.368557322, 'max': 11296653.405772258, 'min': 7568566.134401012} best=7568566.134401012
140: neval=836{'avg': 7583934.704871728, 'max': 13141373.03222776, 'min': 7568566.134401012} best=7568566.134401012
141: neval=810{'avg': 7615405.444289171, 'max': 14016291.52852494, 'min': 7568566.134401012} best=7568566.134401012
142: neval=860{'avg': 7600794.039578211, 'max': 15796791.07328434, 'min': 7568566.134401012} best=7568566.134401012
143: neval=856{'avg': 7576369.008002472, 'max': 11198913.211047381, 'min': 7568566.134401012} best=7568566.134401012
144: neval=797{'avg': 7588419.319209186, 'max': 12107398.769786995, 'min': 7568566.134401012} best=7568566.134401012
145: neval=847{'avg': 7600373.489213876, 'max': 12116987.375624256, 'min': 7568566.134401012} best=7568566.134401012
146: neval=801{'avg': 7576342.985994314, 'max': 10862115.906280689, 'min': 7568566.134401012} best=7568566.134401012
147: neval=854{'avg': 7591046.2250395585, 'max': 11483900.035410378, 'min': 7568566.134401012} best=7568566.134401012
148: neval=819{'avg': 7582380.3901196085, 'max': 11230665.187704448, 'min': 7568566.134401012} best=7568566.134401012
149: neval=852{'avg': 7585227.291646581, 'max': 12350145.488560818, 'min': 7568566.134401012} best=7568566.134401012
150: neval=844{'avg': 7577071.57690908, 'max': 10710410.08001653, 'min': 7568566.134401012} best=7568566.134401012
151: neval=827{'avg': 7621228.362791907, 'max': 15267504.232767971, 'min': 7568566.134401012} best=7568566.134401012
152: neval=826{'avg': 7590552.42393969, 'max': 14992980.683085565, 'min': 7568566.134401012} best=7568566.134401012
153: neval=852{'avg': 7596281.491544962, 'max': 12296898.000219323, 'min': 7568566.134401012} best=7568566.134401012
154: neval=834{'avg': 7589131.522394002, 'max': 12217466.058210472, 'min': 7568566.134401012} best=7568566.134401012
155: neval=818{'avg': 7613903.459814976, 'max': 12177024.886906996, 'min': 7568566.134401012} best=7568566.134401012
156: neval=823{'avg': 7613345.5520973345, 'max': 15569501.361326497, 'min': 7568566.134401012} best=7568566.134401012
157: neval=808{'avg': 7598625.703115527, 'max': 14050383.312988225, 'min': 7568566.134401012} best=7568566.134401012
158: neval=855{'avg': 7604374.512153861, 'max': 15061419.713774307, 'min': 7568566.134401012} best=7568566.134401012
159: neval=825{'avg': 7582540.567787933, 'max': 14026836.431006005, 'min': 7568566.134401012} best=7568566.134401012
160: neval=845{'avg': 7597077.490104706, 'max': 13829131.967983259, 'min': 7568566.134401012} best=7568566.134401012
161: neval=827{'avg': 7582339.350870218, 'max': 15198150.687613653, 'min': 7568566.134401012} best=7568566.134401012
162: neval=816{'avg': 7614031.701953078, 'max': 14522873.22077793, 'min': 7568566.134401012} best=7568566.134401012
163: neval=828{'avg': 7590555.858048412, 'max': 11646006.018412748, 'min': 7568566.134401012} best=7568566.134401012
164: neval=826{'avg': 7583537.646947513, 'max': 10040743.325523397, 'min': 7568566.134401012} best=7568566.134401012
165: neval=831{'avg': 7609957.680557489, 'max': 14470602.059778921, 'min': 7568566.134401012} best=7568566.134401012
166: neval=821{'avg': 7603603.999678964, 'max': 12619881.490277931, 'min': 7568566.134401012} best=7568566.134401012
167: neval=826{'avg': 7590448.821057358, 'max': 13145617.315139933, 'min': 7568566.134401012} best=7568566.134401012
168: neval=808{'avg': 7592134.146189903, 'max': 15023357.918680543, 'min': 7568566.134401012} best=7568566.134401012
169: neval=844{'avg': 7591376.299553871, 'max': 15043224.148669275, 'min': 7568566.134401012} best=7568566.134401012
170: neval=825{'avg': 7600659.794654516, 'max': 14079418.049663596, 'min': 7568566.134401012} best=7568566.134401012
171: neval=842{'avg': 7591779.161980753, 'max': 12407176.828435805, 'min': 7568566.134401012} best=7568566.134401012
172: neval=841{'avg': 7600221.771668234, 'max': 13052186.408531794, 'min': 7568566.134401012} best=7568566.134401012
173: neval=833{'avg': 7594617.463413496, 'max': 12606152.718882915, 'min': 7568566.134401012} best=7568566.134401012
174: neval=798{'avg': 7600772.477550855, 'max': 12991663.34443144, 'min': 7568566.134401012} best=7568566.134401012
175: neval=839{'avg': 7589606.557558445, 'max': 14581079.774805903, 'min': 7568566.134401012} best=7568566.134401012
176: neval=831{'avg': 7588881.793463615, 'max': 15146018.499159854, 'min': 7568566.134401012} best=7568566.134401012
177: neval=853{'avg': 7597374.268602659, 'max': 14346859.39077201, 'min': 7568566.134401012} best=7568566.134401012
178: neval=846{'avg': 7574287.486839458, 'max': 10391262.953961486, 'min': 7568566.134401012} best=7568566.134401012
179: neval=847{'avg': 7581086.7953844685, 'max': 13575415.947873367, 'min': 7568566.134401012} best=7568566.134401012
180: neval=826{'avg': 7584464.975083507, 'max': 11401386.940388208, 'min': 7568566.134401012} best=7568566.134401012
181: neval=846{'avg': 7618520.151967173, 'max': 16908979.095448717, 'min': 7568566.134401012} best=7568566.134401012
182: neval=860{'avg': 7597072.229368749, 'max': 11819652.888914239, 'min': 7568566.134401012} best=7568566.134401012
183: neval=854{'avg': 7571761.953504727, 'max': 9796283.684810495, 'min': 7568566.134401012} best=7568566.134401012
184: neval=817{'avg': 7575673.613652464, 'max': 11069920.011741836, 'min': 7568566.134401012} best=7568566.134401012
185: neval=835{'avg': 7582152.8690822, 'max': 10148188.861913575, 'min': 7568566.134401012} best=7568566.134401012
186: neval=844{'avg': 7584556.167015431, 'max': 12954371.229347141, 'min': 7568566.134401012} best=7568566.134401012
187: neval=842{'avg': 7579353.885051789, 'max': 11484292.356384512, 'min': 7568566.134401012} best=7568566.134401012
188: neval=849{'avg': 7578840.056352157, 'max': 12534302.151328912, 'min': 7568566.134401012} best=7568566.134401012
189: neval=828{'avg': 7598032.821570051, 'max': 14204592.34120557, 'min': 7568566.134401012} best=7568566.134401012
190: neval=848{'avg': 7604207.915878447, 'max': 16446532.906457782, 'min': 7568566.134401012} best=7568566.134401012
191: neval=826{'avg': 7620439.600171747, 'max': 14503053.594063027, 'min': 7568566.134401012} best=7568566.134401012
192: neval=832{'avg': 7601090.68497692, 'max': 13439979.206058104, 'min': 7568566.134401012} best=7568566.134401012
193: neval=820{'avg': 7590656.618488226, 'max': 13126779.73353414, 'min': 7568566.134401012} best=7568566.134401012
194: neval=861{'avg': 7578659.141385173, 'max': 13341937.701365974, 'min': 7568566.134401012} best=7568566.134401012
195: neval=817{'avg': 7584025.723847155, 'max': 13356630.709418163, 'min': 7568566.134401012} best=7568566.134401012
196: neval=820{'avg': 7586067.759215377, 'max': 14241229.665969348, 'min': 7568566.134401012} best=7568566.134401012
197: neval=822{'avg': 7589031.877163729, 'max': 13276319.630067904, 'min': 7568566.134401012} best=7568566.134401012
198: neval=815{'avg': 7590747.772608023, 'max': 14653080.738441208, 'min': 7568566.134401012} best=7568566.134401012
199: neval=826{'avg': 7602468.308454978, 'max': 13043130.268123945, 'min': 7568566.134401012} best=7568566.134401012
200: neval=859{'avg': 7608453.244884175, 'max': 15849066.142511241, 'min': 7568566.134401012} best=7568566.134401012
201: neval=836{'avg': 7593677.476765391, 'max': 12023640.43836488, 'min': 7568566.134401012} best=7568566.134401012
202: neval=820{'avg': 7592570.564669411, 'max': 14655840.247253165, 'min': 7568566.134401012} best=7568566.134401012
203: neval=834{'avg': 7585290.150874432, 'max': 12294597.115444614, 'min': 7568566.134401012} best=7568566.134401012
204: neval=800{'avg': 7574791.153778559, 'max': 10341954.532240588, 'min': 7568566.134401012} best=7568566.134401012
205: neval=828{'avg': 7591161.462365189, 'max': 12984684.459539158, 'min': 7568566.134401012} best=7568566.134401012
206: neval=860{'avg': 7597554.374955935, 'max': 12270017.6587513, 'min': 7568566.134401012} best=7568566.134401012
207: neval=846{'avg': 7588843.886358237, 'max': 14085180.628692918, 'min': 7568566.134401012} best=7568566.134401012
208: neval=810{'avg': 7577373.962975649, 'max': 11085882.714442335, 'min': 7568566.134401012} best=7568566.134401012
209: neval=818{'avg': 7579749.779105888, 'max': 11608109.071686821, 'min': 7568566.134401012} best=7568566.134401012
210: neval=831{'avg': 7592463.017565774, 'max': 11300247.231492706, 'min': 7568566.134401012} best=7568566.134401012
211: neval=813{'avg': 7588359.3864130005, 'max': 11585175.56160825, 'min': 7568566.134401012} best=7568566.134401012
212: neval=808{'avg': 7595461.929562354, 'max': 13200425.234894913, 'min': 7568566.134401012} best=7568566.134401012
213: neval=846{'avg': 7603353.12415784, 'max': 12561512.656258928, 'min': 7568566.134401012} best=7568566.134401012
214: neval=835{'avg': 7588224.267981705, 'max': 14029319.064729406, 'min': 7568566.134401012} best=7568566.134401012
215: neval=844{'avg': 7587845.265039809, 'max': 12975876.937265221, 'min': 7568566.134401012} best=7568566.134401012
216: neval=815{'avg': 7610062.782201894, 'max': 14617312.804344878, 'min': 7568566.134401012} best=7568566.134401012
217: neval=812{'avg': 7589991.355014088, 'max': 15643898.05478467, 'min': 7568566.134401012} best=7568566.134401012
218: neval=795{'avg': 7574830.125610066, 'max': 11015905.116179017, 'min': 7568566.134401012} best=7568566.134401012
219: neval=813{'avg': 7600312.25139209, 'max': 12621674.980780547, 'min': 7568566.134401012} best=7568566.134401012
220: neval=834{'avg': 7601725.587549269, 'max': 12851000.436159125, 'min': 7568566.134401012} best=7568566.134401012
221: neval=821{'avg': 7595281.336049783, 'max': 13124674.576466985, 'min': 7568566.134401012} best=7568566.134401012
222: neval=826{'avg': 7592153.445590719, 'max': 12625558.31900653, 'min': 7568566.134401012} best=7568566.134401012
223: neval=806{'avg': 7576545.92889799, 'max': 10195578.336547684, 'min': 7568566.134401012} best=7568566.134401012
224: neval=830{'avg': 7591305.210506227, 'max': 12155320.146469682, 'min': 7568566.134401012} best=7568566.134401012
225: neval=844{'avg': 7608925.65987286, 'max': 15610934.6897811, 'min': 7568566.134401012} best=7568566.134401012
226: neval=831{'avg': 7594444.893548064, 'max': 12572327.368443483, 'min': 7568566.134401012} best=7568566.134401012
227: neval=829{'avg': 7598483.894163671, 'max': 12579511.725829773, 'min': 7568566.134401012} best=7568566.134401012
228: neval=850{'avg': 7592066.475835284, 'max': 11605217.942427548, 'min': 7568566.134401012} best=7568566.134401012
229: neval=807{'avg': 7580740.502004128, 'max': 11991637.4688214, 'min': 7568566.134401012} best=7568566.134401012
230: neval=806{'avg': 7577718.736659643, 'max': 10905724.956808476, 'min': 7568566.134401012} best=7568566.134401012
231: neval=828{'avg': 7588078.9292252865, 'max': 14317705.193591783, 'min': 7568566.134401012} best=7568566.134401012
232: neval=810{'avg': 7592081.427231497, 'max': 14046488.968340242, 'min': 7568566.134401012} best=7568566.134401012
233: neval=838{'avg': 7599948.65350131, 'max': 12766745.68166651, 'min': 7568566.134401012} best=7568566.134401012
234: neval=813{'avg': 7593790.916833458, 'max': 12586417.530332327, 'min': 7568566.134401012} best=7568566.134401012
235: neval=821{'avg': 7598857.4339473015, 'max': 12793886.132157745, 'min': 7568566.134401012} best=7568566.134401012
236: neval=789{'avg': 7585101.0565954065, 'max': 12057762.298450006, 'min': 7568566.134401012} best=7568566.134401012
237: neval=818{'avg': 7599961.535512139, 'max': 13464396.519497033, 'min': 7568566.134401012} best=7568566.134401012
238: neval=834{'avg': 7624102.726202394, 'max': 15776883.533602044, 'min': 7568566.134401012} best=7568566.134401012
239: neval=846{'avg': 7595400.3165557105, 'max': 14281753.163642887, 'min': 7568566.134401012} best=7568566.134401012
240: neval=843{'avg': 7617707.594291887, 'max': 14506069.923705881, 'min': 7568566.134401012} best=7568566.134401012
241: neval=864{'avg': 7601644.07796484, 'max': 13582104.206693536, 'min': 7568566.134401012} best=7568566.134401012
