局----------------------  実行情報  ----------------------
実行時間＝1360秒
個体数＝1200
合計世代数＝100
==============================
Total cost: -341512.3922406942
==============================
------------------------  前提  ------------------------

waste=kanen

ごみ量34位以内：
札幌市 (349353), 函館市 (66649), 旭川市 (64890), 苫小牧市 (42288), 釧路市 (38335), 帯広市 (35291), 千歳市 (25770), 小樽市 (25049), 江別市 (24906), 北見市 (20809), 室蘭市 (20448), 岩見沢市 (12638), 登別市 (11426), 北広島市 (10822), 石狩市 (9341), 音更町 (7531), 稚内市 (7127), 恵庭市 (6987), 伊達市 (6907), 網走市 (6299), 滝川市 (5831), 北斗市 (5150), 七飯町 (5008), 中標津町 (4837), 根室市 (4736), 幕別町 (4414), 新ひだか町 (4277), 釧路町 (4090), 美幌町 (4063), 白老町 (3395), 紋別市 (3325), 中札内村 (2807), 芽室町 (2638), 東神楽町 (2584)

焼却施設数: 9
中継施設数: 15

輸送単価＝ 4.8 円/t/km
--------------------  GAPlot_input  --------------------

waste ='kanen'

unit ='t/year'

inc_size= [924760, 7953, 7127, 854, 282, 37, 33, 26, 24]

inc_facility = ['札幌市', '中頓別町', '稚内市', '初山別村', '猿払村', '幌延町', '豊富町', '遠別町', '天塩町']
inc_blocks = [['札幌市', '江別市', '北広島市', '石狩市', '当別町', '蘭越町', 'ニセコ町', '真狩村', '留寿都村', '喜茂別町', '京極町', '俱知安町'], ['小平町', '苫前町', '羽幌町', '初山別村'], ['遠別町'], ['天塩町'], ['稚内市'], ['猿払村'], ['名寄市', '美深町', '音威子府村', '浜頓別町', '中頓別町', '枝幸町', '紋別市', '斜里町', '興部町', '西興部村', '雄武町'], ['豊富町'], ['中川町', '幌延町']]

trans_size=[83618, 73378, 59875, 46352, 46307, 34734, 33963, 32045, 31874, 20322, 17415, 15953, 14715, 9414, 8427]
trans_facility = ['函館市', '旭川市', '帯広市', '釧路市', '苫小牧市', '千歳市', '足寄町', '小樽市', '室蘭市', '岩見沢市', '豊浦町', '雨竜町', '浜中町', '新ひだか町', '比布町']
trans_blocks = [['夕張市', '岩見沢市', '美唄市', '三笠市', '南幌町', '奈井江町', '由仁町', '長沼町', '栗山町', '月形町', '新篠津村'], ['芦別市', '赤平市', '滝川市', '砂川市', '歌志内市', '深川市', '上砂川町', '浦臼町', '新十津川町', '妹背牛町', '秩父別町', '雨竜町', '北竜町', '沼田町', '留萌市', '増毛町'], ['千歳市', '恵庭市', '厚真町', '安平町', '占冠村'], ['小樽市', '共和町', '岩内町', '泊村', '神恵内村', '積丹町', '古平町', '仁木町', '余市町', '赤井川村'], ['清里町', '厚岸町', '浜中町', '根室市', '別海町', '中標津町', '標津町', '羅臼町'], ['苫小牧市', '白老町', 'むかわ町'], ['室蘭市', '登別市'], ['士別市', '当麻町', '比布町', '愛別町', '上川町', '和寒町', '剣淵町', '下川町', '遠軽町', '湧別町', '滝上町'], ['日高町', '平取町', '新冠町', '浦河町', '様似町', 'えりも町', '新ひだか町'], ['函館市', '北斗市', '松前町', '福島町', '知内町', '木古内町', '七飯町', '鹿部町', '森町', '江差町', '上ノ国町', '厚沢部町', '乙部町'], ['島牧村', '寿都町', '黒松内町', '伊達市', '豊浦町', '壮瞥町', '洞爺湖町', '八雲町', '長万部町', '今金町', 'せたな町'], ['旭川市', '富良野市', '鷹栖町', '東神楽町', '東川町', '美瑛町', '上富良野町', '中富良野町', '幌加内町'], ['南富良野町', '帯広市', '音更町', '士幌町', '鹿追町', '新得町', '清水町', '芽室町', '中札内村', '更別村', '大樹町', '広尾町', '幕別町', '池田町', '豊頃町', '浦幌町'], ['北見市', '網走市', '美幌町', '津別町', '訓子府町', '置戸町', '佐呂間町', '大空町', '上士幌町', '本別町', '足寄町', '陸別町'], ['小清水町', '釧路市', '釧路町', '標茶町', '弟子屈町', '鶴居村', '白糖町']]

arrows = [[['札幌市'], ['小樽市', '岩見沢市', '釧路市', '新ひだか町', '函館市', '浜中町', '帯広市', '室蘭市', '雨竜町', '苫小牧市', '旭川市', '豊浦町', '千歳市', '比布町', '足寄町']]]


---------------------  エネルギー情報  ---------------------
[13508.4361741875, 203789.0688483087, -591121.4299755192, 32311.532712328768]

EL_direct: {'札幌市': 7439.4520657708335, '中頓別町': 5867.004363458333, '稚内市': 0.0, '初山別村': 198.51106220833336, '猿払村': 0.0, '幌延町': 3.4686827500000006, '豊富町': 0.0, '遠別町': 0.0, '天塩町': 0.0}
ED_inc: {'札幌市': -627387.2168505689, '中頓別町': 16359.331483449658, '稚内市': 15144.566798995975, '初山別村': 2937.5725906451607, '猿払村': 1163.6509218695028, '幌延町': 199.24585617849738, '豊富町': 180.0454620005565, '遠別町': 145.69531867270277, '天塩町': 135.67844323768028}

EL_indirect: {'函館市': 43456.43243837133, '旭川市': 16803.570304479836, '帯広市': 22288.631278875, '釧路市': 23310.599821656335, '苫小牧市': 5473.828935984501, '千歳市': 3418.35192296, '足寄町': 36893.58671569134, '小樽市': 4121.8003181225, '室蘭市': 7848.347992996334, '岩見沢市': 2594.0330512980004, '豊浦町': 8111.562295091669, '雨竜町': 4929.284754875, '浜中町': 15284.4389294675, '新ひだか町': 3460.287126696834, '比布町': 5794.312961742501}
ED_trans: {'函館市': 5113.297972602739, '旭川市': 4487.11495890411, '帯広市': 3661.3972602739727, '釧路市': 2834.456547945206, '苫小牧市': 2831.7047671232876, '千歳市': 2124.007890410959, '足寄町': 2076.860712328767, '小樽市': 1959.5736986301372, '室蘭市': 1949.1169315068496, '岩見沢市': 1242.7042191780822, '豊浦町': 1064.9391780821918, '雨竜町': 975.5368767123289, '浜中町': 899.8323287671233, '新ひだか町': 575.6725479452055, '比布町': 515.3168219178083}

----------------------  輸送情報  ----------------------

direct 札幌市(1086/2534) t/day → receive from: 札幌市, 江別市, 北広島市, 石狩市, 当別町, 蘭越町, ニセコ町, 真狩村, 留寿都村, 喜茂別町, 京極町, 俱知安町
indirect 札幌市(1448/2534) t/day → receive from: 中継施設＝ 小樽市(32045) → receive from: 小樽市, 共和町, 岩内町, 泊村, 神恵内村, 積丹町, 古平町, 仁木町, 余市町, 赤井川村
岩見沢市(20322) → receive from: 夕張市, 岩見沢市, 美唄市, 三笠市, 南幌町, 奈井江町, 由仁町, 長沼町, 栗山町, 月形町, 新篠津村
釧路市(46352) → receive from: 小清水町, 釧路市, 釧路町, 標茶町, 弟子屈町, 鶴居村, 白糖町
新ひだか町(9414) → receive from: 日高町, 平取町, 新冠町, 浦河町, 様似町, えりも町, 新ひだか町
函館市(83618) → receive from: 函館市, 北斗市, 松前町, 福島町, 知内町, 木古内町, 七飯町, 鹿部町, 森町, 江差町, 上ノ国町, 厚沢部町, 乙部町
浜中町(14715) → receive from: 清里町, 厚岸町, 浜中町, 根室市, 別海町, 中標津町, 標津町, 羅臼町
帯広市(59875) → receive from: 南富良野町, 帯広市, 音更町, 士幌町, 鹿追町, 新得町, 清水町, 芽室町, 中札内村, 更別村, 大樹町, 広尾町, 幕別町, 池田町, 豊頃町, 浦幌町
室蘭市(31874) → receive from: 室蘭市, 登別市
雨竜町(15953) → receive from: 芦別市, 赤平市, 滝川市, 砂川市, 歌志内市, 深川市, 上砂川町, 浦臼町, 新十津川町, 妹背牛町, 秩父別町, 雨竜町, 北竜町, 沼田町, 留萌市, 増毛町
苫小牧市(46307) → receive from: 苫小牧市, 白老町, むかわ町
旭川市(73378) → receive from: 旭川市, 富良野市, 鷹栖町, 東神楽町, 東川町, 美瑛町, 上富良野町, 中富良野町, 幌加内町
豊浦町(17415) → receive from: 島牧村, 寿都町, 黒松内町, 伊達市, 豊浦町, 壮瞥町, 洞爺湖町, 八雲町, 長万部町, 今金町, せたな町
千歳市(34734) → receive from: 千歳市, 恵庭市, 厚真町, 安平町, 占冠村
比布町(8427) → receive from: 士別市, 当麻町, 比布町, 愛別町, 上川町, 和寒町, 剣淵町, 下川町, 遠軽町, 湧別町, 滝上町
足寄町(33963) → receive from: 北見市, 網走市, 美幌町, 津別町, 訓子府町, 置戸町, 佐呂間町, 大空町, 上士幌町, 本別町, 足寄町, 陸別町
direct 中頓別町(22/22) t/day → receive from: 名寄市, 美深町, 音威子府村, 浜頓別町, 中頓別町, 枝幸町, 紋別市, 斜里町, 興部町, 西興部村, 雄武町
direct 稚内市(20/20) t/day → receive from: 稚内市
direct 初山別村(2/2) t/day → receive from: 小平町, 苫前町, 羽幌町, 初山別村
direct 猿払村(1/1) t/day → receive from: 猿払村
72: neval=942{'avg': -335286.45876110625, 'max': -32100.61512351891, 'min': -337854.7323674659} best=-337854.7323674659
73: neval=976{'avg': -335317.00209337176, 'max': 113471.51905768603, 'min': -337854.7323674659} best=-337854.7323674659
74: neval=962{'avg': -335173.4723637571, 'max': 24604.88248781836, 'min': -337854.7323674659} best=-337854.7323674659
75: neval=948{'avg': -335492.302660977, 'max': -62802.59781153317, 'min': -337854.7323674659} best=-337854.7323674659
76: neval=940{'avg': -335217.5294202788, 'max': -20910.653258440223, 'min': -339593.25981738494} best=-339593.25981738494
77: neval=958{'avg': -335853.7483481055, 'max': -102667.77304561216, 'min': -339593.25981738494} best=-339593.25981738494
78: neval=976{'avg': -335968.03849911195, 'max': 41855.53395569573, 'min': -339593.25981738494} best=-339593.25981738494
79: neval=956{'avg': -335375.5122974016, 'max': 23955.893487669564, 'min': -339593.25981738494} best=-339593.25981738494
80: neval=936{'avg': -335955.63692370954, 'max': 29452.11246991351, 'min': -339593.25981738494} best=-339593.25981738494
81: neval=933{'avg': -339015.3816222205, 'max': -173607.28880880802, 'min': -339593.25981738494} best=-339593.25981738494
82: neval=934{'avg': -338206.6665460798, 'max': -49623.358118256394, 'min': -339593.25981738494} best=-339593.25981738494
83: neval=943{'avg': -338510.3992684801, 'max': -40148.55768630636, 'min': -339593.25981738494} best=-339593.25981738494
84: neval=934{'avg': -338209.6993163941, 'max': -76295.42112554592, 'min': -339593.25981738494} best=-339593.25981738494
85: neval=959{'avg': -338785.7642215071, 'max': -68718.55516606674, 'min': -339593.25981738494} best=-339593.25981738494
86: neval=912{'avg': -338288.9478426257, 'max': -147884.69048483873, 'min': -339593.25981738494} best=-339593.25981738494
87: neval=931{'avg': -338416.05803649814, 'max': -82303.93454809618, 'min': -339593.25981738494} best=-339593.25981738494
88: neval=953{'avg': -338268.8432279977, 'max': 186502.5820441, 'min': -339593.25981738494} best=-339593.25981738494
89: neval=991{'avg': -337817.04613928986, 'max': 2199.5794250571344, 'min': -339593.25981738494} best=-339593.25981738494
90: neval=951{'avg': -338720.54722235986, 'max': 61092.1527234742, 'min': -339593.25981738494} best=-339593.25981738494
91: neval=940{'avg': -336507.04610729875, 'max': 143291.49135336408, 'min': -339593.25981738494} best=-339593.25981738494
92: neval=958{'avg': -338045.07085422805, 'max': 29170.500368568035, 'min': -339593.25981738494} best=-339593.25981738494
93: neval=948{'avg': -338020.8436792772, 'max': 92793.38492221718, 'min': -339593.25981738494} best=-339593.25981738494
94: neval=931{'avg': -338056.7020255996, 'max': 13266.246662300153, 'min': -339593.25981738494} best=-339593.25981738494
95: neval=974{'avg': -337657.6364205491, 'max': 24280.739020541958, 'min': -339593.25981738494} best=-339593.25981738494
96: neval=935{'avg': -338134.7217085422, 'max': 80339.90891700107, 'min': -339593.25981738494} best=-339593.25981738494
97: neval=954{'avg': -337460.5020301678, 'max': 65296.83475159906, 'min': -339593.25981738494} best=-339593.25981738494
98: neval=941{'avg': -338108.2689728619, 'max': -75264.68155942962, 'min': -339593.25981738494} best=-339593.25981738494
99: neval=954{'avg': -338804.77337548987, 'max': -129397.17182167154, 'min': -339593.25981738494} best=-339593.25981738494
